"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"AAL Tech Marine Engineering","Established in March 2001, aaL Tech Marine and Industrial Engineering Pte Ltd has grown steadily in parallel with the growth of the Marine Industry in Singapore. For the past 17 years, we have been one of the supporting arms of Keppel Offshore & Marine Ltd and a wide range of clients in both Singapore and overseas.

At present, aaL Tech Marine and Industrial Engineering Pte Ltd is one the 4 companies located in Singapore that offers a full range of building and Repair services on-board, offshore projects, namely Jack-Ups, Semi-Submersibles, FPSO, LNG, Drill ships, Dynamic positioned (DP2m DP3), OCV, AHTS, MPSV, Passenger Ferry and Tankers.

A well-experienced and business-oriented group of staffs support the management team in order to deliver the finest quality of Marine Engineering services to our clients conjointly observing the safety procedures and guidelines set by the company and our clients.

Our present commitment is in Singapore and Indonesia. We are working on projects for the Malaysia market and also targeting future projects in China, India, Paupa New Guinea, Azerbaijan and Brazil.","Manufacturing","501-1,000 employees","Privately Held","Singapore, Singapore","Singapore","aaltech.com.sg","https://www.linkedin.com/company/aal-tech-marine-engineering"
,"Flavorite Pte Ltd","Our office & production plant in Singapore is equipped with state-of-the-art facilities to produce Quality-Assured Fragrances, Flavours, Food Seasoning & Marinates and other Culinary products. We also stock Aromatic Chemicals, Essential Oils, Food & Perfumery Compounds & Ingredients in our warehouse premises.","Food Production","2-10 employees","Privately Held","Singapore","Singapore","flavoritepl.com","https://www.linkedin.com/company/flavorite-pte-ltd"
,"BHB Pte. Ltd.","BHB is on a continuous journey to educate society on the importance of care for mother earth, with initiatives to draw links between living a natural & organic lifestyle and how it impacts the world we live in.

Who Are We? 
- Gaia Loving
- Holistic Wellness 
- Lifelong Learning 

Why work with us? 
Marketing: 
- SEO / SEM established 
- Content Marketing through digital platforms 
- Social Media Savvy 
- Active partnership in marketing/content collaboration 

Sales: 
-eCommerece that ties with SEO and SEM 
-Physical retail locations 
-Active visual merchandising 
-Participate in road shows, trade shows, exhibitions and various other exposure means. 

Education: 
-Strong focus on education of brand philosophies and beliefs 
-Our team includes in-house qualified Naturopath 
-Support continuing education and skills upgrade

---------------------------------------------------------------------------------------------
BHB is the exclusive distributor in Singapore for BLACK PAINT Natural & Organic Skincare from Kyoto, Japan, and it is proudly certified HALAL by NPO Japan Halal Association. BLACK PAINT is consistently increasing its presence and users in Singapore, particularly to the wellness movement community.

Through BLACK PAINT, by using organically produced skincare we are moving forward in contributing to protect our green lands from further damage, and the education of “beauty from within” creates an awareness that a “balanced beauty starts with the right foods, exercise, mind & spiritual wellness”, in order to achieve holistic health. 

BLACK PAINT products are formulated using high-quality organic and natural ingredients, upholding to Japanese manufacturing standards. Our products thrive to create a balancing action on your skin with the environment, particularly in maintaining your skin’s natural microflora for achieving naturally healthy skin.

To learn more about BLACK PAINT, please visit our website at http://www.blackpaint.sg/","Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","blackpaint.sg","https://www.linkedin.com/company/boutique-hair-and-beauty-pte-ltd"
,"Geled Pte Ltd","GELED PTE LTD is a professional LED optoelectronic product development, production, and sales of high-tech enterprises. 
We have firmly believed that green energy is a great career for the benefit of mankind at current and in the future. Thus, we keep devoting ourselves to the research & development and innovation of led lighting.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","geled.co","https://www.linkedin.com/company/geled-pte-ltd"
,"Micro Optics Technologies","An advanced technologies company in the field of microscopy, wafer manufacturing, high precision metrology equipment and metallurgical equipment.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore, SG","Singapore","micro-optics.com.sg","https://www.linkedin.com/company/micro-optics-technologies"
,"Sealing Technologies Pte Ltd","Manufacturing and supply of Form In-Place Gasket (FIPG) for Hard-disk drive Industries","Appliances, Electrical, and Electronics Manufacturing","201-500 employees","Privately Held",,"Singapore","sealing.com.sg","https://www.linkedin.com/company/sealing-technologies-pte-ltd"
,"CEL COATINGS INDUSTRIES PTE LTD","CEL Coatings Industries specializes in electroplating, surface finishing, and spray coating services for manufacturing companies.","Chemical Manufacturing","11-50 employees",,"Singapore","Singapore","celcoatings.com","https://www.linkedin.com/company/cel-coatings-industries-pte-ltd"
,"STEINEL Singapore","Founded in 1959, STEINEL is a pioneer in developing the world’s first infrared sensor. It has since evolved into a global market leader specializing in intelligent sensors and sensor-switched lights. All products are manufactured by company-owned factories in Germany, Switzerland, Romania and the Republic of Moldova. 

With a wide portfolio of intelligent sensor and sensor lights, STEINEL provides solutions across various industries such as Residential, Hospitality, Commercial, Retail, Industrial, Education and Healthcare sectors.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Geylang, Central Singapore Community Development Council","Singapore","steinel.store","https://www.linkedin.com/company/steinel-singapore"
,"3G Electric","An outstanding name in domestic and export markets as one of the topmost suppliers of industrial and engineering products & services. Established in 2004, 3G Electric has been serving automobile, marine, oil & gas, metal and construction Industries. We offer wide range of industrial and engineering products & parts from US, Europe and Asia. For more information, please email us at info@3g-electric.com.sg","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","3g-electric.com.sg","https://www.linkedin.com/company/3g-electric"
,"Eveready Manufacturing Pte Ltd.","Eveready Manufacturing Pte Ltd. is a plastics company based out of 7 Tuas Ave 14, Singapore, Singapore.","Plastics Manufacturing","11-50 employees",,"Singapore","Singapore",,"https://www.linkedin.com/company/eveready-manufacturing-pte-ltd-"
,"HANSURE Asia","At Hansure, we specialize in the design, development, wholesale, and retail of mid- to high-end upholstery fabrics and home textiles. Our products cater to furniture manufacturers, interior designers, and home furnishing retailers — both online and in physical retail locations.

Founded in California and headquartered in Singapore, with manufacturing and sourcing capabilities across Asia, Hansure is dedicated to global expansion. We deliver premium textile solutions that combine quality, style, and innovation to markets worldwide.

WhatsApp/Zalo:+1 408 290 9699
Email: service@hansureinc.com","Textile Manufacturing","2-10 employees","Privately Held","Singapore","Singapore",,"https://www.linkedin.com/company/hansureasia"
,"WKS Group of Companies",,"Chemical Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","wks.com.sg","https://www.linkedin.com/company/wksgroup"
,"EWE Technologies Pte Ltd","Our humble beginnings started nearly 25 years ago when the Ewe Brothers formed Dynasty Industrial Engineering Pte Ltd in 1993, which was subsequently re-branded as Dynasty Construction Engineering Pte Ltd as part of our company rejuvenation exercise in 2005. Over the years, our company has grown steadily and expanded our scope beyond general construction works.

In 2014, EWE Technologies Pte Ltd was set up as an affiliate engineering specialist. We are involved in outsourced maintenance, structural steel works, customised fabrication works, machine moving and overhauling, ducting systems, as well as air, pneumatic, water and steam piping system to better support the needs of our customers. To-date, we are providing support to a group of MNCs and enterprises, which stem from a wide array of industries such as Manufacturing, Marine, Oil & Gas, Education, Info-communication (Data-Centers), Entertainment and many more.

We strongly believe in keeping up with times by continuously investing in up to-date machinery and equipment, and upgrading the skills of our dedicated team of supervisors and technicians. It is our mission to deliver cost-effective and professional services of the highest standards to our valuable customers.
 
Accreditation
ISO 9001:2008 Quality Management Systems
OHSAS 18001:2007 Health and Safety Management Systems

To find out more, you may visit us at www.ewetechnologies.com.","Industrial Machinery Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","ewetechnologies.com","https://www.linkedin.com/company/ewetechnologies"
,"Henivo Manufacturing Pte Ltd","Henivo Manufacturing Pte Ltd is a machinery company based out of Blk 2022 Bukit Batok St 23 , #02-168 Singapore, 659527, Singapore.","Machinery Manufacturing","11-50 employees","Privately Held","659527","Singapore","henivo.com","https://www.linkedin.com/company/henivo-manufacturing-pte-ltd"
,"Ampec Electronics Pte Ltd","Ampec Electronics Pte Ltd is an electronics manufacturer/ distributor based in Singapore. Ampec Electronics operates with a vision to distribute quality electronics products needed across the entire spectrum of a manufacturing cycle. We operate out of various manufacturing locations across Asia-pacific to ensure quality & cost competitiveness.

Over the past 20 years, Ampec has strive to enhance our deliverables as we continuously expand our manufacturing/ distribution range across various product category. We continue to work very closely with our partners to innovate and device integrated solutions for our global clients. 

Our mission is to Connect, Support and Steward interactions between global innovators.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/ampec-electronics-pte-ltd"
,"DENKER SOLUTIONS PTE LTD","DENKER Solutions: Automation | Hydraulics | Pneumatics
Design, Build, Retro-fit and Enhance Your Engineering Products, Parts, Applications and Services.","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","denkersolutions.com","https://www.linkedin.com/company/denkersolutions"
,"Asia Engineering & Outsourcing Pte Ltd","Asia Engineering & Outsourcing Pte Ltd is a Singapore based company established in early 2007, started by young entrepreneurs with an objective to serve & provide Solution for Engineering needs towards local demands for CNC machining with many years of experience in Engineering field specializing in manufacturing and customized metal fabrication for Industries such as Oil & Gas, Marine Aerospace, Automation, Automotive, Manufacturing and Semi-Conductor/Electronics and all kind type of High pressure fittings, fabrication, Pipe works.","Industrial Machinery Manufacturing","11-50 employees","Self Owned",,"Singapore","asiaengrg.com","https://www.linkedin.com/company/asiaengineeringsingapore"
,"Huber Singapore","Waste Water Solution","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","huber.de","https://www.linkedin.com/company/huber-technology-asia-pacific"
,"Clark International Singapore","In 1917 Clark invented the world’s first forklift truck, and has since gone on to manufacture over 1 million units across the globe, with over 350,000 Clark forklifts operating today. Clark has always been one of the forklift industries most progressive and responsive manufacturers, continuously seeking innovative ways to improve product, expand service, and provide outstanding value to its customers, while maintaining its “Built to Last” tradition.

Clark has one of the largest support networks in the materials handling industry, with over 350 dealers and over 550 locations around the world at your service to make sure you get the most from your Clark Forklift.

Clark is a global business, with R&D and manufacturing locations in the USA, Europe, Australia and Asia, all dedicated to producing the hardest-working and best-value forklift trucks that are “Built to Last”, with the dedicated know-how that can only come from the manufacture and support of 1 million forklifts over a 90 year history.

The industry in South-East Asia is managed by Clark International South Pacific, operating from its Head Office in Sydney, Australia, and its regional office in Singapore.","Machinery Manufacturing","201-500 employees","Privately Held","Singapore","Singapore","clarkisp.com","https://www.linkedin.com/company/clarkinternationalsingapore"
,"Fujioh International Trading (Singapore)","With roots dating back to 1941 and a legacy of manufacturing excellence, Fujioh International Trading (Singapore) carries forward over 80 years of Japanese engineering and innovation to bring Japanese engineering to modern kitchens. 

Established in 1993 as a subsidiary of Japan’s Fuji Industrial Co., Ltd., Fujioh International Trading (Singapore) has been enriching households across Asia through innovative, user-focused built-in home appliances—from cooker hoods and hobs to ovens and water heaters.

Guided by our mission to “Change the Air, Improve the Environment, and Enrich Tomorrow,” we combine advanced technology with sleek design to offer reliable, easy-to-maintain products that elevate everyday living.

Choose FUJIOH for quality, innovation, and comfort you can trust.



* Fuji Industrial Group has No.1 household cooker hood market share in Japan based on the supply quantity. (April 2021 research by Tokyo Shoko Research, including ODM products)
* FUJIOH is a corporate brand of Fuji Industrial Group.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","fujioh.com","https://www.linkedin.com/company/fujioh-singapore"
,"Ka Shin Technologies (S) Pte Ltd","KA SHIN prides itself as the leader in precision component manufacturing. We maintain engineering excellence by providing high quality precision components that meets the strict technical specification of our customers.","Manufacturing","51-200 employees","Privately Held","Serangoon, North East Community Development Council","Singapore","kashin.sg","https://www.linkedin.com/company/ka-shin-technologies-s-pte-ltd"
,"Polymore Materials PTE LTD","Polymore Materials is a Singapore-based company with a strong focus in the area of high-performance advanced materials which including PAEK polymers and high-end thermoplastics such as PEEK/PELL/PPS/PC/PA/PEI/PSU resins and their composites.
We have been working closely with A*STAR (Singapore) since 2016 and successfully made technology breakthrough for series of innovative products. We are continuously investing in our R&D and production capabilities. We will make our efforts to accelerate the growth of industries by providing advanced materials and technologies.
Polymore Group provides 80% of the world's PAEK/PEEK manufacture with monomers. Since 2016, Polymore has cooperated with A-Star/National University of Singapore to develop PEEK resins and composites technologies constantly achieving technological breakthroughs, and gradually forming an industrial chain from PEEK raw materials to finished products. Since 2019, PEEK/PAEK downstream products have been developed and supplied to worldwide, such as PEEK composite materials, PEEK prepreg materials, etc.
Today, we have developed a complete set of moulding technologies, including resin modification, injection moulding of finished parts and continuous extrusion of sheets, rods, and pipes and new generation of the prepregs and theirs composites with carbon fiber and glass fiber.","Plastics Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/polymore-materials-pte-ltd"
,"JAE Weighing Solutions","JAE focus on designing and manufacturing material weighing and production automation systems and compenent.
A professional automation equipment manufacturing company to strengthen the Weighing manufacturing industry as its own responsibility to professional, innovative, create important value for customers for the purpose of professional automation equipment manufacturing company.
The company mainly cover the rubber and plastic industry, chemical industry, building materials, food and other industries.Now the main sales is around material handling related equipment and systems.","Machinery Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","jaeweighing.com","https://www.linkedin.com/company/joyautomation"
,"Invenbot Pte. Ltd.","Invenbot is a Singapore-based engineering design and prototyping outsourcing company.

Our capabilities include:

Concept identification
Engineering design, optimization and analysis
CAD drawing conversion
3D modeling
FEA simulation & analysis (structural, thermal, fluid)
Prototyping and testing
3D Printing consulting (design for additive manufacturing)
AM metal powder supply

Our experience-driven engineering services provide our clients with cost-effective competitive advantages while focusing on your core businesses.

We do the job right for our customers the first time and every time.","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","invenbot.com","https://www.linkedin.com/company/invenbot"
,"HANS INDUSTRIES PTE LTD","We are a diverse business team with core business in B2B providing reliable OEM lighting solutions & electrical/electronic components to support manufacturing businesses in Southeast Asia, Africa & Middle East. Our B2C business focuses on technology gadgets which are safe for children.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Public Company","Singapore","Singapore","hansengineering.com","https://www.linkedin.com/company/hans-industries"
,"CHAMPS INDUSTRIAL SINGAPORE","Champs Industrial is a home-grown Singapore company established in 1996, specializing in the manufacturing of electric instant water heaters. In 2018, Champs Industrial was voted as a favourite brand within the home water heater category in the Superbrand","Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","champsindustrial.com.sg","https://www.linkedin.com/company/champs-industrial-singapore"
,"Synercore Solutions Pte Ltd","Synercore Solutions Pte Ltd, (formerly known as Sinolog P2C Asia Pte Ltd), was established for the purpose to be a “Trading Partner” and acting as the authorized distributor of Hoffman Schroff Pte Ltd (a subsidiary of Pentair Ltd) to promote, market, and sales of all Pentair products including Hoffman range of electrical equipment protection enclosures and accessories.

We provide a wide array of electrical enclosures, accessories, components and thermal management products to ensure the proper functioning of electrical & electronic components, industrial equipment and machinery to maintain optimal operating conditions.

Our mission is to always deliver high quality equipment protection products and provide our most effective solutions to our clients with integrity, reliability, dedication and responsiveness.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/synercore-solutions-pte-ltd"
,"L S Battery PTE Ltd","LS Battery PTE Ltd is one of the largest storage power solution providers in Singapore.  As the sole agent in Singapore forDeta, Globatt, Drive, Super Power, Volta and Hercules batteries,we carry the full range of automotive batteries in AGM (Absorbent Gel Mat), EFB (Enhance Flooded Battery), Maintenance Free and Conventional types.

In addition to having the widest range of automotive batteries, we also pride ourselves in industrial battery & renewable energy. We are strategically located to ensure that we are accessible to all customers and also to ensure prompt deliveries.

We are wholesaler & exporter of batteries to all over APAC & other countries. Today, we supply batteries to over 12 countries & 400 companies. Our wide range of batteries, prompt deliveries and reasonable pricing are the reasons that keep our pleased customers coming back to us.","Automotive","11-50 employees","Partnership","Singapore, Singapore","Singapore","lsbattery.com.sg","https://www.linkedin.com/company/ls-battery-pte-ltd"
,"Vision Ease Eyewear Boutique","Vision Ease Eyewear Boutique’s unique location is the reason why we can be your personalised eye care provider. Our site allows us to perform a full comprehensive eye examination (including pressure test to your eyes) to the production of your lens in our manufacturing facility in minutes.  It is our dedication to eye care that enables us to enjoys more than 100 000 customers, and it is also this passion that spurs us to: 

Create regular eye care event to inform participants about better eyecare  
Conduct periodic Free Eye Examination (usual price: $80) 
Provide Eyewear pricing that is amongst if not the lowest in Singapore 
Design Membership packages that offer 1 for 1 exchange on frame (among other benefits)
Call or private message us for an appointment today!","Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/vision-ease-eyewear-boutique"
,"Emmecom (Asia)","Emmecom (Asia) brings to the industry over 30 years of European technology, experience and knowledge to become one of Asia Pacific's leading vacuum and process pump manufacturer. The Emmecom brand was founded in 2001 by Mr.Meoni and Mr.Betoli in Monzese (MI) Italy, and later expanded by Mr.Vergani to the world, including the Asia Pacific Region. 

Emmecom (Asia) continues on the legacy of Emmecom Italy and aims to become of the the leading companies in the vacuum and process pump manufacturers in the world. With our strategic manufacturing and engineering capabilities, we bring to the industry highly competitive products and solutions. We manufacture both individual pumps and also complete systems and packages. 

Emmecom (Asia) looks with great effort for the way to success by combining experience, innovation and dynamism to provide our customers with outstanding results and performance in all of our equipment and solutions.","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","emmecom-asia.com","https://www.linkedin.com/company/emmecom-asia-pte-ltd"
,"Maxwell Glocom Pte Ltd","Having more than 30 years of experience in the palm oil industry. In light of the increasing worldwide demand for various palm oil products, SJI Oleo has evolved from a palm oil plantation owner and operating company to a fully integrated and comprehensive palm oil refinery and downstream processing operator. Today, SJI Oleo is one of the leading palm oil processors of refined and fractionated vegetable oils and fats for the food and non-food industries. As a one-stop center for palm oil products, SJI Oleo strives to distinguish itself continuously through the export of prime quality palm oil products and derivatives which are available in consumer and industrial packing that are manufactured to parameters designed to surpass international food and industrial quality and packaging standards. in order to provide a seamless value add chain between our suppliers and our valued customers, SJI Oleo is engaged in all aspects of the value chain such as sourcing and processing of raw materials, research & development, packing, shipping, and marketing. This fully integrated approach enables SJI Oleo to provide high-quality products and highly efficient services to meet our customer's stringent requirements.","Manufacturing","51-200 employees","Self Owned","Singapore","Singapore",,"https://www.linkedin.com/company/maxwellglocom"
,"GELMAN SINGAPORE PTE LTD","GELMAN SINGAPORE PTE LTD is an electrical/electronic manufacturing company based out of 27 Woodlands Industrial Park E1 #03-06 Hiangkie Industrial Building IV, Singapore, Singapore.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees",,"Singapore","Singapore",,"https://www.linkedin.com/company/gelman-singapore-pte-ltd"
,"Exle Solutions","Exle Solutions (EXSOL) is a locally established business in Singapore that specialises in delivering Custom Engineering Solutions that are tailored to the unique needs and requirements of our clients. Our team consists of experienced engineers from a wide range of industries that are dedicated to providing the most efficient, innovative, safe and cost effective solutions to our clients. EXSOL aims to be a One Stop Engineering Hub that brings efficiency and convenience to our clients by offering a comprehensive range of services (Solutions Design, Custom Fabrication, Product Development, Manufacturing, Technical Support/ Consultancy and even After-Project Support etc.). From Design Concept to Project Management, we pride ourselves on delivering high-quality, reliable, and sustainable solutions that exceed our clients' expectations. Along with our team of veterans and proven track record of professional partners, we are confident that every one of our clients can be assured of quality from the start to the very end of the project.","Fabricated Metal Products","2-10 employees","Self Owned","Singapore","Singapore","exlesol.com","https://www.linkedin.com/company/exle-solutions"
,"TONGYONG Industries","TONGYONG is a reliable Electronic Manufacturing Services (EMS) provider offering end-to-end support from product concept to mass production. We combine strong R&D capabilities with high-precision SMT and automated DIP manufacturing to deliver efficient, accurate and dependable electronic assembly. Our engineering team specializes in prototype development, IoT integration, miniaturization and high-reliability design. With strict quality control and a robust global supply chain, we provide customized, cost-optimized solutions for consumer electronics, medical devices and other high-tech industries.","Appliances, Electrical, and Electronics Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","tongyongindustries.com","https://www.linkedin.com/company/tongyong-industries"
,"Tangerine Engineering Pte Ltd","Tangerine Engineering Pte Ltd is a company based out of Singapore, offering various chemical pumps, industrial fans and blowers, as well as Fibre Reinforced Plastic (FRP) products.","Manufacturing","2-10 employees","Privately Held","Singapore, East Region","Singapore","tangerine.com.sg","https://www.linkedin.com/company/tangerine-engineering-pte-ltd"
,"GoNatuur","GoNatuur, a Business to Customer (B2C) sustainable social commerce marketplace, was founded with the vision that through sustainable lifestyle and preventive healthcare, the company can support solutions in alignment with the 17 United Nations Sustainable Development Goals (SDGs).
 
Through education on the importance of good health and wellbeing, GoNatuur strives to ensure better health for all by curating the highest quality, certified organic and wellness products and FDA approved medical home care testing devices.

GoNatuur practises the ‘4 Ps’ - Purpose, People, Planet & Profit and follows a quadruple bottom line approach. It strongly fosters the idea of preventive healthcare solutions and all its products are aligned with the same belief, allowing our customers to detect, avoid and prepare for many chronic ailments, physical disabilities and ageing. 

The company continuously strives to innovate and improve its offerings to their customers. All products offered on GoNatuur go through rigorous testing and due diligence at both the product and producer level to ensure they support as many of the SDGs like SDG 1 on ‘No Poverty’, SDG 2 on ‘Zero Hunger’, SDG 4 on ‘Quality Education’, SDG 13 on ‘Climate Action’, SDG 12 on ‘Responsible Consumption & Production’, and SDG 3 on ‘Good Health and Well-Being’, etc. 
 
GoNatuur’s mission is to practice preventive measures through holistic healthcare at every stage in life, from infancy to later adulthood. Through this approach, the company not only is enhancing your physical being, but your mental well-being as well.
 
Please join us on our impactful journey and bring a positive change to our society and in your lives!","Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","gonatuur.com","https://www.linkedin.com/company/gonatuur-offical"
,"Global-Tek Machinery Pte. Ltd.","Global-Tek Machinery design and manufacture dishwashing machinery and hardware to provide a wide range of eateries and outlets for their industrial requirements.","Machinery Manufacturing","11-50 employees","Partnership","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/global-tek-machinery-pte-ltd"
,"AC&C Technology","AC&C Technology is a leading provider of high-performance rubber-based mold cleaning and conditioning solutions, serving the semiconductor, electronics, automotive, and general molding industries.

With over 20 years of R&D-driven innovation, our products are engineered to enhance production efficiency, extend tool life, and significantly reduce machine downtime. As a trusted supplier to global OSATs and molding manufacturers, our solutions are widely adopted in high-precision, high-volume manufacturing environments.

AC&C’s proprietary product lines include the COW Series (Cleaning Sheets) and WOW Series (Conditioning Sheets), optimized for compression molding applications. These specialized elastomer sheets outperform conventional cleaning methods by delivering faster cleaning cycles, minimal tooling wear, and superior contaminant removal — even in complex mold geometries.

To enquire more about our solutions, contact us at: enquiry@acnctechnology.com.sg","Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","acnctechnology.com.sg","https://www.linkedin.com/company/ac-c-technology"
,"A.J. Kort Technologies LLP","WHICH TYPES OF PROJECTS OR PRODUCTS CAN WE SUPPORT?

Environment Projects
•	Use of Materials 
•	Energy Use of Products 
•	Packing Industry
   
Medical Products
•	Medicine Reminders 
•	Hospital Equipment 
•	Dentist Tools	

Consumer Products
•	Packing or Casings 
•	Electronic Equipments 
•	Phones 
•	Furniture 
•	Cosmetic Industry 
•	Automotive Industry 
•	Security systems	

Consulting
•	Material advice 
•	Problems Solving 
•	Project Guidance 
•	Brainstorm sessions 
•	2nd Opinion 
•	Audit Support 
•	Manufacturing","Industrial Machinery Manufacturing","2-10 employees","Partnership","Singapore","Singapore","kort-technologies.com","https://www.linkedin.com/company/a.j.-kort-technologies-llp"
,"Hansin Precision Engineering (Shanghai) Co,. Ltd.","Founded in 2008, Hansin Precision has grown to be one of Asia's most trusted supplier for high-mix, low-volume precision tool fabrication, plastic injection and RIM products. With extensive experience and expertise in precision tool design and fabrication at our ISO9001: 2008 certified plant, we are committed to deliver 'Precision, Quality and Excellence' even with the most complex and intricate of designs at competitive pricing. Our portfolio of satisfied clients include corporations from countries all around the world (Asia, Europe, Canada, and the United States).

Our experience in tools and parts for products spans across many industries such as MedTech, Automotive, Consumer Electronics, and Audio and Telecommunication. 2015 marks the year of Hansin's journey with PU innovations, collaborating with renowned biotech companies to produce innovative RIM parts with high structural integrity and beautiful cosmetic finishings.

We are committed to quality in every stage of process - from DFM, tool design and fabrication, machining, secondary processing, finishings, assembly, packaging and delivery. We operate based on FMS (Flexible Manufacturing Process), Kaizen and Kanban to optimise and streamline our processes to deliver your needs. 

Embark on a partnership with Hansin and trust in us to deliver world-class quality, precision and excellence for your parts and tooling needs.","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","hansinprecision.com","https://www.linkedin.com/company/hansin-precision-engineering-shanghai-co-.-ltd."
,"Woncho Pte Ltd","WONCHO PTE LTD is a worldwide specialist in integrated intervention services for repairing damaged capital equipment and machinery. 

In the world of fierce competition and escalating production costs, we understand the importance of getting the job done on time and within budget. The availability of our repair services eliminates the requirement for large and heavy machinery to be disassembled and removed from the vessel, platform, plant, or factory, resulting in additional cost and time for dismantling, transportation, and subsequent re-assembly and realignment of the machinery. In most situations, replacement parts might take months. When capital equipment or machinery broke down, all stakeholders would like to have it repaired back to its original condition without compromising on quality, to have a reliable, permanent, strongest possible repair, and complete in the shortest possible time. We being an integrated specialized engineering service contractor will ensure this requirement and expectation will be fulfilled.

Most importantly, our proprietary repair process will ensure capital equipment and machinery can be optimized to their maximum life span. Be it on land, voyage sailing vessel, offshore oil rigs, and platform, we operate in a wide range of industries around the World on a 24/7/365 basis for planned and unplanned shutdown repairs.

We served a variety of customers in the Marine & Offshore, Oil & Gas, Petrochemical, Oleochemical, Power Plants, Steel Mills, Cement & Mining and MRO sectors. Our service team travels worldwide, operating at a remote location, in sub-zero conditions, or at sea, and is equipped with a wide range of portable tools and equipment at their disposal. We can mobilize and deploy our service team within 24-48 hours of notification. Our service team is able to work in both planned and unplanned emergency working situations, preparing work procedures and application of practical repair techniques.","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","woncho.asia","https://www.linkedin.com/company/woncho-pte-ltd"
,"BH GLOBAL MARINE LTD","Established in 1965, BH Global Corporation Ltd is today an established group providing a comprehensive suite of solutions: supply chain management, design and manufacturing solutions and engineering services to the Marine & Offshore and Oil & Gas industries.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees",,"Singapore","Singapore",,"https://www.linkedin.com/company/bh-global-marine-ltd"
,"Zoncepz Solutions","We emphasize on a balance within designs and works. We believe that attaining a balance shall then only leads to real achievements to all parties including the end users. Zoncepz was found and established in 2009 by Mr Deon Tay. He had attained Bachelor Degree in Mechanical Engineering with Honours and constantly upgrading and learning. Mr Deon is now an entrepreneur who loves fun and freedom and likes to explore new things.","Industrial Machinery Manufacturing","2-10 employees","Self Owned","Singapore, Singapore","Singapore","zoncepz.com.sg","https://www.linkedin.com/company/zoncepz"
,"Fotopolymer Pte Ltd","Fotopolymer formulate, manufacture and supply speciality adhesives that address the diverse demands of our customers’ assembly processes. For past 10 years, we focus primarily on developing bespoke ultraviolet light curable and thermal curable adhesives that support our customers’ product innovations and development.","Chemical Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","fotopolymer.com","https://www.linkedin.com/company/fotopolymer-pte-ltd"
,"Newera Tools & Machinery Pte Ltd","Newera Tools & Machinery Pte Ltd. was established in 2002 as a subsidiary of Newera Equipment Pte Ltd. Prior to incorporation, Newera Tools & Machinery operated as the Industrial Tools Division within Newera Equipment Supply Pte Ltd. since 1984. Over the years, the Division grew to become a reputable business partner and reliable supplier of industrial fastening tools, and was spun off as a subsidiary company in 2002.In order to remain competitive in the industry, we strive to provide the best products and customer service to meet individual customer’s needs and expectations. We focus on maximizing customer satisfaction by constantly improving overall performance and efficiency, as we strongly believe in maintaining long-term profitable relationships with our valued suppliers and customers

We specialize in supplying and servicing high-quality industrial tools and equipment for a wide range of industrial applications, such as manufacturing, construction, MRT transportation lines, marine, shipbuilding and offshore industries.

With more than 20 years of technical experience, coupled with a team of dedicated and experienced staff, we have a successful and reputable track record.","Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","neweratools.com","https://www.linkedin.com/company/newera-tools-machinery-pte-ltd"
