"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"Fortune overseas singapore","Fortune Overseas Singapore is a distributor & stockiest of  Bio ingredients and value added spices such as,  
•      Essential Oils  of herbs and spices.
•      Natural Food Color 
•      Spice Oleoresins
•      Floral Extracts.
•      Resinoid
We are the partner of choice for our customers and suppliers, As we understand nature better.
Our services goes hand in hand providing customized end to end service for our client’s application across various industries.

Our border less network across various spice routes has enabled us to adapt to the ever evolving needs of our clients and end users. Operating with strong business ethics and Penchant to deliver consistent high quality natural products for our clients.","Food and Beverage Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","fortuneoverseasgroup.com","https://www.linkedin.com/company/fortune-overseas-singapore"
,"Nutrivore","Nutrivore is an innovative pet food company on a mission to clean up what goes into dog’s bowls. We make it easy for pet parents to feed clean, delivering freshly cooked meals and healthy treats to your doorstep on a convenient subscription. All recipes are formulated by veterinary nutritionists to be complete & balanced for dogs, using natural ingredients and never any nasties.

We’re always keen to hear from similarly dog-obsessed people. So if that sounds like you, do get in touch!","Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","nutrivore.sg","https://www.linkedin.com/company/nutrivore"
,"FetaChain","A supply chain tracker Dapp for vendors, cloud kitchens and restaurants to trace the burger back to the farm. This eliminates adulteration, wastage and profit prioritization that exists in the supply chain and provides healthy and hygienic food at an affordable price.","Food Production","2-10 employees","Privately Held","Singapore","Singapore","fetachain.io","https://www.linkedin.com/company/fetachain"
,"FeastBump","FeastBump is an online platform where you can find and order from over 200 bakeries and restaurants that offer delivery and takeaway. From raved-about cake shops to popular salad stations, our variety of featured F&B brands and dedicated concierge service makes FeastBump the space for discovering and ordering amazing food that suits all your occasions and food catering needs.

So whether you are ordering food for a party, or to your workplace at some ulu corner of Singapore, we got you covered. Get that pretty birthday cake or delicious sushi burrito delivered right to your doorstep by clicking 'Order' today.","Food & Beverages","11-50 employees","Privately Held","Singapore","Singapore","feastbump.com","https://www.linkedin.com/company/feastbump"
,"Seeds Development & Trading","New startup company for Food Trading & Consultancy.
Manage all Business activities including Sales & Marketing, Business Development, Procurement, Product Development and Consultancy.","Food Production","2-10 employees","Privately Held","Manhattan House, Singapore","Singapore","seeds.com.sg","https://www.linkedin.com/company/seeds-development-trading"
,"QN Global","QN Global is a manufacturer and bulk distributor mainly operating in Singapore, Malaysia, Hong Kong, Taiwan, China, France, Canada, Australia, the USA, and more!

In 2002, we manufactured our first product, Vegetarian Mushroom Seasoning. Today, we distribute vegetarian and vegan food products domestically and internationally. With our plant-based foods, we hope to impact our planet positively.","Food and Beverage Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","qn-global.com","https://www.linkedin.com/company/qn-global"
,"DraftServ Asia","DraftServ Asia is the leading provider of hosted draught management services to the food and beverage marketplace across Asia. Its innovative MagikTap and DraughtCloud services allow bars, restaurants and special event venues to control and enhance their profits through improved inventory efficiencies, business intelligence and patron loyalty.","Food & Beverages","2-10 employees","Privately Held","Singapore","Singapore",,"https://www.linkedin.com/company/draftserv-asia"
,"Maxwell Glocom Pte Ltd","Having more than 30 years of experience in the palm oil industry. In light of the increasing worldwide demand for various palm oil products, SJI Oleo has evolved from a palm oil plantation owner and operating company to a fully integrated and comprehensive palm oil refinery and downstream processing operator. Today, SJI Oleo is one of the leading palm oil processors of refined and fractionated vegetable oils and fats for the food and non-food industries. As a one-stop center for palm oil products, SJI Oleo strives to distinguish itself continuously through the export of prime quality palm oil products and derivatives which are available in consumer and industrial packing that are manufactured to parameters designed to surpass international food and industrial quality and packaging standards. in order to provide a seamless value add chain between our suppliers and our valued customers, SJI Oleo is engaged in all aspects of the value chain such as sourcing and processing of raw materials, research & development, packing, shipping, and marketing. This fully integrated approach enables SJI Oleo to provide high-quality products and highly efficient services to meet our customer's stringent requirements.","Manufacturing","51-200 employees","Self Owned","Singapore","Singapore",,"https://www.linkedin.com/company/maxwellglocom"
,"Kate's Catering Pte Ltd","Tradition since 1986. Kate’s Catering was once a humble confectionery kitchen that evolved to one of Singapore's prominent food catering companies. We provide Buffet, High Tea, drop off Mini Buffet and Bento / Packed Meals to government agencies, corporations and private individuals.

Kate’s Catering is uniquely popular for providing Breakfast that is available as early as 7am. Start each morning off with freshly brewed coffee and tea with dishes that include our Kate's Mee Siam, Hawker Style Fried Carrotcake, Indian Roti Prata, Croissants, Sandwiches and Freshly Baked Pies.

Certified Halal by MUIS, Kate’s Catering has achieved one of its notable objectives of bringing people together from all walks of life, regardless of race, language or religion.

As a Healthier Choice Caterer approved by the Health Promotion Board of Singapore, Kate’s promotes healthy living with healthy eating. All of our freshly prepared meals are cooked with less salt, less oil and less sugar. Healthier Choice Menus are available for Bento, High Tea and Buffet.

Together with Kate’s dedicated team, we strive to deliver an exceptional client experience in taste, service and quality.","Food & Beverages","11-50 employees","Privately Held","Singapore, Singapore","Singapore","katescatering.com.sg","https://www.linkedin.com/company/kates-catering-pte-ltd"
,"CX Office System","CX OFFICE SYSTEM : The leading office furniture manufacturer in Malaysia
Established in 2000, CX Office System has expanded over the last 15 years to become an unrivalled, one-stop solution for office workspace requirements. CX has strategically positioned itself as a competitive office furniture manufacturer in Malaysia, and expanding its product ranges as well as its sales operation in both Malaysia and Singapore.

Operating from state-of-the-art 70,000 sq ft factory in Ulu Tiram, in the Johor, at the West of Malaysia, CX has worked with some of the largest blue-chip companies in the country, as well as home-based and small to medium sized businesses. Unlike many office furniture suppliers in the market today, we are committed to finding you office furniture that is superior in quality and design, yet is practical and durable, with a one to five years guarantee.

As well as our meticulous attention-to-detail, at CX Office System and Interiors we understand that a successful working environment is dependent upon successful space management, the consideration of practical requirements and the ability to complete a project on time, to budget and the fulfilment of any design or architectural constraints.

Our enterprising and experienced professionals can oversee all aspects of your office refurbishment such as office interiors design, space planning and office furniture, providing advice, visual interpretation of ideas, site surveys and a complete project implementation and management service.

This can include suspended ceilings, office security and telecommunications, office partitioning, painting and decorating, audio visual installation, racking, shelving and storage walls. We also offer bespoke office furniture and office accessories.

So when you need some office furniture and want to see the most comprehensive range, contact us. Welcome any quotation.
Please contact us at Phone: +65 8716 3536 or E-Mail: jun@cxsystem.com.sg","Wholesale","51-200 employees","Privately Held","Singapore, Singapore","Singapore","cxsystem.com.sg","https://www.linkedin.com/company/cx-office-system"
,"Maya Food Resources Pte Ltd","Singapore-based Maya Food Resources was founded in 2017 by an experienced agriculturist, highly qualified food technologist and an ardent lover of indulgent snack foods.","Food and Beverage Manufacturing","11-50 employees","Partnership","Singapore, Singapore","Singapore","inspira.sg","https://www.linkedin.com/company/maya-food-resources-pte-ltd"
,"Arowana Exim PTE LTD","Our portfolio holds a range of Animal Feed ingredients like proteins, vitamins and minerals. Company is located in Singapore, the city that serves as a bridge between the East and the West.","Wholesale","2-10 employees","Privately Held","Singapore","Singapore","arowanaexim.com","https://www.linkedin.com/company/arowana-exim-pte-ltd"
,"Commonwealth Food Manufacturing","Commonwealth Food Manufacturing, is a leading halal foodservice manufacturer established in Singapore since 1996. Our 60,000 sqft facilities utilize advanced technology to produce a diverse range of high-quality halal meats, artisanal pastries, and bakery products. Our production facilities are FSSC22000 certified, and we use RSPO-certified palm oil as part of our sustainability commitments. With agile R&D, quick turnaround times are ensured while delivering innovative products at competitive prices for our valued customers.","Food and Beverage Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","commonwealthfoodmanufacturing.com","https://www.linkedin.com/company/commonwealthfoodmanufacturing"
,"Stamfles Group","Stamfles Group has over 23 years of institutional catering experience in the food manufacturing and production industry, having served 50,000 meals a day. Innovation is at the core of Stamfles' business, and we are no stranger to transforming our business, in order to adapt to changing trends and preferences of our clients and customers. We take pride in our wealth of experience in various business operations in the food industry, ranging from insitutional catering, food manufacturing and services, restaurant operations, to our newly launched e-commerce platform. At the heart of it all, our aim is feeding happiness, one meal at a time.

About Roost:

Roost is the amalgamation of tradition and innovation, delighting diners with our inventive menu of Local and Asian dishes. Featuring the world’s first automated poultry cooking machine, iKook, Roost harnesses the latest technology to ensure consistency and quality in its products, and prides itself as the Home for Chicken Rice.

About Easy Gourmet:

Easy Gourmet is your trusted provider of halal food such as frozen ready meals and soups in Singapore. Easily prepared in less than 10 minutes, our ready meals are suitable for quick meal fixes in the office or at home. Our experience in food technology gives us the freedom and inspiration to explore new ways to improve the quality and flavours of our meals. Through constant effort and unwavering determination, Easy Gourmet will make eating a better, more convenient and happier experience for everyone, one meal at a time.

Check out our fuss-free ready-to-eat meal options here: https://easygourmet.com.sg","Food and Beverage Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","stamfles.com","https://www.linkedin.com/company/stamfles-group"
,"Kampong Buy","Let's bring the market downstairs! Restaurant grade produce at better than retail prices.

Kampong Buy connects food wholesalers to consumers by aggregating user demand and facilitating convenient pick up locations.","Food & Beverages","2-10 employees","Privately Held","Singapore","Singapore","kampongbuy.com","https://www.linkedin.com/company/kampongbuy"
,"Umairah Halal Food","Umairah Halal Food is conceived from the desire to vastly improve the customer experience in selecting Halal meat cuts. Established in 1992, started by founder Jasmani Basri and his wife Uji Hassan, we are relentless in establishing ourselves as one of the longest-serving and reliable retailer and distributor of Halal meat in Singapore. We empower our clients with transparent pricing and information, images, recommended cuts, storage advice so you can choose the perfect meat cut for optimal freshness and best taste.","Food Production","2-10 employees","Privately Held","Singapore, Singapore","Singapore","umairah.com","https://www.linkedin.com/company/umairah-halal-food"
,"Smart Food Pte Ltd","Smart Food Pte Ltd is an established food businesses company formed in 2020. In 2022, we had the opportunity to introduce our Snowman Seafood brand at our newest facility located at 5 Mandai Link #10-02, Mandai Foodlink, Singapore 728654. We work closely with our partners to become a one-stop seafood provider for the local and our partners hold global-recognised certifications (e.g. HACCP, ISO22000) in food quality, food safety, environmental sustainability, and have excellent business practises. 

Smart Food can be your trusted and preferred partner to serve you the best seafood products because of our strong determination to provide the local with various seafood products such as squid, salmon, cod fish and many other seafood products. We will continue to do this regularly, consistently and sourced sustainably to bring the local the freshest taste directly from the origin.","Wholesale Food and Beverage","2-10 employees","Privately Held","Singapore","Singapore","smartfood.sg","https://www.linkedin.com/company/smart-food-pte-ltd"
,"Vosego","Manufacturer and re-seller of educational toys nurturing lifelong love of music. 
Toys for ages 0+.","Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","vosego.org","https://www.linkedin.com/company/vosego"
,"EZPZ Pte Ltd","EZPZ was founded in Singapore in June 2016 by a team abounding in years of experience in the distribution market. Inspired by technology and the perpetual digitalised world, EZPZ was born out of a need to modernise a traditional trade and make our company more accessible. With our digital platforms and use of software, we strive to connect deeply with our business clients and customers — by providing personalised customer service, producing interesting and worthy information to share and inspire their projects, and educate them on our products in a fun and simplified manner so they can make informed decisions.

We are a direct importer of Sellery Tools & Pumpkin Tools and an authorised Dealer of Joyson products. We offer a complete line of products and tools designed to satisfy the high expectations of modern industries and households. We offer product categories such as Medical Tools and Disposables, DIY Products, Garden Tools, Hardware Tools, Health Devices, Specialty solvents & laboratory Reagents, Household Products, Cleaning Supplies, Safety Products, Industrial Chemicals, Office Supplies, Vehicle Maintenance etc.","Wholesale","2-10 employees","Privately Held","Singapore","Singapore","ezpz.com.sg","https://www.linkedin.com/company/ezpz-pte-ltd"
,"NormaFresh Pte Ltd","NormaFresh is a Singaporean company that aspires to be a major importer/exporter, wholesaler and distributor of fresh and frozen food products. 
We source the region for sustainable and socially responsible farming partners who can provide good quality, safe, and affordable food products to our retail partners and consumers.","Wholesale Food and Beverage","2-10 employees","Privately Held","Singapore","Singapore","normafresh.com","https://www.linkedin.com/company/normafresh-pte-ltd"
,"APC-Productions Pte Ltd","APC-Productions creates culinary events, particularly in the domaine of Pastry Development and Pastry Education.

In April 2018, APC-Productions is organising 3 majors events during Food & Hotel Asia :
1. Asian Pastry Cup
2. C3 Chocolate Chef Competition
3. Global Starchefs Pastry Show","Food & Beverages","2-10 employees","Privately Held","Singapore, Singapore","Singapore","asianpastrycup.com","https://www.linkedin.com/company/apc-productions-pte-ltd"
,"Nature's Nutrition",,"Manufacturing","11-50 employees",,"Singapore, Singapore","Singapore","natures-nutrition.co","https://www.linkedin.com/company/naturesnutrition"
,"Verizon Trading","Verizon Trading was founded in 2009 and incorporated in Singapore. We specialize in import and export business mainly for offshore / onshore drilling accessories, video conferencing devices and various types of compressors. We have wide experiences and networking in Myanmar and Singapore market, and business has been growing substantially over the years since founded.","Import and Export","2-10 employees","Privately Held","Singapore","Singapore","verizontrading.com","https://www.linkedin.com/company/verizon-trading"
,"LEESON ENTERPRISE PTE. LTD.","We are an international trading company based in Singapore, specializing in the global distribution of chemical raw materials and supply chain coordination. Our main products include natural soda ash, inorganic salts such as boron and fertilizers led by ammonium sulfate.","Wholesale","2-10 employees","Privately Held","Downtown Core, Central","Singapore","leesonenterprise.com.sg","https://www.linkedin.com/company/leeson-enterprise-pte-ltd"
,"Univals Pte Ltd","Established in Singapore and owned by Singapore Star Controls Group, Univals is a professional manufacturer of valves, dedicated to provide high quality valve products to petrochemical, chemical and power industries within Southeast Asia and China. 

With heavy emphasis on R&D and support services, we create simple yet effective solutions tailored to our customers goals and needs. As a new-generation manufacturer of valves, we believe in active collaboration so that our clients can make their valve selections more easily.","Manufacturing","51-200 employees","Privately Held","Bedok","Singapore","univals.com","https://www.linkedin.com/company/univals-pte-ltd"
,"HES ELECTRONICS PTE LTD","HES Electronics Pte Ltd was established in July 2015. It’s a spin out company from HOEI Electronics (S) Pte Ltd due to corporate restructuring of its Singapore business to adapt to the dynamic market conditions. Since our establishment, we have been supporting HOEI’s business in Singapore and have garnered many customers’ support.

In Singapore, we are the authorized distributor of well established and recognized corporations – TOREX, OKAYA, FUJI ELECTRIC, HTK, SHARP, COSEL, CONTEC, PATLITE and many others. Our management team is professionally equipped with both technical and trading experience. Specializing in electronics and factory automation fields, we deliver excellent service and strive to contribute to every customer’s business. We believe in partnering with our customers to bring about effective and sustainable businesses.

We value our employees, who are the greatest assets we have. We believe in enhancing their skills so that they develop professionally as well as improving their contributions both to our company and customers’ businesses.","Wholesale","2-10 employees","Privately Held","Tampines","Singapore","hes.com.sg","https://www.linkedin.com/company/hes-electronics-pte-ltd"
,"Sim Soon Heng Cooking Ingredients pte ltd","In Singapore's market for 45 years, Sim Soon Heng has been a well-known name amongst the local food establishments. The company has been in the pastes, sauces and condiments business since 1978. 

 
The company started with the founders journeying on foot, peddling door-to-door to serve each customer. Today, it boasts of a fleet of six trucks to maintain customers' deliveries promptly. Keeping in touch and knowing customers' needs well remain as key priorities in the business.","Food and Beverage Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","ssh.sg","https://www.linkedin.com/company/sim-soon-heng-cooking-ingredients-pte-ltd"
,"Shiok BBQ","One of the very few BBQ Catering/Wholesale vendors in Singapore who mass-produce marinated meats and seafood in-house. We possess wholesale, catering, and food processing licenses, making us perfect for retail shops, restaurants, and cafes looking to outsource work, reduce costs, and improve their offerings. Chat with us to discover our creative F&B solutions.","Wholesale Food and Beverage","11-50 employees","Privately Held","Singapore, East Region","Singapore","shiokbbq.com.sg","https://www.linkedin.com/company/shiok-bbq"
,"Dishy Sales & Services Pte Ltd","Dishy Sales & Services Pte Ltd was founded in Singapore in 1997. The company is highly regarded in the dishwashing industry for his reliable machines and excellent services. Currently, the company has over 800 dishwashers operating in the F&B market, empowering a diverse range of clients to improve their commercial kitchen efficiency. Dishy Sales & Services is highly recommended by Singapore's F&B business owners.","Food & Beverages","11-50 employees","Privately Held","Singapore, Singapore","Singapore","dishysales.com","https://www.linkedin.com/company/dishy-sales-&-services-pte-ltd"
,"Gold Kili Singapore","Gold Kili began in 1985 as a manufacturer and distributor for local coffee powder. The company has improved its standards from its humble beginnings to a leading manufacturer and supplier of an extensive range of not only traditional Nanyang-style coffee but also lifestyle beverages including instant coffee, tea, chocolate, cereal, Asian brews, lattes and more. Our products retail in more than 30 countries worldwide.","Food and Beverage Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","goldkili.com","https://www.linkedin.com/company/gold-kili-singapore"
,"VGENERATION PTE. LTD.","Established in 2021 Dec, V-GEN is dedicated to provide a wide range of highest quality and healthy food options to the vegan and plant-based diet community.

The culture of V-GEN is convenience & sustainable

We are focusing on developing  healthy product that able help communities to to get a wholesome meal with a breeze, especially for the busy people always on the go and need to juggle between work and meal preparation.

Meanwhile, we also believe that delicious food shouldn't cost the life of animals and bringing burden to the environment.","Wholesale Food and Beverage","2-10 employees","Privately Held","Singapore, Singapore","Singapore","vgeninternational.com","https://www.linkedin.com/company/vgeneration"
,"JT Network","DC SUPER HEROES, and DC SUPER HEROES Café, houses brands like Superman, Batman, Wonder Woman, The Flash and Green Lantern from Justice League and other heroes and concepts within the DC Comics Universe.
Retail and manufacturing under licensed from Warner Bros. Consumer Products.
These heroes are presented in the guise of retail merchandise; t-shirts, bags, caps, costumes, etc and thematic food and beverages.
Brand concept follows the China, Singapore and Malaysia model of stores. Model of stores may or may not include café, depending on size and location.
Generally F&B concepts contribute to a steady income stream to the DCSH business.","Food & Beverages","11-50 employees","Privately Held","singapore, singapore","Singapore","jtn.com.sg","https://www.linkedin.com/company/jt-network"
,"The Essential Fat","The Essential Fat Pte Ltd is a Singapore-based company dealing with various Lecithin products. Lecithin is a widely used emulsifier, applied in a various industries including food manufacturing, bakery, confectionery, dairy, health supplement, cosmetics, pharmaceutical and animal/aqua feed.

The range of Lecithin products offered by The Essential Fat are derived from various plant sources such as Soy (GM or Non-GM), Sunflower and Rapeseed; and available in both liquid and powder (de-oiled) forms.

The company has deep technical expertise in the manufacture and processing of Lecithin products and would be fully capable of delivery products, tailored to the specific needs of the clients.

The Essential Fat also has interests in Research and Development in the areas of Lecithin application. While Lecithin has a long history in the food industry, there remains much to learn and the company is on a constant lookout for opportunities for collaboration studies with businesses and experts in their respective industries.","Wholesale","2-10 employees","Privately Held","Singapore","Singapore","essentialfat.com","https://www.linkedin.com/company/the-essential-fat"
,"Waermtimo Applied Materials Pte Ltd","Waermtimo was established in 2010. We are the manufacturer of thermal interface material. We have own R & D group and cooperate with Germany laboratory and Nankai University professor in Tianjin. And our factory located in Shenzhen city. When Mr. He study in Germany, he started engaged in this field, then join in the laboratory. After he came back, he connected Nankai professor and made many tests. Then he founding WaermTimo. Our product lead the thermal material market, such as the one side no-sticky pad, which used in robotic arm is the first case in the thermal material market.","Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","waermtimo.com","https://www.linkedin.com/company/waermtimo"
,"Wowfire Pte. Ltd.","Established in 2020, Wowfire Pte Ltd was started by two siblings who wanted to provide consumers with more variety of unique and fragrant flavours from around the region.
Introducing new and delectable food products to excite our consumer’s taste buds is what we put forth. We strive to bring an unparalleled selection of quality brands and gourmet food products sourced from the best producers regionally.
Forging partnerships, both old and new, and understanding our customers’ needs are the foundations of our importation and distribution business.
Our Passion. Your Trusted Partner.","Wholesale","2-10 employees","Privately Held","Singapore","Singapore",,"https://www.linkedin.com/company/wowfire-pte-ltd"
,"IOS Commerce Pte. Ltd.","IOS Commerce engages in agri-commodity trading, with specific focus on oil seeds. Based in Singapore and India, the company has varied interests in the agriculture space.","Food and Beverage Manufacturing","11-50 employees","Public Company","Singapore, Singapore","Singapore","ios-commerce.com","https://www.linkedin.com/company/ios-commerce-pte-ltd"
,"Isle Grocer & Co Private Limited","It is our vision that everyone can relive their best memories through tasting good food. We curate the finest food and gourmets that enrich your dining table. Our collection starts with the premium olive oil to any other European you could imagine on a breezy, relaxing road trip in Europe.","Wholesale Food and Beverage","2-10 employees","Privately Held","Singapore","Singapore","islegrocer.com","https://www.linkedin.com/company/isle-grocer-co-private-limited"
,"Field Catering & Supplies Pte Ltd","Field Catering & Supplies Pte Ltd (FCS) is well established in the Singapore food and beverage industry. Since its formation in 1986, the company has been involved in the production, marketing and distribution of quality beverages and snacks in both the domestic and international markets, with more than 14 brands under its wing. The strong product mix offers purchasing convenience to its valued customers. 

The range is being expanded to meet consumer needs. The company is actively researching and developing innovative products to satisfy the changing demand of an increasingly affluent population.
 
FCS has established a distribution network for its products, covering all the major supermarket chains, hypermarkets, convenience stores, petrol stations, general retail trades, on-premises outlets and institutional customers. 
 
It is backed by FCS' direct control over delivery trucks, which ensures speedy and efficient response to customers. The company is committed to completing deliveries anywhere in Singapore within 24 hours after the orders are placed.","Wholesale Food and Beverage","51-200 employees","Privately Held","Singapore, North Region","Singapore","field.com.sg","https://www.linkedin.com/company/field-catering-supplies-pte-ltd"
,"Big Spring Day Seafood Trading Pte Ltd","Big Spring Day Seafood Trading Pte Ltd was established in 2008. The founder Mr Lim Khai Guan, had 20 years of vast experience acquired with his record of experience in handling Food Production, Quality, preparing culinary products.

Today, Big Spring Day Seafood Trading Pte Ltd has manufactured a wide range of fresh and handmade surimi seafood products for Yong Tau Foo, noodle soup, shabu-shabu, Hot pots and steamboats etc.

We have an excellent reputation throughout the country, where our products are available at various quality restaurants, food stalls and food kiosks.

While maintaining the heritage taste, our continuous improvement is an ongoing effort to improve products, services, people, and processes to provide excellence and added value for our customers.","Food and Beverage Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","fishball.com.sg","https://www.linkedin.com/company/big-spring-day-seafood-trading-pte-ltd"
,"Giftworks- Creation","Giftworks- Creation, the largest supplier & manufacturer of corporate gifts & promotional gift items in Singapore at wholesale rates, with customer side customization on demand.","Wholesale","2-10 employees","Privately Held","Kallang Pudding Road, Singapore","Singapore","giftworks-creation.com","https://www.linkedin.com/company/giftworks-creation"
,"Honest Living","YOUR GROWTH PLATFORM

Our nurturing ecosystem gives your food business the right ingredients for explosive growth. You now have access to our team of experts and fellow entrepreneurs. 

Our platform members are:
- People who take the strategic initiative that can benefit your business
- Individuals who are experienced and help you to weather tough times
- Great collaborators with access to a variety of resourceful people
- People whose business ethics and values are in perfect alignment with us 

Are you a functional food brands or a food brands for good?  

We welcome you to our growing ecosystem of food business owners. We help you in food branding, positioning, marketing, budget planning and expand your sales channels.

How do we do it?
- We match you with business leaders who have spent years in the food business
- We plug you into our international network of distributors 
- We bring on board, talented professionals in Product/Packaging design, Branding and Advertising, Digital Marketing, E-commerce Architecture/Design/ Programming/Maintenance
Your journey of business expansion!

Our simple process comprises the following 5 steps: 
- Understand your capabilities in manufacturing
- Present our proposal for your business development keeping up with the functional food trend
- Propose positioning and branding ideas
- Coordinate with our team of entrepreneurs on how to market your product with the right distribution channels
- Become the first buyer to your products to test out the market through our various channels","Wholesale","2-10 employees","Privately Held","Jurong West, West Region","Singapore","honestliving.com.sg","https://www.linkedin.com/company/treasure-unity"
,"Hua Kun Food Industry Pte Ltd","Here at Hua Kun Food Industry, we work with trusted farms from around the world to bring you the finest of meat supplies. We import and distribute a wide array of chilled and frozen halal meat items in Singapore.","Wholesale Food and Beverage","11-50 employees","Privately Held","Singapore","Singapore","huakunfood.com.sg","https://www.linkedin.com/company/hua-kun-food-industry-pte-ltd"
,"Meiji Seika Singapore","Established in 1974, Meiji Seika Singapore is the first overseas operation out of Japan for Meiji Co., Ltd. Japan, and is today one of the leading food manufacturers in Singapore. Our products manufactured here are marketed not only in Singapore but are also household names around the world.","Food and Beverage Manufacturing","201-500 employees","Privately Held","Singapore","Singapore","meiji.com.sg","https://www.linkedin.com/company/meiji-seika-singapore"
,"Bismillah Food Industry Pte Ltd","Bismillah Food Industry Pte Ltd is the parent company to Bismillah Biryani Restaurant. Bismillah Biryani Restaurant started as a simple coffee shop stall established in 2003. Our pursuit of perfection and staying true to the belief that a perfect biryani is a complete meal on its own, led to being awarded Michelin Bib Gourmand for 5 years in a row (2016-2021).","Food & Beverages","11-50 employees","Privately Held","Singapore, Singapore","Singapore","bismillahbiryani.com","https://www.linkedin.com/company/bismillah-food-industry-pte-ltd"
,"Focaccia Foods Pte Ltd","Started in 2003, Focaccia Foods is a dynamic F&B company in Singapore. Currently operating in a fully equipped 2500 square feet modern HALAL Certified central kitchen offering cook chill technology at FoodXchange@Admiralty, Admiralty Street, Singapore.

Who We Are :
• Central HALAL certified kitchen service
• Café and Western food stall operations
• Manufacturing, packing and distribution of frozen products
• Service solution provider as a Business to Business (B2B) and outsourcing partner 
• Food Catering services for outdoor events and institutions
• Franchising business for HA-VEN gourmet Pizza & Focaccia Western food Stall/Café operation
• Menu development with outsourcing partners","Food & Beverages","11-50 employees","Privately Held","Singapore, Singapore","Singapore","focacciafoods.com","https://www.linkedin.com/company/focaccia-foods-pte-ltd"
,"Happy Mummy Confinement Food Catering Service","We provide the healthiest choice of confinement food during your confinement period. The food is specially prepared by our unique secret recipe that provides you a balance diet, moderate TCM herbs are added to provide detox and cleansing function of your body system and at the same time build up your immune system that is beneficial for both mother and child especially if you are breast feeding. All meals are specially consulted by dietitian to provide a balance diet together with adequate exercise you will be back in shape after your confinement period.","Food & Beverages","11-50 employees","Privately Held","Singapore , Singapore","Singapore","happy-mummy.com","https://www.linkedin.com/company/happy-mummy-confinement-food-catering-service"
,"The Gourmet Pie Company Pte Ltd","The Gourmet Pie Company was established in the quest of bringing the taste of a truly great pie to Singapore.  Drawing on three generations of family recipes incorporating the flavours of Asia and after months of fine-tuning the pastry and fillings our pies were created. 

The list of pies continues to grow and incorporates a wide variety of flavours from Asia, Australia, and England.  Made only from Australian beef and New Zealand lamb together with other local fresh ingredients.

We are committed in serving food that is of great quality and freshness. The pies are handmade in Singapore and baked fresh every day.

The Gourmet Pie Company is Eco-friendly. We use packaging and utensils that are completely biodegradable such as the corn utensils,corn plastic bags and we only use recyclable take-away pie boxes.

We are passionate about bringing you a handmade, deep-dish pie filled with the freshest ingredients. You wont go away hungry.","Food and Beverage Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","thegourmetpiecompany.com","https://www.linkedin.com/company/the-gourmet-pie-company-pte-ltd"
,"Guan Chun Ding Pte Ltd","Guan Chun Ding Pte Ltd started up as a biscuit wholesaler and retailer in 2002.

Today, we import and distribute over 200 products ranging from food products to beverages, which includes our house-brand products.

We are committed to source for fast-moving and quality food and beverages locally and globally, to offer a diverse range of products to meet every customer needs at a competitive price.

We service a wide range of customers including households, mini-marts, bakeries, caterers, offices, hotels, events, government sectors, retailers and wholesalers.

Our services include distribution, customisation and OEM services. Through our network, we are able to provide the best solutions to meet your needs.

All enquiries are welcome.","Wholesale","2-10 employees","Privately Held","Singapore, --- None ---","Singapore","guanchunding.com.sg","https://www.linkedin.com/company/guan-chun-ding-pte-ltd"
,"Daishichi Agencies Pte Ltd","We are an experienced wholesale trading company based in Singapore, focusing on perfume fragrances and cosmetics products. Our trade network covers parts of SE Asia, Europe and US. 

We believe in long term partnerships with our customers and suppliers, working closely to grow together globally.","Wholesale","2-10 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/daishichi-agencies-pte-ltd"
,"Tiap Tiap","TiapTiap is a Singapore-based family business dedicated to celebrating heritage recipes and creating thoughtful food experiences. We focus on fresh, locally sourced ingredients to craft dishes that feel both familiar and special.

Our signature range includes our bestselling pandan chiffon cakes, ondeh ondeh kaya, and a collection of nostalgic treats inspired by Peranakan and Southeast Asian traditions. Every recipe is developed with care to bring the comfort of home cooking into modern gatherings.

Beyond our products, TiapTiap also hosts private dining experiences under Butterfly Table, which has been featured on media platforms such as Vogue Singapore, Tatler Luxury, CNA Luxury, Timeout, Masterchef, Lee Kum Kee and widely recognised as one of Singapore’s most unique dining concepts. We love creating warm, personal meals where guests can reconnect over good food.

Our small, agile team believes food has the power to bring people together in meaningful ways, and we’re committed to sharing that spirit through everything we do.","Food and Beverage Manufacturing","2-10 employees","Privately Held","Bedok, East Region","Singapore","tiaptiapwithsoph.com","https://www.linkedin.com/company/tiaptiap"
