company_id,company_name,domain,website,email,phone,address,country,company_size,primary_services,primary_industry,description,linkedin_url,membership_info,is_hiring,hiring_job_count,hiring_roles,hiring_search_terms,sources,source_records
4ec1d1e1,Bluefox Pte Ltd,,,,,"Singapore, Singapore",Singapore,2-10 employees,,Wholesale Import and Export,"Bluefox International is a Singapore based company that specialize in import & export of agriculture products between Singapore, China, Europe, Africa and South East Asia. From it humble beginning to today, Bluefox gradually grows itself and becomes a reputable global importer and food specialist for bringing high quality, tasty products at the lowest rate.

In order to create more value for our clients, we have developed long term partnership with several suppliers undertake non frill supply management to achieve the lowest prices which the benefits will finally delivered to our partners. We also established branch in China for implementing direct supply chain and product control to be cost competitive .

Our buyers trust us because our strengths lies on having reliable resources of food supply and networks that spreads over from South East Asia to Europe. We seek the best quality food base on the place that has the most distinctive natural advantages to produce them, and import them under strict safety standards governed by the law.

Our suppliers trust us because we have deeply established networks which can effectively distribute their products and providing prompt customer feedback. We position ourselves as a importer but also a strategic developer by providing a package of services on marketing, research, sales and after sales, distribution, public relation and media execution for anyone who wants to grow its business in Singapore.",https://www.linkedin.com/company/bluefox-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Bluefox Pte Ltd"", ""Description"": ""Bluefox International is a Singapore based company that specialize in import & export of agriculture products between Singapore, China, Europe, Africa and South East Asia. From it humble beginning to today, Bluefox gradually grows itself and becomes a reputable global importer and food specialist for bringing high quality, tasty products at the lowest rate.\r\n\r\nIn order to create more value for our clients, we have developed long term partnership with several suppliers undertake non frill supply management to achieve the lowest prices which the benefits will finally delivered to our partners. We also established branch in China for implementing direct supply chain and product control to be cost competitive .\r\n\r\nOur buyers trust us because our strengths lies on having reliable resources of food supply and networks that spreads over from South East Asia to Europe. We seek the best quality food base on the place that has the most distinctive natural advantages to produce them, and import them under strict safety standards governed by the law.\r\n\r\nOur suppliers trust us because we have deeply established networks which can effectively distribute their products and providing prompt customer feedback. We position ourselves as a importer but also a strategic developer by providing a package of services on marketing, research, sales and after sales, distribution, public relation and media execution for anyone who wants to grow its business in Singapore."", ""Primary Industry"": ""Wholesale Import and Export"", ""Size"": ""2-10 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore, Singapore"", ""Country"": ""Singapore"", ""Domain"": NaN, ""LinkedIn URL"": ""https://www.linkedin.com/company/bluefox-pte-ltd""}]"
ae1931c1,Surplus Chemicals - Tradeasia,surplus-chemicals.biz,surplus-chemicals.biz,,,"Singapore, SG",Singapore,51-200 employees,,Wholesale Import and Export,"Tradeasia International Pte. Ltd is a privately owned, independent company headquartered in Singapore. Tradeasia International was first established in 2004 with the sole intention of carrying out chemical distribution services especially to commodity industries in many parts of the world. Tradeasia International provides excellent connectivity with the emerging markets and firmly believe in timely and perfectly managed procurement services. Tradeasia International offers supply chain management service, inbound/outbound logistics and chemical products consulting. At Tradeasia International, the services are always client based and tailored to the needs and desires of each customer.

Tradeasia International now operates in 12 regional offices and represents a growing number of businesses that are serving a variety of markets. Tradeasia International sources and supplies about 500-600 containers monthly to its customers worldwide.",https://www.linkedin.com/company/surplus-chemicals-tradeasia,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Surplus Chemicals - Tradeasia"", ""Description"": ""Tradeasia International Pte. Ltd is a privately owned, independent company headquartered in Singapore. Tradeasia International was first established in 2004 with the sole intention of carrying out chemical distribution services especially to commodity industries in many parts of the world. Tradeasia International provides excellent connectivity with the emerging markets and firmly believe in timely and perfectly managed procurement services. Tradeasia International offers supply chain management service, inbound/outbound logistics and chemical products consulting. At Tradeasia International, the services are always client based and tailored to the needs and desires of each customer.\n\nTradeasia International now operates in 12 regional offices and represents a growing number of businesses that are serving a variety of markets. Tradeasia International sources and supplies about 500-600 containers monthly to its customers worldwide."", ""Primary Industry"": ""Wholesale Import and Export"", ""Size"": ""51-200 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore, SG"", ""Country"": ""Singapore"", ""Domain"": ""surplus-chemicals.biz"", ""LinkedIn URL"": ""https://www.linkedin.com/company/surplus-chemicals-tradeasia""}]"
30f0819d,Lam Kee Fisheries,lamkeeseafood.com,lamkeeseafood.com,,,Singapore,Singapore,11-50 employees,,Wholesale Import and Export,"Singapore's leading exporter of premium frozen seafood, including Chilean Seabass, Atlantic Salmon, Black Cod, and more.",https://www.linkedin.com/company/lamkeeseafood,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Lam Kee Fisheries"", ""Description"": ""Singapore's leading exporter of premium frozen seafood, including Chilean Seabass, Atlantic Salmon, Black Cod, and more."", ""Primary Industry"": ""Wholesale Import and Export"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore"", ""Country"": ""Singapore"", ""Domain"": ""lamkeeseafood.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/lamkeeseafood""}]"
288bc1d0,Void,,,,,"Clementi, Singapore",Singapore,11-50 employees,,Wholesale Import and Export,nil,https://www.linkedin.com/company/weichai---baudouin-s-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Void"", ""Description"": ""nil"", ""Primary Industry"": ""Wholesale Import and Export"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""Clementi, Singapore"", ""Country"": ""Singapore"", ""Domain"": NaN, ""LinkedIn URL"": ""https://www.linkedin.com/company/weichai---baudouin-s-pte-ltd""}]"
caeee4fe,Seastarr International Pte. Ltd.,seastarr.com.sg,seastarr.com.sg,,,Singapore,Singapore,11-50 employees,,Wholesale Import and Export,"We are world's leading oleochemicals exporters with 15+ years of industry experience.

From quick procurement to their worldwide distribution, we have established strong partnerships and play a significant role in the oleochemicals market. 

Seastarr have successfully won the faith of our partners & a reputable position in the industry through our naturally sourced products and global affiliations. We incorporate sustainability in our everyday business operations to achieve long-lasting success.",https://www.linkedin.com/company/seastarr-international,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Seastarr International Pte. Ltd."", ""Description"": ""We are world's leading oleochemicals exporters with 15+ years of industry experience.\n\nFrom quick procurement to their worldwide distribution, we have established strong partnerships and play a significant role in the oleochemicals market. \n\nSeastarr have successfully won the faith of our partners & a reputable position in the industry through our naturally sourced products and global affiliations. We incorporate sustainability in our everyday business operations to achieve long-lasting success."", ""Primary Industry"": ""Wholesale Import and Export"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore"", ""Country"": ""Singapore"", ""Domain"": ""seastarr.com.sg"", ""LinkedIn URL"": ""https://www.linkedin.com/company/seastarr-international""}]"
85161982,MundoLah,mundolah.com,mundolah.com,,,Singapore,Singapore,2-10 employees,,Wholesale Import and Export,"Mundolah imports, represents and distributes the most cherished Brazilian brands.",https://www.linkedin.com/company/mundolah,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""MundoLah"", ""Description"": ""Mundolah imports, represents and distributes the most cherished Brazilian brands."", ""Primary Industry"": ""Wholesale Import and Export"", ""Size"": ""2-10 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore"", ""Country"": ""Singapore"", ""Domain"": ""mundolah.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/mundolah""}]"
510d8b34,VSCO,,,,,"Singapore, Singapore",Singapore,11-50 employees,,Wholesale Import and Export,"VSCO (VSC Overseas Pte Ltd) is a privately held company based out of Singapore. Main lines of businesses are Trading, Import/Export and F&B with long term plans to expand its business operations by identifying market potential of other domains within Singapore and other Asian markets.",https://www.linkedin.com/company/vsco,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""VSCO"", ""Description"": ""VSCO (VSC Overseas Pte Ltd) is a privately held company based out of Singapore. Main lines of businesses are Trading, Import/Export and F&B with long term plans to expand its business operations by identifying market potential of other domains within Singapore and other Asian markets."", ""Primary Industry"": ""Wholesale Import and Export"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore, Singapore"", ""Country"": ""Singapore"", ""Domain"": NaN, ""LinkedIn URL"": ""https://www.linkedin.com/company/vsco""}]"
316a8ee9,Teck Sang,tecksang.com,tecksang.com,,,"Clarke Quay, Singapore",Singapore,51-200 employees,,Wholesale Import and Export,"Our way of living has evolved from what it used to be generations ago. Today, there is a greater focus on fitness, mental wellness and healthy living as a way of life.

We at Teck Sang, a traditional Chinese food ingredients provider, have realised this change in lifestyle and preference in today’s consumers. This is why we are on a journey to evolve with today’s generation.

We want to provide a new take on traditional taste while maintaining our deep-seated and rich heritage. We want to be the cause of healthy living by providing access to various healthy and high-quality ingredients at your fingertips.

With our new mobile applications, you can order your favourite ingredients right in the comfort of your home or even visit our retail store for a drive-by collection.

You can be rest assured and trust that we are constantly looking at developing innovative products to maintain our partnerships with our customers, partners, distributors and all critical stakeholders, as this is how we continue to serve you.

Teck Sang

""A Fresh Take on Traditional Taste""",https://www.linkedin.com/company/teck-sang,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Teck Sang"", ""Description"": ""Our way of living has evolved from what it used to be generations ago. Today, there is a greater focus on fitness, mental wellness and healthy living as a way of life.\n\nWe at Teck Sang, a traditional Chinese food ingredients provider, have realised this change in lifestyle and preference in today\u2019s consumers. This is why we are on a journey to evolve with today\u2019s generation.\n\nWe want to provide a new take on traditional taste while maintaining our deep-seated and rich heritage. We want to be the cause of healthy living by providing access to various healthy and high-quality ingredients at your fingertips.\n\nWith our new mobile applications, you can order your favourite ingredients right in the comfort of your home or even visit our retail store for a drive-by collection.\n\nYou can be rest assured and trust that we are constantly looking at developing innovative products to maintain our partnerships with our customers, partners, distributors and all critical stakeholders, as this is how we continue to serve you.\n\nTeck Sang\n\n\""A Fresh Take on Traditional Taste\"""", ""Primary Industry"": ""Wholesale Import and Export"", ""Size"": ""51-200 employees"", ""Type"": ""Privately Held"", ""Location"": ""Clarke Quay, Singapore"", ""Country"": ""Singapore"", ""Domain"": ""tecksang.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/teck-sang""}]"
a41b51c7,Fuluxe,fuluxe.com,fuluxe.com,,,"Singapore , Singapore",Singapore,11-50 employees,,Wholesale Import and Export,"Established in 2013, Fuluxe started in response to a need in the marketplace for a truly expertized and personalized provider for Hotels and Restaurants in Singapore. Since its creation, we have grown from a distributor carrying exclusively Tableware to an extensive portfolio covering, as well, Premium Sustainable Water Solutions, Biodegradable Packaging and Tableware Rental Services.

We selectively hand-pick and work with many brands worldwide thereby providing opportunities for our clients to choose among a myriad of luxury and affordable products. With more than 10+ years' experience in the Hospitality industry and more than 1000 satisfied customers, we are highly confident in delivering the best result for your restaurant or hotel needs. Some of our customers include 1-Group, Accor, Formula 1, Hilton Singapore, Marina Bay Sands Singapore, Singapore Expo etc, 

Whether you are opening a new establishment or revamping an existing one, our team of 20 take pride in assisting you in the selection of high-quality items, while providing you the latest trends.

Check out our website to view our full product catalogues.",https://www.linkedin.com/company/fuluxe,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Fuluxe"", ""Description"": ""Established in 2013, Fuluxe started in response to a need in the marketplace for a truly expertized and personalized provider for Hotels and Restaurants in Singapore. Since its creation, we have grown from a distributor carrying exclusively Tableware to an extensive portfolio covering, as well, Premium Sustainable Water Solutions, Biodegradable Packaging and Tableware Rental Services.\n\nWe selectively hand-pick and work with many brands worldwide thereby providing opportunities for our clients to choose among a myriad of luxury and affordable products. With more than 10+ years' experience in the Hospitality industry and more than 1000 satisfied customers, we are highly confident in delivering the best result for your restaurant or hotel needs. Some of our customers include 1-Group, Accor, Formula 1, Hilton Singapore, Marina Bay Sands Singapore, Singapore Expo etc, \n\nWhether you are opening a new establishment or revamping an existing one, our team of 20 take pride in assisting you in the selection of high-quality items, while providing you the latest trends.\n\nCheck out our website to view our full product catalogues."", ""Primary Industry"": ""Wholesale Import and Export"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore , Singapore"", ""Country"": ""Singapore"", ""Domain"": ""fuluxe.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/fuluxe""}]"
99405ab8,Dragon Industries Singapore,dragonindustries.com,dragonindustries.com,,,Singapore,Singapore,201-500 employees,,Wholesale Import and Export,"Dragon Ex-Protection Singapore Pte Ltd is the international sales office of Dragon Industrial Group, a global leader in explosion protection and modular infrastructure solutions. Strategically based in Singapore, we specialize in the design, engineering, and supply of onshore and offshore modular solutions tailored for high-risk, mission-critical environments.

Our comprehensive product portfolio includes:

Blast-Resistant Modules (BRMs)
Modular E-Houses for power & control systems

Modular C-Houses for instrumentation & control
Shelter-in-Place (SIP) Units for personnel safety
Mobile Chemical Storage Modules
Offshore-Certified Modular Containers
Modular Laboratory Facilities
Turnkey Modular Infrastructure Solutions
Custom-Engineered Special Containers

As a holistic safety solutions provider, we also deliver cutting-edge systems for:

Critical Infrastructure Hardening & Protection
Blast Protection & Mitigation
Dust Explosion Protection
Spark Detection & Automatic Extinguishing
Tank Venting & Explosion Relief
Air Filtration & HVAC Blast Protection

At Dragon Ex-Protection, we are committed to delivering engineering excellence, regulatory compliance, and operational resilience—empowering industries to operate safely in volatile, hazardous, and offshore environments.

Backed by decades of R&D, international certifications, and global project experience, we are your trusted partner in modular safety and explosion protection.",https://www.linkedin.com/company/dragon-ex-protection-singapore-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Dragon Industries Singapore"", ""Description"": ""Dragon Ex-Protection Singapore Pte Ltd is the international sales office of Dragon Industrial Group, a global leader in explosion protection and modular infrastructure solutions. Strategically based in Singapore, we specialize in the design, engineering, and supply of onshore and offshore modular solutions tailored for high-risk, mission-critical environments.\n\nOur comprehensive product portfolio includes:\n\nBlast-Resistant Modules (BRMs)\nModular E-Houses for power & control systems\n\nModular C-Houses for instrumentation & control\nShelter-in-Place (SIP) Units for personnel safety\nMobile Chemical Storage Modules\nOffshore-Certified Modular Containers\nModular Laboratory Facilities\nTurnkey Modular Infrastructure Solutions\nCustom-Engineered Special Containers\n\nAs a holistic safety solutions provider, we also deliver cutting-edge systems for:\n\nCritical Infrastructure Hardening & Protection\nBlast Protection & Mitigation\nDust Explosion Protection\nSpark Detection & Automatic Extinguishing\nTank Venting & Explosion Relief\nAir Filtration & HVAC Blast Protection\n\nAt Dragon Ex-Protection, we are committed to delivering engineering excellence, regulatory compliance, and operational resilience\u2014empowering industries to operate safely in volatile, hazardous, and offshore environments.\n\nBacked by decades of R&D, international certifications, and global project experience, we are your trusted partner in modular safety and explosion protection."", ""Primary Industry"": ""Wholesale Import and Export"", ""Size"": ""201-500 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore"", ""Country"": ""Singapore"", ""Domain"": ""dragonindustries.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/dragon-ex-protection-singapore-pte-ltd""}]"
108a2d1c,Mimosa Asia (S) Pte Ltd.,mimosa-asia.com,mimosa-asia.com,,,Singapore,Singapore,2-10 employees,,Wholesale Import and Export,"Specializing in the supplying Plastic resin (PET / PP / PS), we offer reliable service at an affordable rate. Contact us for price quotations today!

Established in 2006, Mimosa Pte Ltd. has almost two decades of experience in international commodity trading. In that time, we have been actively involved with markets in East Asia, Southeast Asia, South Asia, Middle East Region, Africa, North America, South America and Europe. We leverage our extensive network, market insights, and risk management expertise to offer our clients competitive prices, reliable delivery, and tailored solutions.

Contact email: marketing@mimosa-asia.com",https://www.linkedin.com/company/mimosa-asia-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Mimosa Asia (S) Pte Ltd."", ""Description"": ""Specializing in the supplying Plastic resin (PET / PP / PS), we offer reliable service at an affordable rate. Contact us for price quotations today!\n\nEstablished in 2006, Mimosa Pte Ltd. has almost two decades of experience in international commodity trading. In that time, we have been actively involved with markets in East Asia, Southeast Asia, South Asia, Middle East Region, Africa, North America, South America and Europe. We leverage our extensive network, market insights, and risk management expertise to offer our clients competitive prices, reliable delivery, and tailored solutions.\n\nContact email: marketing@mimosa-asia.com"", ""Primary Industry"": ""Wholesale Import and Export"", ""Size"": ""2-10 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore"", ""Country"": ""Singapore"", ""Domain"": ""mimosa-asia.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/mimosa-asia-pte-ltd""}]"
b4170501,SinMetal International Pte Ltd,sinmetal.com.sg,sinmetal.com.sg,,,"Singapore, Singapore",Singapore,2-10 employees,,Wholesale Import and Export,"SinMetal International established in 2013, is a company that focuses on the wholistic service of aluminum products; from design, production to fabrication. 
Our Aluminium products include Aluminium Profile for construction use and marine use; Aluminium Sheet/Coil/Foil; Aluminium Formwork System and other Industrial Aluminium Products such as, underground train and electrical products. 
Another innovative product by our company is the Smart Panel System which is prefabricated, structural panel system build-in door, window, plumbing and electricity .
SinMetal International Pte Ltd strategic partners are XINGFA Aluminium Holding Limited (Stock No.: 98.HK),  PanAsia Holding Company Limited (Stock No.: 2078.HK), KINGHING Aluminium Formwork System and IPG Smart Panel System  Pty Ltd .
With the strong support of these factories, together with our most experienced R&D, design and technical teams we have supplied our products to Singapore，Malaysia，India, Vietnam, Thailand , Cambodia and Myanmar.",https://www.linkedin.com/company/sinmetal-international-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""SinMetal International Pte Ltd"", ""Description"": ""SinMetal International established in 2013, is a company that focuses on the wholistic service of aluminum products; from design, production to fabrication. \r\nOur Aluminium products include Aluminium Profile for construction use and marine use; Aluminium Sheet/Coil/Foil; Aluminium Formwork System and other Industrial Aluminium Products such as, underground train and electrical products. \r\nAnother innovative product by our company is the Smart Panel System which is prefabricated, structural panel system build-in door, window, plumbing and electricity .\r\nSinMetal International Pte Ltd strategic partners are XINGFA Aluminium Holding Limited (Stock No.: 98.HK),  PanAsia Holding Company Limited (Stock No.: 2078.HK), KINGHING Aluminium Formwork System and IPG Smart Panel System  Pty Ltd .\r\nWith the strong support of these factories, together with our most experienced R&D, design and technical teams we have supplied our products to Singapore\uff0cMalaysia\uff0cIndia, Vietnam, Thailand , Cambodia and Myanmar."", ""Primary Industry"": ""Wholesale Import and Export"", ""Size"": ""2-10 employees"", ""Type"": ""Self Owned"", ""Location"": ""Singapore, Singapore"", ""Country"": ""Singapore"", ""Domain"": ""sinmetal.com.sg"", ""LinkedIn URL"": ""https://www.linkedin.com/company/sinmetal-international-pte-ltd""}]"
9174ef62,GENSTAR INTERNATIONAL PTE LTD,genstar.com.sg,genstar.com.sg,,,"singapore, Singapore",Singapore,11-50 employees,,Wholesale Import and Export,"Welcome to Genstar International Pte Ltd, your trusted partner in the dynamic world of global trade. Since our incorporation on 14th May 2002, we have been at the forefront of facilitating seamless import and export solutions for businesses worldwide.

At Genstar International, we understand that the success of international trade hinges on reliability, efficiency, and precision. With years of experience in the industry, we have honed our expertise to deliver tailored and comprehensive services that cater to the unique needs of our clients.

Our commitment to excellence is evident in every aspect of our operations. From navigating complex customs regulations to optimizing supply chain logistics, we go the extra mile to ensure your goods reach their destination promptly and securely.

With a wide network of trusted partners and suppliers across the globe, we have established strong relationships that open up a world of possibilities for our clients. Whether you are seeking to expand your market reach or source quality products, Genstar International is here to turn your international trade aspirations into reality.

As a forward-thinking export and import company, we embrace technological advancements and innovative practices to stay ahead in an ever-changing landscape. Our team of dedicated professionals works tirelessly to provide you with the most up-to-date solutions and market insights, empowering your business to thrive in today's competitive environment.

When you choose Genstar International, you are choosing a reliable ally, a bridge between continents, and a conduit for seamless global trade. Join us on this journey of growth and success as we transform challenges into opportunities and aspirations into achievements.

Thank you for entrusting Genstar International Pte Ltd with your import and export needs. Let us build a prosperous future together.

For any product enquiry , please share your enquiry to Export@genstar.com.sg",https://www.linkedin.com/company/genstar-international-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""GENSTAR INTERNATIONAL PTE LTD"", ""Description"": ""Welcome to Genstar International Pte Ltd, your trusted partner in the dynamic world of global trade. Since our incorporation on 14th May 2002, we have been at the forefront of facilitating seamless import and export solutions for businesses worldwide.\n\nAt Genstar International, we understand that the success of international trade hinges on reliability, efficiency, and precision. With years of experience in the industry, we have honed our expertise to deliver tailored and comprehensive services that cater to the unique needs of our clients.\n\nOur commitment to excellence is evident in every aspect of our operations. From navigating complex customs regulations to optimizing supply chain logistics, we go the extra mile to ensure your goods reach their destination promptly and securely.\n\nWith a wide network of trusted partners and suppliers across the globe, we have established strong relationships that open up a world of possibilities for our clients. Whether you are seeking to expand your market reach or source quality products, Genstar International is here to turn your international trade aspirations into reality.\n\nAs a forward-thinking export and import company, we embrace technological advancements and innovative practices to stay ahead in an ever-changing landscape. Our team of dedicated professionals works tirelessly to provide you with the most up-to-date solutions and market insights, empowering your business to thrive in today's competitive environment.\n\nWhen you choose Genstar International, you are choosing a reliable ally, a bridge between continents, and a conduit for seamless global trade. Join us on this journey of growth and success as we transform challenges into opportunities and aspirations into achievements.\n\nThank you for entrusting Genstar International Pte Ltd with your import and export needs. Let us build a prosperous future together.\n\nFor any product enquiry , please share your enquiry to Export@genstar.com.sg"", ""Primary Industry"": ""Wholesale Import and Export"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""singapore, Singapore"", ""Country"": ""Singapore"", ""Domain"": ""genstar.com.sg"", ""LinkedIn URL"": ""https://www.linkedin.com/company/genstar-international-pte-ltd""}]"
8d0b4dbd,Asia Wine Network,awn.com.sg,awn.com.sg,,,"Singapore , Singapore",Singapore,2-10 employees,,Import and Export,"Established in 1995, Asia Wine Network has been a mainstay in the Singapore Food & Beverage industry for over 2 decades now. Importing select wines from 13 different countries and distributing to some of Singapore's most famous Restaurants, Recreation Clubs, Hotels and Nightlife Venues.

Beyond our wine distribution portfolio, we assist our clients with promotional and advertising materials, procurement of wine-related items (Barrels, Boxes, Decanters, Single-pour machines and more), as well as tastings and trainings.",https://www.linkedin.com/company/asia-wine-network,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Asia Wine Network"", ""Description"": ""Established in 1995, Asia Wine Network has been a mainstay in the Singapore Food & Beverage industry for over 2 decades now. Importing select wines from 13 different countries and distributing to some of Singapore's most famous Restaurants, Recreation Clubs, Hotels and Nightlife Venues.\n\nBeyond our wine distribution portfolio, we assist our clients with promotional and advertising materials, procurement of wine-related items (Barrels, Boxes, Decanters, Single-pour machines and more), as well as tastings and trainings."", ""Primary Industry"": ""Import and Export"", ""Size"": ""2-10 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore , Singapore"", ""Country"": ""Singapore"", ""Domain"": ""awn.com.sg"", ""LinkedIn URL"": ""https://www.linkedin.com/company/asia-wine-network""}]"
499b1f8c,Ace Pressureweld Int'l (Pte) Ltd,aceweld.com,aceweld.com,,,"Singapore, Singapore",Singapore,11-50 employees,,Wholesale Import and Export,"Ace Pressureweld Int’l (Pte) Ltd was incorporated in 1973 with only a handful of technicians manning an engineering machine shop, which catered for all sectors of maintenance and machining services.

Today, almost four decades later, we offer services to a global operation for later project engineering, process plant spare parts, machinery and equipment supplies, with a total of staff strength of over 100 located in Singapore and internationally.

Our head office is situated in Singapore at the Senoko Industrial Estate which consists of modern office space, warehouse, and servicing facilities and operates as our global business centre coordinating with our offices in the Asia Pacific, Middle East and Europe.

Our dedicated staff understand the importance of meeting our Clients’ stringent requirements in terms if delivery schedules, quality and cost. We are quick to identify problems and are able to respond to our Clients’ needs with flexibility, professionalism and resourcefulness.",https://www.linkedin.com/company/aceweld,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Ace Pressureweld Int'l (Pte) Ltd"", ""Description"": ""Ace Pressureweld Int\u2019l (Pte) Ltd was incorporated in 1973 with only a handful of technicians manning an engineering machine shop, which catered for all sectors of maintenance and machining services.\n\nToday, almost four decades later, we offer services to a global operation for later project engineering, process plant spare parts, machinery and equipment supplies, with a total of staff strength of over 100 located in Singapore and internationally.\n\nOur head office is situated in Singapore at the Senoko Industrial Estate which consists of modern office space, warehouse, and servicing facilities and operates as our global business centre coordinating with our offices in the Asia Pacific, Middle East and Europe.\n\nOur dedicated staff understand the importance of meeting our Clients\u2019 stringent requirements in terms if delivery schedules, quality and cost. We are quick to identify problems and are able to respond to our Clients\u2019 needs with flexibility, professionalism and resourcefulness."", ""Primary Industry"": ""Wholesale Import and Export"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore, Singapore"", ""Country"": ""Singapore"", ""Domain"": ""aceweld.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/aceweld""}]"
65b8e769,Wah Joo Seng International Trading Pte Ltd,wahjooseng.com,wahjooseng.com,,,"Singapore, Singapore",Singapore,11-50 employees,,Wholesale Import and Export,"Flexibility Fits - We are flexible in finding a solution fit for our customers.

Founded in 1974, we have grown to be a leading distributor in industrial hoses and couplings. Our key capabilities includes providing solutions in fluid transfer solution products and services. Over the years, we have gained recognition for our products and services throughout Asia Pacific. Our clients come from a diverse mix of industries - Oil and Gas, Chemicals, Pharmaceuticals, Manfacturing, Marine, Food and others.",https://www.linkedin.com/company/wah-joo-seng-international-trading-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Wah Joo Seng International Trading Pte Ltd"", ""Description"": ""Flexibility Fits - We are flexible in finding a solution fit for our customers.\n\nFounded in 1974, we have grown to be a leading distributor in industrial hoses and couplings. Our key capabilities includes providing solutions in fluid transfer solution products and services. Over the years, we have gained recognition for our products and services throughout Asia Pacific. Our clients come from a diverse mix of industries - Oil and Gas, Chemicals, Pharmaceuticals, Manfacturing, Marine, Food and others."", ""Primary Industry"": ""Wholesale Import and Export"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore, Singapore"", ""Country"": ""Singapore"", ""Domain"": ""wahjooseng.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/wah-joo-seng-international-trading-pte-ltd""}]"
16be5468,Evergreen Supply Chain Pte Ltd.,evergreensupplychain.com,evergreensupplychain.com,,,Singapore,Singapore,2-10 employees,,Wholesale Import and Export,"Evergreen Supply Chain is a procurement and manufacturing solutions partner headquartered in Singapore, supporting global importers in sourcing products from Asia’s most dynamic manufacturing hubs including China, Vietnam, Malaysia, and Indonesia. Acting as your trusted local team, we bridge the distance between your business and your suppliers, ensuring every order is executed with maximum efficiency, transparency, strict quality control, and secure payments.",https://www.linkedin.com/company/evergreensupplychain,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Evergreen Supply Chain Pte Ltd."", ""Description"": ""Evergreen Supply Chain is a procurement and manufacturing solutions partner headquartered in Singapore, supporting global importers in sourcing products from Asia\u2019s most dynamic manufacturing hubs including China, Vietnam, Malaysia, and Indonesia. Acting as your trusted local team, we bridge the distance between your business and your suppliers, ensuring every order is executed with maximum efficiency, transparency, strict quality control, and secure payments."", ""Primary Industry"": ""Wholesale Import and Export"", ""Size"": ""2-10 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore"", ""Country"": ""Singapore"", ""Domain"": ""evergreensupplychain.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/evergreensupplychain""}]"
