"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"Sodick Singapore Pte Ltd","Sodick supports the manufacturing of products through advanced technology showcasing at Sodick Singapore Techno Centre (SSTC).","Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","sodick.com.sg","https://www.linkedin.com/company/techno-centre"
,"Visar Components Pte Ltd","We are a customer-oriented company, dedicated to delivering exceptional quality goods and effective services. With constant quality assurance, a wealth of experience, and a global network of clients, manufacturers, and enterprises, we prioritize quick response times. Our commitment is to forge long-lasting relationships built on trust, honesty, and responsibility.","Semiconductor Manufacturing","11-50 employees","Privately Held","SINGAPORE","Singapore","visarcomponents.com","https://www.linkedin.com/company/visar-components-pte-ltd"
,"Wintech-Nano Technology Services Pte. Ltd.","WinTech is a world leading 3rd-Party laboratory equipped with the latest cutting-edge technology and development to serve various industries. Our technical specialists have many years of work experience, well-trained, highly skilled and are committed to work confidentially with you to satisfy all requirements. We are proud to be your one-stop lab service provider. Our services are highly professional yet affordable; our analyses are first class yet have the shortest turnaround time in town.","Semiconductor Manufacturing","51-200 employees","Public Company","Singapore, Singapore","Singapore","wintech-nano.com","https://www.linkedin.com/company/wintech-nano-technology-pte-ltd"
,"Unisantis Electronics","Unisantis Electronics is a semiconductor intellectual property (IP) licensing company that develops 'fab friendly' ultra-low power memory and logic technologies. It was co-founded by the inventor of Flash memory and the Gate All Around (GAA) transistor, Dr. Fujio Masuoka.","Semiconductor Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","unisantis.com","https://www.linkedin.com/company/unisantiselectronics"
,"Omnia Technologies Singapore","Omnia Technologies is a leading platform in designing and manufacturing automated and sustainable equipment solutions for the beverage, food and pharma industries.

Omnia Technologies Singapore is a dedicated commercial and service branch focused on the Asia Pacific markets. It provides commercial support, technical assistance, preventative maintenance, and post-sales assistance across the Group's entire range of technologies. 

With an international team exceeding 2,500 professionals across 39 manufacturing sites and 24 global sales offices, Omnia Technologies has a substantial infrastructure to serve its established clientele. The company provides cutting-edge, sustainable, tailor-made, and efficient technologies along with excellent service to meet the diverse needs of its customer base in the food, beverage, pharmaceutical, and life sciences industries.","Machinery Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","omniatechnologiesgroup.com","https://www.linkedin.com/company/omnia-technologies-beverage-singapore"
,"NSING TECHNOLOGIES INC.","NSING is a proud member of NSING Technologies Group. 
Based in Singapore, we are an IC design house with product lines of MCU, BMS, BLE, and TPM (Trusted Platform Module) chips & solutions. We provide specialized expertise and solutions to clients in various industries, such as consumer electronics, automotive, industrial and IoT.
We are dedicated to deliver high-performance, reliable, and secure products that empower daily life and industries worldwide, while fostering meaningful global partnerships and advancing the frontiers of digital efficiency, connection and energy management.","Semiconductor Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","nsing.com.sg","https://www.linkedin.com/company/nsing-technologies"
,"RH Synergy (S) Pte Ltd","At RHSynergy, we have the fundamentals and resources to effectively co-ordinate with all the respective cross functional groups to recommend, propose and implement a complete solution catered to the development requirements. We provide expertise in field of Surveillance System like CCTV; Access Control; Intrusion Detection; Intercom; ELV Monitoring; Car Park Management; Auto Gate / Barrier; Home Automation; Visitor Management Customized and IT Application. 

We are able to leverage our expertise to integrate all security features seamlessly into succession. For instance security solutions can include; Home Automation, Intrusion Detection, Restricted Access Control, Smoke/ Fire Detection, 24/7 Building Monitoring/ Building Security and the list goes on. 

As opposed to many security integrators, we do not limit ourselves to a single product feature. We maintain close relationship by working expansively with all our local and regional partners.

We have also established our presence in Singapore and Malaysia and have undertaken projects in KL over the last two years till to-date. We have also been laying the ground work for breaking into overseas markets in China and Taiwan as a security Design & Build Consultant (D&B).

Our greatest achievement is building bonding with our regular clientèle who have been with us from the early days since 2006. We have demonstrated our capability and efficiency by meeting their expectation with our outstanding customer service relationship.

We have established our local business substantially and our business is 100% referrals. We produce quality and cost effective service to our customers. 

Most importantly, we are committed to protecting our customers' assets and loved ones through technology innovations and evidence- based practices. Hence, we offer customers quality assurance, cost effectiveness, reliability and fast response support from our professional team.","Appliances, Electrical, and Electronics Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","rhsynergy.com","https://www.linkedin.com/company/rh-synergy-s-pte-ltd"
,"AP Oil International Limited","AP Oil International Limited, formerly known as Huan Chew Oil Trading Pte Ltd, we have three lubricant blending plants (two in Singapore, one in Vietnam) producing a wide range of lubricants for automotive, industrial and marine applications. Our lubricant products are marketed under the brand name of AP Oil and SINO (literally signifying Singapore Oils).","Chemical Manufacturing","11-50 employees",,"Singapore","Singapore","apoil.com.sg","https://www.linkedin.com/company/ap-oil-international-limited"
,"Formlabs Singapore",,"Industrial Machinery Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","formlabs.com.sg","https://www.linkedin.com/company/formlabssg"
,"BOGE KOMPRESSOREN ASIA PACIFIC PTE LTD","Reliable, clean compressed air – BOGE’s trademark for more than 111 years. The quality and efficiency of our compressors and compressed air solutions have led us to enjoy the trust of over 100,000 users in 160 different countries. Founded in 1996, BOGE’s Southeast Asian branch is one of its longest-established subsidiaries outside of Germany. From its Singapore location, it manages an impressive network of 18 distributors in 10 main markets and over 20 additional re-sellers/OEMs in the Asia Pacific Market. With an ample stock of compressors, accessories and spare parts, a specialised Singapore-based training facility (for distributors and end customers) and the ability to perform sophisticated energy audits, it effectively continues the BOGE quality chain across the region. 

BOGE SINGAPORE network of distributor in Asia markets covering Singapore, India, Bangladesh, Sri Lanka, Thailand, Vietnam,Indonesia, Malaysia, S. Korea, Taiwan, Philippines, Japan etc","Machinery Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","boge.com","https://www.linkedin.com/company/boge-kompressoren-asia-pacific-pte-ltd"
,"BSP Engineering Pte Ltd","We specialise in:

Design and Manufacturing of Stainless Steel/Hastelloy Equipment & Clean Room Furniture for:
Pharmaceutical & Biological Plant, Hospital,  Research Laboratories including BSL3 facilities, Wafer-Fab, Semi-con, Food Processing & Manufacturing, Aero-Space, Petrochemical, Marine, Oil & Gas Industries etc.

Design and Fabrication of Stainless Steel Laminar Air Flow Unit, GMP
Door & Window Frame, Autopsy, Necropsy and Total Draft Table, Pass-Box & Glove Box etc.
 
Fabrication of Chassis, IBC Tank, Storage Tank, Hoppers, Ultrasonics/Cooling/Vapour Degreaser Tank, Platform, Machine Structure & Wet Bench inclusive of Refurbishment of Used Tank & Hopper etc.
Stainless Steel Customised Fitting, Adaptors, Connector with Ferrules etc.

Mechanical & Electro-Polishing plus Passivation Services.","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","bsp.com.sg","https://www.linkedin.com/company/bsp-engineering-pte-ltd"
,"Infravision Technology Pte Ltd","Infravision Techonology develops and manufactures advanced night vision, remote sensing and motion control systems used in industrial, commercial and law enforcement applications.

Its core competencies are in advanced motion control and sensing systems, real-time operating systems (RTOS), custom IP cores and digital signal processing. Infravision Technology also undertakes specialized projects requiring integrated digital system builds and highly customized mechanical,
hardware & software development.","Appliances, Electrical, and Electronics Manufacturing","51-200 employees","Privately Held","Jurong East, West Region","Singapore","infravision-tech.com","https://www.linkedin.com/company/infravision-technology-pte-ltd"
,"Jupiter Machines","Petracarbon opt to create versatile and sturdy machines that will enable customers to have a sound mind with their machine investments. Thus, the birth of Jupiter Machines. Marine, Offshore, Refinery, Petrochemical and Power Generation industries globally are benefiting from its cost-efficiency and product effectivity.

Our products are supported by industry experts who work closely with our customers to optimise performance for industry-specific applications. With extensive experience within service companies, our teams understand the dynamics of a wide range of industries and have the capability to deliver turn-key solutions that both meet specific requirements and address complex challenges.","Automation Machinery Manufacturing","51-200 employees","Public Company","Singapore, Singapore","Singapore","petracarbon.com.sg","https://www.linkedin.com/company/jupiter-machines"
,"CLP International Pte Ltd.","Founded in 1947, the business has grown from a retail paint outlet to a leading supplier of industrial chemicals, leather chemicals, construction system and building materials","Chemical Manufacturing","51-200 employees",,"SINGAPORE","Singapore","clp.com.sg","https://www.linkedin.com/company/clp-international-pte-ltd-"
,"Deep Intelligent Pharma","“Deep Intelligent Pharma (DIP) uses Generative AI to revolutionize clinical trials. Our platform enables pharma and biotech companies to digitally rehearse trials before they begin—making them faster, safer, and more cost-effective. From trial design and patient recruitment to analysis and regulatory reporting, DIP transforms the entire process into an AI-driven, proactive workflow.”","Biotechnology Research","51-200 employees","Privately Held","Singapore, Central","Singapore","dip-ai.com","https://www.linkedin.com/company/deepintelligentpharma"
,"Lyrix Pte Ltd","Lyrix is a technology resourcing company with its footprints in SE Asian countries, we offer professional talents for semiconductor, MEMS, Embedded and IT/Financial sectors.Our success and growth are reliant upon our vast knowledge and services in these industries ,our team of consultants offers a blend of industry specific recruitment experience, coupled with a platform of local market and vast industry knowledge.","Semiconductor Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","lyrixsol.com","https://www.linkedin.com/company/lyrix-pte-ltd"
,"Tristar - Clear Aligner Material","Tristar is a composite multilayered material designed for orthodontic tooth movement. It is crack resistant, comfortable and exhibits great stress retention

Who we are
Tristar has been founded by an orthodontist and team who are passionate about three things: orthodontics, latest technology and our patients. That’s why we work to combine all three to create an enjoyable and successful orthodontic treatment journey for each of our patients.

What we do
Tristar is a manufacturer of composite material for clear aligners. We supply more comfortable, efficient, and effective material globally. Tristar is Asia’s first and largest composite aligner manufacturer.

How we do it
Tristar uses a composite sandwich, which in combination, providing high impact strength, yet remains flexible and comfortable for your patients. Essentially, this material has minimal fluid behaviour and maximum elastic behaviour. The force consistency when applied intraorally is amongst the highest of all commercially available clear aligner materials.","Plastics Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","alignermaterial.com","https://www.linkedin.com/company/tristar-clear-aligner-material"
,"EXCELLOUS","Excellous is an authorized distributor and reseller of Electronic Components, System, equipment and provides electronics design / integration services with headquarters in Singapore.","Appliances, Electrical, and Electronics Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","excellous.biz","https://www.linkedin.com/company/excellous-biz"
,"Containers Printers","We provide metal and flexible packaging solutions for customers in the food, nutrition, and medical industries.

For over 35 years, we have been trusted by brands to protect their products and meet their most challenging packaging and printing needs.

We serve customers around the world from our facilities in Singapore.

#BRCGS certificated, #ISO9001, #ISO14001, #ISO45001, #ISO13485, and #Sedex","Packaging and Containers Manufacturing","201-500 employees","Privately Held","Singapore, Singapore","Singapore","cprint.com.sg","https://www.linkedin.com/company/containers-printers"
,"Acez Sensing Pte Ltd","Acez Sensing designs and manufactures a wide range of temperature sensor that have met the stringent requirements of our clients in various industries, including those from Complex Industrial, Marine Engineering, Oil and Gas, Aerospace, Pharmaceutical, Semiconductor and Control and Measurements.

Our customers appreciate our capability and commitment  to provide them with customized cost effective and innovative thermal measurement solution systems, often putting together a wide range of equipments  and software.

Our expertise, experience and flexible design platform allows us to integrate a wide range of equipment to provide our clients highly efficient and cost effective measurement systems.

 Our expert material selection and advance manufacturing techniques ensure superior sensor stability, accuracy and repeatability in the most hostile of environments... high temperatures of up to 2000° C (3632° F), corrosive, liquid and moisture susceptible environments, etc.

Our commitment on time delivery and customer care to meet and exceed their expectations at all times.

Our processes and Quality Management System are certified to ISO9001:2008 standards and we have a wide range of other certifications  to meet the standards of the industries we operate in.

We believe in providing our Customer the ""Beyond Sensing"" experience that will help with efficient, cost effective solutions delivered on time and to customized specifications each and every time.","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","acezsensing.com","https://www.linkedin.com/company/acez-sensing"
,"nsc (New Silicon Corp)","We are enhancing the human experience through future technologies. By monolithically integrating compound semiconductors with silicon CMOS, we create the chips that underpin the future technology we will use to watch, move and connect.","Semiconductor Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","nscinnovation.com","https://www.linkedin.com/company/new-silicon-corp"
,"Ichi Seiki","Established in 1988, ICHI SEIKI has grown from a dealer of machine tools in the precision metalworking industry to today’s engineering solution-based company. We help our clients to increase the overall efficiency and productivity of their manufacturing activities using high quality equipment, engineering and automation solutions best fit for their needs. 

We value professionalism, reliability and sustainability. Over the years, we have built strong relationships with our suppliers and provide first class after-sales service to our customers. This has been and will continue to be our foundation to mutually beneficial relationships with our business associates.

ICHI SEIKI carries over 15 brands and 30 machine types. Serving the markets of Singapore, Malaysia and China, our machinery are used broadly in industries including Aerospace, Electronics, Medical Technology, Marine and Offshore. We are an ISO 9001 & Bizsafe Level 3 certified company.","Machinery Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","ichiseiki.com","https://www.linkedin.com/company/ichiseiki"
,"Chemicals & Machinery Group","WE ARE C&M.

We provide class-leading chemical and machinery solutions to all surface finishing industries with dedicated technical support and after-sales service.

Our expansion strategy is global, but its heart is local. We understand our international markets and speak the language of our partners. Our know-how, resources and network will help your business grow. Focus on what matters, let us handle the rest.

--------------------------------------------------------------------------------------------------------------------------------------

•We believe in regularly visiting our Customers’ facilities to better understand their operational needs. 
•Our Logistics Team monitors stock usage levels to identify and highlight potential shortages to customers early. 
•We hold buffer stock to minimise unexpected disruptions to our Customers’ production lines.
•Our Sales Engineers provide after-sales service, such as lab analysis and on-site troubleshooting.

--------------------------------------------------------------------------------------------------------------------------------------

Fast and Timely Delivery: Our direct links to Manufacturers allow us to offer shorter supply lead-time.
Extensive Product Range: We provide a comprehensive selection of high quality solutions and machineries to all surface finishing industries.
Strong Customer Service: We work closely with our Customers to enhance their production processes.

-------------------------------------------------------------------------------------------------------------------------------------

ISO 9001 and bizSAFE Level 3 certified.

Sister Company: PT GK Industry
Subsidiary: CM Chemicals & Machinery Sdn Bhd
Subsidiary: Chemicals & Machinery Thailand Co., Ltd","Chemical Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","chemacasia.com","https://www.linkedin.com/company/chemacasia"
,"Allied Solutions Pte Ltd","Headquartered in Singapore, Allied Solutions Pte Ltd is a privately owned company with its key operational footprint over Asia. Established in 1998, our team has a cumulative experience of more than 10 years in providing and designing total industrial automation solutions.

We are focused on providing you with total effective solutions in the following areas:

    * Automation Systems
    * Industrial Software
    * Industrial Networking Products

Our Strengths

    * Providing and deploying total solution to automation and industrial control
    * Creative approaches to our client’s special needs in order to create unique and tailored solutions
    * Reduce your up-front engineering costs
    * International knowledge, combined with experience in the local market
    * Wide contact base
    * Expertise and Professionalism
    * Flexibility and Attainability
    * Team work based on the implementation of progressive communication disciplines
    * Professional quality of services provided by a highly dedicated team","Automation Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","alliedsolutions.com.sg","https://www.linkedin.com/company/allied-solutions-pte-ltd"
,"Fertino Fertilizer","We sell fertilizers","Chemical Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","fertino.com","https://www.linkedin.com/company/fertino"
,"Biovalence Technologies Pte Ltd","Biovalence Technologies is a recombinant proteomics biotech that wants to make a positive impact on human and animal lives. RetroMAD1 is one of two novel, well-defined chimeric proteins with anti-viral properties that can be given orally. Proof of concept, animal studies and clinical trials in pets have shown RetroMAD1 to be effective in reducing clinical signs and/or death resulting from viral infections due to CDV, CPV2, FeLV, FIV and FIPV.

The company is now generating revenue in the pet healthcare market while saving lives of cats suffering from feline leukemia, feline infectious peritonitis, and puppies from canine parvovirosis. We are touched to continue receiving many cat owners’ and cat shelters’ emails on the positive effect that RetroMAD1 has on their feline family members, thriving with a good quality of life.

In humans, the company has generated data against Herpes, Dengue, AIDS and Ebola. It’s now moving rapidly to work on Covid-19 with partners. Scientists have recently discovered that Sars-CoV2 has a mutation close to that of DENV, HIV, EBOV and FIPV that activates the host cell’s furin protease, allowing rapid invasion.","Biotechnology Research","11-50 employees","Privately Held","Singapore","Singapore","biovalence.com","https://www.linkedin.com/company/biovalence-technologies-pte-ltd"
,"St.Hua Private School","Since its establishment in 1997, St.Hua Pte Ltd has worked with clients to offer solutions in various fields of engineering and electronics. Our products and services include hardware for construction, CAE analysis, as well as electronics and engineering design. 

St.Hua also offers quality technical training under the St.Hua Private School in fields such as information technology and engineering. Some of our courses include electronics design, engineering drafting, programming, interior design and mobile applications design.

With a body of highly experienced and well-educated teachers, we are committed to providing excellent standards of education for mature students looking to adapt better to Singapore’s progressive and dynamic workforce in line with the Singapore government's championing of lifelong learning among older workers.

St.Hua is registered under the Council for Private Education (CPE) and is affiliated to the WDA’s SkillsFuture initiative.

For enrollment, please call (65) 65613877 or send email to us: enquiry@sthua.edu.sg .","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","sthua.edu.sg","https://www.linkedin.com/company/st-hua-pte-ltd"
,"Senserbot","Senserbot collaborates with you to customise and develop innovative and autonomous RFID robots for your business operations. Using patented technology, our robots and user-friendly graphical user interface allow you to maximise efficiency in industries that require support with logistics. Our flagship product is the shelf-reading robot, deployed in libraries to assist with asset tracking. Other applications of our technology include surveillance patrolling, facility inspections, and inventory control.","Automation Machinery Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","senserbot.com","https://www.linkedin.com/company/senserbot"
,"XINPAL","Xinpal is a multinational IC design company specializing in high-speed calculating IC design and development. We offer comprehensive services from front-end to back-end, including logic design, software development, system integration, packaging, and testing. Xinpal's unique approach combines cutting-edge technology with customer-specific needs, delivering highly efficient, high-performance IC solutions for industries like AI, data centers, cloud platforms, autonomous driving, and consumer electronics.","Semiconductor Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","xinpal.com","https://www.linkedin.com/company/xinpal-pte-ltd"
,"COMIN ASIA PTE. LTD.","Established in 1992, The Comin Asia Group represents today  a network of operations between Comin Khmere, Comin Vietnam, Comin Thai, Comin Laos and Comin Myanma.

Collectively dedicated to the technical development of the Mekong Sub Region, with each company employing unique expertise and knowledge from their national market.

Annual Group Sales for 2013 : USD 60 Million
	● Vietnam	: USD 30 million
	● Cambodia	: USD 26 million
	● Other Asian countries	: USD   4 million

Comin Asia Group workforce in 2013 includes nearly 2,000 local and international experts.

Technical Cores:
- Power & Electrical Engineering
- Air Conditioning & Refrigeration
- Water & Sanitation
- Automation, Instrumentation & Controls
- Communication & Electronic Security
- Elevator","Industrial Machinery Manufacturing","501-1,000 employees","Privately Held",,"Singapore","cominasiagroup.com.vn","https://www.linkedin.com/company/comin-asia-pte.-ltd."
,"LMS Technologies Pte Ltd","LMS was founded on 4th July 1995 and has established offices in 5 ASEAN countries: Singapore, Malaysia, Thailand, Vietnam and Indonesia.

Our mission is to be the leading distributor of scientific instruments for material science. One of our key philosophy is to represent exclusively principals who are market leaders worldwide. Therefore we distribute products with a strong reputation for quality and service support.

We are committed to meet the challenge of our customers’ needs for testing and analysis, training personnel, developing testing methods, ISO qualifications, applications and technical issues. Our team of professional engineers are always working closely with our Principals' specialists and industry consultants to achieve the customers' requirements.

Our dedication to material science and our desire to be a ""One-Stop Solution Provider"" to our customers will remain as the basic attributes to our continued success!","Machinery Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","lmstech.com.sg","https://www.linkedin.com/company/lms-technologies-pte-ltd"
,"CKD Singapore Pte Ltd","CKD Singapore established since 1989 is a subsidiary under CKD Corporation Ltd. in Japan. Our Headquarter, CKD Corporation since its founding in 1943, has always been engaged in the research and development of automation technology. 

CKD with our unique cutting edge technology has established a line up of 140 product categories in automated machines and 7000 product categories, including 500,000 products in fluid control components. 

We have developed a business network covering the worldwide market. Due to these achievements, CKD has received both ISO9001 and ISO14001 certificates of the International Organization for Standardization, the first company in our industry to earn these honours 

CKD compressed Air Purification & Pneumatic Control System provide a wide array of control components such as the Air Dryers, Filters, various types of Cylinders & Valves as well as Pressure & Flow sensors that are effective to respond to the never-ending needs of ""Quality Improvement, Cost Reduction & Energy Saving"" requirements in Automation Technology.

CKD Ultra Purity System Components provide chemical fluid control valves & integrated gas delivery systems that are used in Clean environment such as the Semiconductor and Liquid Crystal Display Panel manufacturing. 

We are also providing a wide range of high performance and reliable Clean Room and High Vacuum Control components that are commonly used in such high-technology industries.","Automation Machinery Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","ckdsing.com.sg","https://www.linkedin.com/company/ckd-singapore-pte-ltd"
,"Leipole Electric","Leipole strives to provide customers with high-quality, reliable electrical components and thermal solutions. We have more than 20 years of experience in multi-industries such as automation, renewable energy, industrial machinery and electric power distribution. All our products are designed to meet safety, reliability and high performance standards and are UL, CE, RoHS and ISO9001 & 14001 certified.

From prototypes to small batch production to large-scale production, we can provide tailor-made solutions to meet any customer requirements. Through full-process manufacturing services, we are able to provide fast production, design and delivery solutions according to your project schedule and budget.","Appliances, Electrical, and Electronics Manufacturing","201-500 employees","Privately Held","Singapore","Singapore","leipole.sg","https://www.linkedin.com/company/leipole-electric"
,"Novexx Pte Ltd","Novexx  provides integrated engineering solutions, design, project management, maintenance services, human resource management services as well as equipment and plant fabrication for the process and related industries. With a history of more than 15 years in the pharmaceutical and process engineering industry, Novexx is poised for global growth and gears to be world class player in this area of expertise.

Novexx staff brings to its clients many years of in-plant, project, operational and experience gained from oil majors and pharmaceutical companies.","Pharmaceutical Manufacturing","51-200 employees","Privately Held","singapore","Singapore","novexx.com.sg","https://www.linkedin.com/company/novexx-pte-ltd"
,"Neuprotec","As one of the leading providers of bulk medical disposables, medical equipment, and hospital supplies, Neuprotec is ready to support you. We offer our own private-label products, in premium quality as other brands. We back all products in the Neuprotec line with our 100% satisfaction guarantee.","Medical Equipment Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","neuprotec.com","https://www.linkedin.com/company/neuprotec"
,"Oricus Semicon Solutions","Your trusted partner in semiconductor Assembly & Test and Advanced Packaging tooling, Oricus Semicon Solutions empowers OEMs, OSATs, IDMs and industry innovators with precision tooling solutions that optimises your processes. Backed by decades of expertise, deep R&D, and a commitment to quality, we’re the go-to experts for custom tooling — from unique prototypes to high-volume production.

Proudly serving industry leaders for over a decade, we deliver solutions-driven, innovative, reliable, and cost-effective tooling that keeps you ahead in next-generation semiconductor assembly and test. With engineering passion and customer-focused service, we offer global reach with a local presence.","Semiconductor Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","oricus-semicon.com","https://www.linkedin.com/company/oricus-semicon-solutions"
,"Mikrotools Pte Ltd","At Mikrotools, we specialize in the design, manufacture, and sales of high-precision machining systems. With more than two decades of experience, we are dedicated to making micro-machining technology more cost-effective and versatile than ever before.

Our cutting-edge product offerings include:

1. DT-110 Series – Hybrid Micro-EDM Integrated Multi-Process Micro-Machining Centers

2. Optima Series – Ultra-Precision Diamond Turning Lathes

3. Precision EDM Series – EDM Hole Drilling, Wire-Cut EDM, and Die-Sinking EDM Machines

4. LD Topos Series – Coherence Scanning Interferometry (CSI) for Precision Surface Metrology in In-Process and Post-Process Applications

These solutions are designed to meet the evolving needs of industries requiring precision engineering. In addition to providing advanced micro and nano machine tools, we offer comprehensive machining solutions and outsourced research services.

We understand the growing significance of micro and nano machining in today’s industry landscape. As companies and research institutes push the boundaries of design to develop more efficient and complex systems, Mikrotools is proud to be at the forefront of this technological transformation.

Join us in driving innovation and efficiency in precision engineering.
Explore our range of products and services to discover how Mikrotools can empower your business to achieve new levels of success.","Machinery Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","mikrotools.com","https://www.linkedin.com/company/mikrotools"
,"REVCON ASIA PACIFIC","With nearly two decades of experience, ELTROPLAN-REVCON has become a leading provider of drive engineering solutions across Asia. We cater to various industries, including automation, renewable energy and emphasizing quality and customer satisfaction.

𝐊𝐞𝐲 𝐏𝐫𝐨𝐝𝐮𝐜𝐭𝐬
Our broad product range includes:

-Regenerative Units: Enhance energy efficiency and promote sustainability.
Power Feed and Feedback Units: Optimize energy management for superior performance.
-Harmonic Filters: Mitigate electrical disturbances for cleaner power supply.
-DC-DC Converters: Boost performance across various voltage requirements.
-Inverters: High-quality solutions, particularly in renewable energy applications.

𝐂𝐮𝐬𝐭𝐨𝐦 𝐒𝐨𝐥𝐮𝐭𝐢𝐨𝐧𝐬
We focus on tailored solutions that address our clients' specific needs, collaborating closely to deliver optimal performance.

𝐂𝐨𝐦𝐦𝐢𝐭𝐦𝐞𝐧𝐭 𝐭𝐨 𝐈𝐧𝐧𝐨𝐯𝐚𝐭𝐢𝐨𝐧
We prioritize continuous innovation, investing in R&D to enhance products and offering advanced technologies. Our international patents reflect our dedication to driving industry progress.

𝐒𝐮𝐬𝐭𝐚𝐢𝐧𝐚𝐛𝐢𝐥𝐢𝐭𝐲
Our solutions are designed with energy efficiency in mind, supporting the transition towards renewable energy and reducing carbon footprints.

ELTROPLAN-REVCON is your trusted partner in drive engineering across Asia, committed to exceeding expectations with our experience, comprehensive product range, and dedication to customer satisfaction.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","revcon.com.sg","https://www.linkedin.com/company/revcon-asia-pacific"
,"WATCO Group ltd.","WATCO Group, 
Specialists on Eco-Friendly industrial water cooling technology.

The EQOBRUSH automatic tube cleaning system for Heat Exchangers and (Chiller) Condensers keeps the cooling water tubes free from fouling and scaling at all times (without interrupting operations), thus guaranteeing optimal exchange of heat at minimal energy cost and making all manual cleaning nothing more than a costly nuisance from the past.

Close cooperation with ClimaCheck on water-cooled chiller monitoring and diagnostics.","Machinery Manufacturing","11-50 employees","Privately Held","Singapore, sg","Singapore","watco-group.co","https://www.linkedin.com/company/wacon-international-pte-ltd."
,"Chem On","Chem On is an eCommerce platform that strives to disrupt the Chemicals and Equipment Distribution industry in Southeast Asia. Present in 6 countries - Singapore, South Korea, Indonesia, Thailand, Philippines, and Vietnam, we want to make the lives of our customers easier, faster, and simpler! Chem On is wholly owned by Maha Chemicals Asia (www.mahachem.com), an Enterprise-50 awarded business.","Chemical Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","chem-on.com.sg","https://www.linkedin.com/company/chem-on"
,"Toyo Adtec Pte. Ltd.","Toyo Adtec's nature of business is trading in electronics materials. 

However, in the semiconductor and electronics industries, vendors are required to provide technical support to the manufacturing line. Aside from selling technology products to customers, we are required to give technical advice, troubleshoot line problems and collaborate on process and product development initiatives. It is also foreseen that we will engage in subcontracting services for the manufacturing plant, either in performing part of their non-core activity(like materials inspection, cleaning, packaging or electrical board repair) or manufacturing non-critical parts (like stamping or forming carrier tapes).

Toyo Adtec has a regional footprint of 4 offices in Asia: Singapore, our regional headquarters, the Philippines, Taiwan and Shanghai.

Toyo-Adtec provides direct and indirect materials, equipment and subcontracted engineering and manufacturing services.","Semiconductor Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","toyo-adtec.com","https://www.linkedin.com/company/toyo-adtec-pte-ltd-"
,"Decor Fan SEA, Singapore","Decor Fan SEA is one of the leading local designer fan companies in Singapore. With an extensive range of smart, beautiful designer ceiling fans, these decor fans are the perfect addition to any modern home. You can even shop based on your desired interior design theme, be it Scandinavian or Modern. Decor Fan SEA also features seasonal series in which each design matches spring, summer, autumn, and winter.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Geylang, Central Singapore Community Development Council","Singapore","decorfanstore.com","https://www.linkedin.com/company/decor-fan-singapore"
