"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"Om Decor Pte Ltd","Leading by our 2nd Generation group, Om Decor Pte Ltd. A SME company in Singapore that provides flexibility & conveniences for clients when comes to commercial remodelling & construction works.","Construction","11-50 employees","Public Company","SIngapore","Singapore","om-decor.com","https://www.linkedin.com/company/om-decor-pte-ltd"
,"CitiWall Pte Ltd","At CitiWall Pte Ltd, we are greatly committed to our projects, ensuring exceptional workmanship and high-quality installations. We remain committed to shaping the city's skyline. 

Contact us today for comprehensive solutions for your facade needs, including upgrades, repairs, and renovations, to ensure durability, functionality, and aesthetic appeal.","Construction","11-50 employees","Privately Held","Singapore, East Region","Singapore","citiwall.com.sg","https://www.linkedin.com/company/citiwall-pte-ltd"
,"Liu & Wo Architects Pte Ltd","Liu & Wo Architects was founded in February 1984. In January 1996,  it was renamed to Liu & Wo Architects Pte Ltd. We offer comprehensive consultancy services in master planning, architectural design, interior design, feasibility studies and project management.","Architecture and Planning","11-50 employees","Privately Held","Singapore, Singapore","Singapore","liuwo.com.sg","https://www.linkedin.com/company/liu-wo-architects-pte-ltd"
,"Stoneworks Singapore","Stoneworks Singapore-Your building material solutions provider since 2013. We offer the widest range of Natural Stones, Terrazzo, Engineered Stone&Quartz, Tile, Sintered Stone, Vinyl Tile from all around the world.

Our company helps designers, contractors, project owners and property developers getting good quality building material with direct factory price.
Through high quality of building materials and beautiful design, this can help you to increase the property value, stylish and comfortable to those staying.

StoneWorks Singapore provides high-quality products and at the same time, our designs are always on-trend as we offer the widest range of products sourced from all around the world.
Now you can entrust StoneWorks as your all-in-one building material solution provider as we are offering a good product, updated design at the same time before and after customer services.
We take care of all the steps to ensure everything is perfect.
THINK QUALITY, THINK STONEWORKS","Building Materials","11-50 employees","Privately Held","Singapore, Singapore","Singapore","stoneworks.com.sg","https://www.linkedin.com/company/stoneworks-singapore"
,"SINGAPORE STAINLESS STEEL PTE. LTD.","Established in 2013, SINGAPORE STAINLESS STEEL PTE. LTD. (PVD Titanium Coating) mainly specializes in stainless steel surface finishes and stainless-steel sheet, profile, cladding & ornament fabrication. We are distributor for various production plants from various region. Our partnering production plants were pioneering and leading manufacturer of decorative, futurities & artistic/coloured stainless-steel sheets in SOUTH EAST ASIA, which has the latest coating facility, technology and has been regarded biggest base of stainless steel production. We are fully supported by our partners from various region.
As leading stockist cum manufacturer of artistic/coloured stainless-steel sheets, has 16 units of high quality PVD machines for individual colour schemes coating processes which have the highest definition to the required RAL Code, 2 pieces of anti-finger production lines, 12 pieces of mirror polishing machines, and full chain facility of fabrication line. From V-Cut, Laser Cut, Router, Thorough Punch, Bending, Rolling and etc…  The productive capacity of our coloured sheets is over 160 sheets per day. Meanwhile, we could provide all kinds of coloured stainless-steel products, such as coloured stainless-steel furniture, coloured stainless-steel U-channels, coloured stainless-steel screen and so forth.
EMAIL: sales@ssspvdt.com

Workshop: Blk 5 Ang Mo Kio Ind Park 2A #03-15 (AMK TECH II) Singapore 567760
Tel: +65 6656 6551 (5 Lines)   |   Fax: +65 6656 6552   |  WeChat & WhatsApp: +65 9108-1277 / +65 9385 9722","Architecture and Planning","2-10 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/singapore-stainless-steel-pte-ltd"
,"THIAN SUNG CONSTRUCTION PTE LTD",,"Civil Engineering","2-10 employees",,"Singapore","Singapore",,"https://www.linkedin.com/company/thian-sung-construction-pte-ltd"
,"Trussco Pte Ltd","The top specialist contractor and manufacturer of steel doors.","Construction","51-200 employees","Privately Held","Singapore, SIngapore","Singapore","trussco.com.sg","https://www.linkedin.com/company/trussco-pte-ltd-sg"
,"Soilbuild Construction Group Ltd","Since our inception in 1976, we have handled a wide range of construction projects, in the private and public sectors. In order to provide better support and value added services, we have expanded our scope of services through the years to include civil engineering, design & build contract services, turnkey construction, project services and project management services.","Building Construction","201-500 employees","Public Company","Singapore, Northeast","Singapore","soilbuildconstruction.com","https://www.linkedin.com/company/soilbuildconstructiongroupltd"
,"Ken-Pal (S) Pte Ltd","Ken-Pal has established a strong foothold in the construction industry, catering to the needs of both the public and private sectors. The company has undertaken a wide spectrum of projects ranging from the construction and lift upgrading of new/existing HDB flats, schools, SPPG sub-station, NEA market upgrading, construction of private industrial buildings/facilities, post construction services such as addition/alteration works and building maintenance services with DSTA and MOE and solar leasing of grid-tiered solar photovoltaic system for HDB residential blocks.

Equipped with an experienced and dedicated team of professionals whose collective expertise are in all disciplines, Ken-Pal strives to accomplish beyond expectations. As an ISO 9001, 14001, OHSAS 18001, bizSAFE STAR and Green and Gracious Builder (GGBS) accredited company, we are committed to deliver unparalleled quality to our clients and demonstrate performance excellence in the form of project management and technical expertise. Our accomplishments are achieved though, with workplace safety and the physical environment as top priorities.

In our relentless pursuit to be the builder of choice, we constantly explore new and innovative technologies, embrace industry best practices and invest in top-notch human capital. In sustaining excellence, we collaborate closely with our business partners to raise performance and productivity levels.","Construction","51-200 employees",,"Singapore, Singapore","Singapore","ken-pal.com.sg","https://www.linkedin.com/company/ken-pal-s-pte-ltd"
,"Polymer Applications Singapore Pte Ltd","Incorporated in Singapore since 1989, Polymer International has accumulated nearly 3 decades of experience in the polymeric protective epoxy flooring and anti-slip coating business.

From the humble beginnings of an applicator for anti-slip floor coatings and wall coatings in the building and marine industries, and; corrosion and waterproofing systems for concrete and metal roofs – we have since flourished into a full-fledged Single-Source Solutions provider and leader in the industry of polymeric protective epoxy floor coatings.

We are our own manufacturer, researcher and developer of polymeric epoxy coatings, and; engineer and applicator of enduring polymeric protective epoxy floor coating systems – thus offering our clients a thoroughly holistic project engagement experience.

Our applicator units are strategically located in most parts of ASEAN, and are able to cater and support the anti-slip flooring requirements of many transnational companies.","Construction","11-50 employees","Privately Held","Singapore, Singapore","Singapore","polymer-international.com","https://www.linkedin.com/company/polymer-applications-singapore-pte-ltd"
,"TSM Consultancy Pte Ltd","Established in Singapore in 1998, TSM specialises in providing innovative solutions to modern traffic and transport problems.

TSM is reputed to provide independent and impartial advice with the highest standards of quality and integrity. Frequently, having appointed TSM for an initial assignment, clients choose to retain our services to help achieve implementation goals.

Our clientele includes government authorities, statutory boards, multinational companies, building developers and contractors. Our solutions and advice are succinctly structured, highly effective and well received.

 

MISSION
To be a specialist in traffic, transport and road safety, offering independent and high quality planning, engineering and management services to clients across all industries and sectors.","Civil Engineering","11-50 employees","Self Owned","Singapore, Singapore","Singapore","tsmconsultancy.com","https://www.linkedin.com/company/tsm-consultancy-pte-ltd"
,"Monitoring Solution Providers Private Limited","We Are Specialize in Deformation Structures Monitoring.","Civil Engineering","11-50 employees","Partnership","Singapore","Singapore","mspsystem.com","https://www.linkedin.com/company/monitoring-solution-providers-private-limited"
,"Photizo Global Pte Ltd","Photizo specializes in the development and integration of intelligent IoT solutions that are focused on propelling cities and people.

Individual solutions are our particular strength. The unique blend of our expertise and experience across the world of IoT controls enables us to create customised technology solutions that are both innovative and scalable - opening new possibilities and directly connecting with peoples' needs.

We offer a full range of services and can help you from the very creation of an idea through to delivery and on-going support. Whether it’s a solution on an infrastructure or personal level, we can work with you to create it. 

For Smart Cities, future urban and street poles must be designed to challenge the ever-increasing demand of housing various IoT devices required by the different government and public service departments. As the word infers, the IoT POLE is the ultimate platform to cater for various possible ICT and IoT devices for any smart cities in the world.

It provides unlimited possibilities for tech innovators, system integrators, IoT developers, and even inventors to leverage upon and use this platform as the foundation for any new smart city innovation. 

Photizo Global aims to license this patent-pending technology worldwide. It is seeking partners in Europe, Middle East, the Americas, and Asia.","Architecture and Planning","2-10 employees","Privately Held","Singapore, Singapore","Singapore","photizo.global","https://www.linkedin.com/company/photizo-global"
,"DG-ENERGY CONTROLS","Founded in 2015, DG-Energy is a company specialized in Building Management System in Singapore and South East Asia. Our multi-disciplinary team made of in-house experts with more than 20 years' field experience has allowed us to develop our BMS with a performance based and holistic approach. 
DG offers a wide range of services, of which the three main ones are: chiller plant optimization, greenfield projects, and retrofit & IBMS projects.","Construction","2-10 employees","Partnership","Singapore","Singapore","dgenergycontrols.com.sg","https://www.linkedin.com/company/dg-energy-controls"
,"Mr Shopper Studio","Established in 2014, Mr Shopper Studio was founded with the vision of revolutionizing the local interior design scene by delivering the ultimate in aesthetics and highly personalized consumer experiences.

With a strong background in the renovation trade, Ken saw the immense potential in reimagining the way renovations are done. Driven by a passion for innovative design and seamless client experiences, Mr Shopper Studio was born—founded on the belief that good design and great relationships stem from clear communication and creative collaboration.

As pioneers in the industry, Mr Shopper Studio is proud to be the first in Asia to introduce the Interior Personality Analysis (IPA) Program. This methodology has transformed the way homeowners approach interior design, elevating their experience while delivering stunning results. To date, we have helped bring more than 200 dream homes to life.

We continue to grow and welcome talented individuals who share our vision, working together to craft beautiful spaces that inspire and delight.","Architecture and Planning","11-50 employees","Privately Held","Singapore","Singapore","mrshopperstudio.com","https://www.linkedin.com/company/mr-shopper-studio"
,"Master Contract Services Pte Ltd","The Company was incorporated in 1993, securing their first few projects in the facilities maintenance industry. Since its inception, the Company has been transformed from a humble team of few men team into a trusted name in the industry. Through commitment and teamwork, it has achieved recognition from the industry's regulator, Building & Construction Authority (BCA) and has been awarded with Grade A1 in General Building (CW01) since 2009. The Company is capable of undertaking large scale and complex projects in both the public and private sector.

In 2011, the Company ventured into property development. It achieved a significant milestone with the successful launch of its first private residential development of 422 units of luxurious condominium Skies Miltonia, semi-detached houses at Wak Hassan and a freehold B1 industrial property, Tag A at 81 Tagore lane.

The latest completed developments by the Company include a hotel development at 700 Beach Road, a hotel with retail/F&B mall at 86 East Coast Road and The Amore Executive Condominium at Punggol.

With the Company’s proven track records and experience, it is poised to undertake more challenging projects and future growth ahead.","Construction","51-200 employees","Privately Held","Singapore","Singapore","mastercontract.com.sg","https://www.linkedin.com/company/master-contract-services"
,"EIK Engineering Pte Ltd","EIK Engineering. We are a Singapore based company specializing in design and fabrication of high quality excavator attachments for various makes and models of earth moving equipment. We pride ourselves in offering superior products to our customers by using only high quality steel materials, ensuring that a consistently high level of workmanship is achieved in every piece of attachment we produce. We believe our customers deserve unparalleled investment/performance ratio for choosing our products, hence our company motto 

""We Build With Pride, You Use With Trust"".","Construction","11-50 employees","Partnership",,"Singapore","eikengineering.com","https://www.linkedin.com/company/eik-engineering-pte-ltd"
,"Vermeer Southeast Asia","For over 70 years, Vermeer has been providing superior solutions to a wide variety of industries including: underground utilities, pipeline installation, wood waste & biomass recycling; tree care & landscaping, and surface mining.","Construction","2-10 employees","Privately Held","Singapore","Singapore","vermeersea.com","https://www.linkedin.com/company/vermeer-southeast-asia"
,"ED Design Group","ED Design Group offers our customers distinctive and cost effective results in Design Development, Production and Project Management services. Regional support through our regional network of offices and global connections, ED Design Group is able to provide prompt overseas support, as well as maintain international quality and services standards, and most importantly assist our customer's marketing effort in achieving a global brand consistency. 

At ED Design Group, we strive towards delivering world-class services and total image development for our customers.","Architecture and Planning","51-200 employees","Privately Held","Singapore, Singapore","Singapore","eddesigngroup.com","https://www.linkedin.com/company/ed-design-group"
,"JIB Specialist Consultants Pte Ltd","JIB Specialist Consultants was incorporated in Singapore in January 2010 and is a consulting firm with recognized qualifications and proven track records in providing specialty services associated with Civil, Structural, Geotechnical, Foreshore and Environmental Engineering in both Singapore and Malaysia.","Civil Engineering","51-200 employees","Privately Held","Singapore, Singapore","Singapore","jibspecialist.sg","https://www.linkedin.com/company/jib-specialist-consultants-pte-ltd"
,"ENARI Architects","A boutique architecture office based in Singapore, Bangkok and Milan","Architecture and Planning","2-10 employees","Self Owned","SINGAPORE","Singapore","enari.co","https://www.linkedin.com/company/enari-architects"
,"Progressive Builders Pte Ltd","Progressive Builders Pte Ltd was incorporated in Singapore in January 1973. The company started as a precast concrete manufacturer and later expanded into general building construction.

Progressive has undertaken and successfully completed numerous projects including both public and private housing projects, industrial projects, commercial and institutional projects.

In recent years, the company concentrated and developed core competencies in public housing projects in Singapore.  The company has professionals specializing in the project management, general building construction services as well as design and build services for fast track projects.

The company also operates an in-house Steel Fabrication facility and runs an overseas skilled workers testing centre in Dhaka, Bangladesh.  This overseas testing centre is accredited by Building Control Authority of Singapore.

Progressive Builders is presently registered with the Building and Construction Authority (BCA) under the work head in General Building (CW01), A1 category.","Construction","201-500 employees","Privately Held","Singapore","Singapore","progressive.com.sg","https://www.linkedin.com/company/progressive-builders-pl"
,"Green Engineering and Construction Pte Ltd","Green Engineering & Construction Pte Ltd
Company specializes in Engineering , Design, Supply & Installation for Electrical and all kind of Low Voltage system , ACMV Duct work , ACMV Pipe work, Air Condition Installations & Maintenance , ACMV Power , Control System, BMS System , and Fire Protections System in all kinds of Projects.

We also have engaged strong high experience Electrical, Mechanical, Civil, Structural Professional Engineers (PE) as well as EMA License Electrical worker (LEW) to support our company for the design and operation for the Electrical & Mechanical system.

On the top of the above we have the team of skilled and experienced Project Managers , Supervisors, Technicians & Workforce with the right attitude and sense of commitment to deliver all our Projects on times with exemplary quality at the same time to ensure and committed for the Safety , Health & Environmental aspects to meet our customer full satisfaction and value for their money.","Construction","51-200 employees","Privately Held","SINGAPORE, SINGAPORE","Singapore","greenec.com.sg","https://www.linkedin.com/company/geen-engineering-and-construction-pte-ltd"
,"Atelier Ikebuchi","Senior Interior Designer","Architecture and Planning","2-10 employees","Privately Held",,"Singapore","ikebuchi.com","https://www.linkedin.com/company/atelier-ikebuchi"
,"Prince's Landscape and Construction Pvt. Ltd.","It is challenging to takeup a hallmark project in Singapore, one of the luxurious hotels in the world a group of Las Vegas Sands.","Civil Engineering","201-500 employees","Privately Held",,"Singapore","princelandscape.com","https://www.linkedin.com/company/prince's-landscape-and-construction-pvt.-ltd."
,"CORE+ Studio","CORE is a sustainability focus consultancy firm that aims to create resilient, human-centric and eco-centric design solutions and make it as the “new norm.” Seeing the tremendous responsibility falls on those in the design & construction industry to create a sustainable built environment, the CORE founders saw the need to promote ecologically-driven design practices while still meeting human needs. 

CORE has 3 main pillars: 
Sustainability Consultancy 
Education
Design Consultancy","Architecture and Planning","2-10 employees","Partnership","Singapore, Singapore","Singapore","thecore360.com","https://www.linkedin.com/company/core-expo"
,"EBS PRECAST","EBS precast is a company established on the basis of strategic cooperation between consultants, contractors of Vietnam; architectural, structural, manufacturer and erector of precast panels Singapore and Malaysia with more than 20 years of experience.

EBS precast specialize in value adding to projects that utilize precast elements. Our team often provide precast solutions where lateral thinking and experience across a range of disciplines from detailing, coordination, manufacture and erection is essential to ensure cost effective and efficient precast is always adopted. Solutions such as precast panels acting as deep beams to avoid costly transfer structures have led our clients to realize the benefits in adopting precast solutions to reduced structural cost and the number of elements, increase usable floor space with less columns, shorten cycle and construction times, lower maintenance, reduce material volumes and wastage, reduce forming costs, reduce material handling per floor and achieve longer spans.

EBS precast is a team of experience and professional individuals that possess in-depth knowledge of the building industry. When you work with us, you can be assured of top quality services and innovative products, which will exceed your expectations.","Construction","51-200 employees","Public Company","Singapore, NA","Singapore","ebsprecast.com","https://www.linkedin.com/company/ebs-precast"
,"BOB D&B Pte. Ltd.","BOB D&B Pte. Ltd. is a full-service thematic production company that is dedicated to creating designs and taking them from concept to reality. The company is comprised of a passionate and dedicated group of experienced professionals who share an enthusiasm in influencing detailed-orientated designs as a production driver in the thematics industry. 

BOB D&B Pte. Ltd. is committed in delivering the highest quality of themed finishes to projects in Asia. Since the company was established as a specialist in the thematic industry, it focused on various range of thematic spaces such as themed parks, amusement parks, malls, museums, etc. Our thematic projects are mainly focused on themed finishes, concept designs, design drawings, project management, project consultation and speciality installation.

BOB D&B Pte. Ltd. strategically operates from their HQ in Singapore, design house in Shanghai and appointed production facilities in the region to successfully supply themed finishes to projects within the region.","Construction","11-50 employees","Privately Held","Bukit Batok","Singapore","bob.com.sg","https://www.linkedin.com/company/bob-d&b-pte--ltd-"
,"Sorento Group","At Sorento Group, we view each project as a unique opportunity, customizing our systems and processes to align perfectly with the distinct needs and expectations of our clients.

As industry leaders in client-focused project leadership, we excel in problem-solving and delivering projects that meet the highest standards. Our team specializes in independent client representation, strategic planning, and comprehensive project and construction management, delivering exceptional results across a wide range of sectors","Building Construction","11-50 employees","Privately Held","Singapore","Singapore","sorentogroup.org","https://www.linkedin.com/company/sorento-gp"
,"Data-Centric Engineering Pte Ltd (Singapore)","We provide data centre owners with end-to-end project management and delivery services to support infrastructure installations and facility upgrades","Construction","2-10 employees","Privately Held","Singapore","Singapore","data-centric.sg","https://www.linkedin.com/company/data-centric-engineering-pte-ltd-singapore"
,"Acme Associates Pte Ltd","Acme Associates is the leading Data Centre builder in Singapore which provides full turn-key solutions for our clients, ranging from feasibility studies, building design & construction to 24/7 facility management & technical support.

Acme also ensures the continuous running of your Data Centre infrastructure in its most optimal state, with PUE and energy efficiency as one of our key focus when designing the infrastructure. 

When you think of Acme, you think of Perfection!

For more information, please visit www.acme-associates.com","Construction","51-200 employees","Privately Held","Singapore, Singapore","Singapore","acme-associates.com","https://www.linkedin.com/company/acme-associates-pte-ltd"
,"durlum Asia","durlum Asia Limited is a member of the German based durlum GmbH
Group of Companies, internationally known for their innovative 
design and expertise in the manufacture of metal ceiling, lighting 
and daylighting systems. 
The Groups dedication to research and exploration of new 
technology ensure durlum maintain their position as a global 
leader in their field. Sixty years of practicing high standards 
of workmanship together with consistent improvements in 
manufacturing techniques led to the implementation of their 
current Environmental program obtaining ISO 14001 & ISO 50001 
certification. durlum firmly believe that high quality innovative 
products and providing first hand technical support are the best 
way to ensure the customer experiences the greatest benefits 
and satisfaction. 
durlum Asia Limited was founded on this principle, facilitating 
the transfer of new technology from Europe to consultants and 
architects in the region. Since setting up in 1999, the experienced 
and professional team located in Hong Kong and Singapore has 
now successfully executed more than 800 projects in the Far East.","Architecture and Planning","11-50 employees","Privately Held","Geylang, Singapore","Singapore","durlumasia.com","https://www.linkedin.com/company/durlum-asia"
,"BuildTech Asia","BuildTech Asia is the premier exhibition for the Built Environment sector for Asia. The event gathers companies and professionals in the build environment sector to discuss trends, insights and developments to accelerate the adoption of Industry 4.0 that sees the workforce using the latest smart technologies.","Construction","51-200 employees","Public Company","Singapore","Singapore","buildtechasia.com","https://www.linkedin.com/company/buildtech-asia"
,"ICN Design","Welcome to ICN Design. We are award winning designers in landscape architecture, master-planning and urbanism. Our experienced team has been infused with emerging young talent from all over the globe.

For us ‘landscape’ is the physical sphere in which all our daily activities; social, artistic and economic take place. ‘Landscape’ is much more than just plants and trees, although these form part of our passion for design. In fact everywhere is part of some ‘landscape’, because our visual world has no boundaries, 

This is why we are Landscape Architects, to influence and shape for better all the places we live. And as important, the places we don’t inhabit but depend on for our existence; clean air, fresh water and food. Places that sustain the rich diversity of life. Check out our website [www.icn-design.com.sg] and you’ll find projects we’ve completed. Advocating, promoting, and achieving a range of design interventions creating places that we know make people’s experience and life much better. We’re happy to discuss ideas, share our understanding, raise landscape issues and inspire. To investigate opportunities and look at new projects for improving our world through design.","Architecture and Planning","11-50 employees","Privately Held","Singapore, Singapore","Singapore","icn-design.com.sg","https://www.linkedin.com/company/icn-design-international-pte-ltd"
,"P+A Projects Pte Ltd","Established in 1999, Park + Associates has taken on an array of international projects from private dwellings to high-rise residential, commercial, cultural and civic, mixed-use, theme parks, and integrated entertainment venues.  In 2008 P+A Projects was created to provide exclusive design services for the themed entertainment industry.  

While initiating our talents within several attractions at Universal Studios Singapore, we have come to build relationships with the biggest names in the industry; Disney, Warner Bros., DreamWorks and Fox.  Together an experienced staff of over 60 architects, interior designers, landscape designers and engineering consultants offer the talent needed to deliver world class attractions and architecture.","Architecture and Planning","51-200 employees","Privately Held","Singapore, Singapore","Singapore","paprojects.com.sg","https://www.linkedin.com/company/p-a-projects-pte-ltd"
,"Bostik Asia Pacific | Sealing & Bonding","Bostik - A global leader in adhesive technologies 

Our smart adhesive systems are used globally in the construction of new buildings and refurbishment projects. Bostik offers solutions for flooring, tiling, waterproofing, sealing, decoration, assembly and insulation. 

Our customers come from diverse markets, most notably the industrial manufacturing, construction and consumer sectors.

As a leading global specialist in adhesive and sealant manaufacturing, we strive to continuously move the market forward by delivering next generation products which offer superior performance while meeting the latest international and local building codes and environmental standards.","Construction","11-50 employees","Public Company","Singapore","Singapore","bostik.com","https://www.linkedin.com/company/bostik-asia-pacific-sealing-bonding"
,"United Service Consultant Pte. Ltd.","United Service Consultants have been involved with the Process Industry for a few years. United service Consultant registered in 2017, there by starting their activities by giving solutions to general building engineering design and consultancy services. Although praised for the quality of bulk design & drafting services and customer satisfaction, United have attained their customer reference & reputation.

After years of services, the demand & Compulsion of BIM / VDC services in construction industry has welcomed more opportunities & business to them. United have started its BIM Modelling and Drafting services for Several Potential Customers in Semiconductor wafer fab manufacturing, Pharmaceutical, Solar Cell fab, chemical, microelectronics industries in Singapore, Malaysia, India & Middle east. In Extent to that United has strengthened their core team for managing BIM Modelling and drafting services in the above mentioned industries across the specified regions. Also, have intensive program for training our team yearly to serve our best services with quality. Special Attention has been given to rendering the quality service that will lead to the expansion of our traces in this domain. With Qualified & Experienced Professional, they are providing various consultancy services for Project Management, Space Management & Hook up etc.

As a part of Engineering Design and consultancy, United have a strong foundation and sound knowledge in Water and wastewater treatment system background that helps them in involving various installation, Operation, Maintenance & Trouble shooting of Installed Systems. Under the secondary business activities of Water and Gas-Pipeline and Sewer Construction – they carried out various Piping work, Electrical and mechanical installation works as well. As United familiar with Process automation, they extend their services to Panel fabrication and Installation as-well.","Construction","51-200 employees","Privately Held","Singapore, North East","Singapore","unitedserviceconsultant.com","https://www.linkedin.com/company/united-service-consultant-pte-ltd"
,"Starhigh Asia Pacific Pte. Ltd.","Starhigh Asia Pacific is a prominent player in the sand supply industry across Singapore, Myanmar, Cambodia and Vietnam. Capitalising on available resources and business opportunities, we have strategically expanded our business that encompasses various subdivisions of the sand supply chain, offering dredging and discharging services.

Over the years, Starhigh has also diversified its business within the group from offline to online such as Travel and Lifestyle, Retail e-Commerce to the latest venture on Technology.","Construction","201-500 employees","Privately Held","Singapore, Singapore","Singapore","starhigh.com.sg","https://www.linkedin.com/company/starhigh"
,"Archtur Pte. Ltd.","Archtur is an architectural and interior design firm focused on crafting purposeful, people-centered spaces. 

Led by the principles of UX (user experience) design, Archtur’s holistic approach integrates the core aspects of space branding and sustainability in this design philosophy. This enables the firm to create meaningful spaces that anticipate and adapt to ever-evolving home and business spaces modern-day needs. Equipped with a multi-disciplinary network, Archtur enables Clients unified solutions of its design principles in architectural, interior design, and project management.

The commitment to delivering user-centric spaces is seen at the heart of the business; a dedication to rethink and rewrite the narrative of architecture, by embracing the future of spatial experiences. 

Constant (re)evaluation of the current spatial experiences and conceptualization of future lifestyle and/ or operational needs are fundamentals of client empathy. Identification of gaps & opportunities for change & innovation enables the execution of intrinsic iterations that create positive social impact and are key contributors to the success of Archtur’s projects.

Based in Singapore, the home-grown architectural practice is helmed by founder and principal architect Jonathan Lim, a registered architect in Singapore and a member of the Singapore Institute of Architects (SIA). 

Having served in the industry for over 20 years, Jonathan brings to each project a keen eye and deep expertise, with his broad experience across varying capacities as an architectural student, registered architect, contractor, and property developer. His transition to founding Archtur has allowed him to shape countless residential and commercial spaces, developing visions into reality, enriching lives along the way. 

https://linktr.ee/archtursg
https://www.archtur.com.sg/privacypolicy
https://www.archtur.com.sg/termsofuse","Architecture and Planning","2-10 employees","Self Owned","Singapore","Singapore",,"https://www.linkedin.com/company/archtursg"
,"Lindner Facades Asia Pte. Ltd.","Lindner Facades Asia Pte Ltd (LFA) was successfully relaunched in May 2019, as part of the Lindner Group. Located in Singapore, LFA will be promoting and securing projects in the vast and promising Asian market.

Being a market leader and reliable partner to stakeholders, Lindner Facades Asia (LFA) provides high quality and engineered solutions when delivering turnkey projects with complex steel and glass, facades, skylights, curtain wall and building envelopes.

The Singapore Team offers Pre-sales consultation, Planning advice, Engineering design, Project management, Fabrication and installation works with ISO (9001:2015, 14001:2015 and 45001:2018) and BizSafe standards obtained since early August 2019. 

https://www.facebook.com/LindnerSG

https://www.lindner-group.com/en/privacy-policy/
https://www.lindner-group.com/en/footer/imprint/","Construction","11-50 employees","Privately Held","Singapore, Singapore","Singapore","lindner-group.com","https://www.linkedin.com/company/lindner-facades-asia"
,"YWA Studio","YWA Studio provides professional Architectural and Interior Consultancy as well as project management. Being a part of a multi-disciplinary office consisting of allied professional affiliates allows for the provision of a comprehensive service that is both efficient and effective. 

Our principle Architect have led projects ranging from mixed-developments, residential condominiums, hotel & resort, light industrial & private residential developments in the region.","Architecture and Planning","2-10 employees","Self Owned","Singapore","Singapore","ywastudio.com","https://www.linkedin.com/company/ywa-studio"
,"Geomotion (Singapore) Private Limited","Singapore's leading supplier of geotechnical and structural asset monitoring instrumentation services.","Construction","51-200 employees","Privately Held","Singapore, Singapore","Singapore","geomotion.com.sg","https://www.linkedin.com/company/geomotion-singapore"
,"TY Lin international ltd","A leading consulting engineers firm in Singapore provides project management, civil & structural and M&E services for buildings and infrastructures.

Some recent infrastructure projects: Thomson Lines Package B (total 8 stations, 14.5km), Thomson Line Depot, Downtown Line 3 package 3 (total 5 stations), Downtown Line 2 (Bukit Panjang Station)

Some recent building projects: Marina Bay Sands, Interlace, Kepple Development","Civil Engineering","201-500 employees","Privately Held","Singapore, Singapore","Singapore","tylin.com","https://www.linkedin.com/company/ty-lin-international-ltd"
,"Iridium Engineering Singapore","Iridium Engineering provides high quality engineering, technical and construction personnel to the high-tech industries in South East Asia. Whether you are looking to fill individual positions or require a fully managed staff augment project team, we can provide the personnel, typically in the following areas - Project Management, Engineering Design, Cost Control, Document Control, Construction Management, Process Systems Support, Tool Install Management, Quality Management, Procurement, Finance, Safety Management, Project Controls and QA/QC. Founded in 2007, we have been involved in some of the largest semi-conductor construction projects in the region and have industry experts who can provide the support needed for base build and tool install projects.","Construction","11-50 employees","Privately Held","Singapore","Singapore","iridiumengineering.com","https://www.linkedin.com/company/iridium-engineering-sg"
,"PERI Singapore","PERI Asia Pte Ltd is a subsidiary of PERI SE in Weissenhorn, Germany. As specialists in formwork and scaffolding technologies, we want to help our increasing number of customers to build more efficiently, faster and safer.

In Singapore, we have achieved and sustained our position as market leader in the local formwork market over the years. We continue to grow based on our customer's confidence in our outstanding performance and comprehensive services.

PERI Singapore has been involved in numerous iconic projects across the country (Marina Bay Sands, Singapore Sports Hub, DUO Tower, Kallang Tennis Centre, and many more) thanks to our customer's trust in our products and systems.

Let's make construction more efficient, faster and safer.

PERI Asia Pte Ltd
No 1 Sims Lane #04-12
Singapore 387355

+65 6744 2989
info@periasia.com
www.peri.sg","Construction","11-50 employees","Public Company","Singapore","Singapore","periasia.com","https://www.linkedin.com/company/peri-singapore"
,"FDAT ARCHITECTS","WWW.FDAT.CO

FDAT designs architecture and interiors that are smart, engaging and incisive. Our practice is driven by ideas; we believe that design can make a strategic difference and improve lives, add economic value and shape positively our social and cultural landscape. A key aspect of our design involves humanizing our built environment and improving our relationship with greenery and nature.

Before founding FDAT, Francis and Donovan practiced for a total of more than 20 years at WOHA, recognized as Singapore and the region’s leading architecture firm with numerous international awards. Both directors have extensive experience leading teams in diverse projects from landed houses, shophouse adaptive reuse to high-rise residential, commercial and hospitality projects.","Architecture and Planning","11-50 employees","Partnership","SINGAPORE, SINGAPORE","Singapore",,"https://www.linkedin.com/company/fdat"
