company_name,category,description,website,phone,email,detail_url
ANBROS INDUSTRIES (S) PTE LTD,Dairy Products,,,(65) 6861 1011,anbros@anbros.com.sg,https://www.agri-biz.com/company-details/anbros-industries-s-pte-ltd/
ANCHOR MARINE SUPPLIES PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6863 5033,amsspore@anchormarine.com.sg,https://www.agri-biz.com/company-details/anchor-marine-supplies-pte-ltd/
ANG KEE COLD STORE PTE LTD,Cold Stores,,,(65) 6778 8459,,https://www.agri-biz.com/company-details/ang-kee-cold-store-pte-ltd/
ANG KEE FISH MERCHANT PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6774 8919,,https://www.agri-biz.com/company-details/ang-kee-fish-merchant-pte-ltd/
ANG KEE FISH TRADERS,Fish & Seafood Processing Establishments,,,(65) 6773 6209,,https://www.agri-biz.com/company-details/ang-kee-fish-traders/
ANG KIAT LENG TRADING,Fruits & Vegetables - Importers & Exporters,,,(65) 6773 0407,,https://www.agri-biz.com/company-details/ang-kiat-leng-trading/
ANG LEONG HUAT PTE LTD,Chinese Wine,,https://alh.com.sg,(65) 6749 9988,,https://www.agri-biz.com/company-details/ang-leong-huat-pte-ltd/
ANG SAR LI FOOD INDUSTRY,Fish & Seafood Processing Establishments,,,(65) 6280 4333,,https://www.agri-biz.com/company-details/ang-sar-li-food-industry/
ANG SENG EGGS SUPPLIER,Eggs - Importers & Exporters,,,(65) 6769 8311,,https://www.agri-biz.com/company-details/ang-seng-eggs-supplier/
ANG TIAN HOCK TRADING PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6223 9368,,https://www.agri-biz.com/company-details/ang-tian-hock-trading-pte-ltd/
ANGLES INCORPORATED PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6333 3188,,https://www.agri-biz.com/company-details/angles-incorporated-pte-ltd/
ANGLISS SINGAPORE PTE LTD,Meat & Meat Products - Importers & Exporters,Member of MTA,https://angliss.com.sg,(65) 6778 8787,enquiry@angliss.com.sg,https://www.agri-biz.com/company-details/angliss-singapore-pte-ltd/
ANIMAL ARK VETERINARY GROUP (ANIMAL ARK BINJAI),Veterinary Clinics,,,(65) 6100 6000,,https://www.agri-biz.com/company-details/animal-ark-veterinary-group-animal-ark-binjai/
ANIMAL PRACTICE PTE LTD,Veterinary Clinics,,,(65) 6288 3929,,https://www.agri-biz.com/company-details/animal-practice-pte-ltd/
ANN TAT FROZEN FOOD TRADING,Fish & Seafood Products - Importers & Exporters,Member of SIAS,,(65) 6266 0968,,https://www.agri-biz.com/company-details/ann-tat-frozen-food-trading/
ANNABELLA PATISSERIE PTE LTD,Confectionery & Pastry Products,,,(65) 6591 8808,,https://www.agri-biz.com/company-details/annabella-patisserie-pte-ltd/
ANNEX MICROSYSTEMS,Scales,,,(65) 6744 4866,,https://www.agri-biz.com/company-details/annex-microsystems/
ANTIOCH SINGAPORE TRADING PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6222 3622,,https://www.agri-biz.com/company-details/antioch-singapore-trading-pte-ltd/
AOYAMA FOOD TRADING PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6377 2991,,https://www.agri-biz.com/company-details/aoyama-food-trading-pte-ltd/
APE PTE LTD,Magnets & Magnetic Devices,,,(65) 6861 6809,,https://www.agri-biz.com/company-details/ape-pte-ltd/
APOLLO AQUACULTURE GROUP PTE LTD,Fish & Seafood Products - Wholesalers & Traders,Member of SIAS,,(65) 6481 1338,,https://www.agri-biz.com/company-details/apollo-aquaculture-group-pte-ltd/
APOLLO AQUARIUM PTE LTD,Fish Ornamental - Importers & Exporters,Member of SAFEA,https://apolloaq.com.sg,(65) 6481 9990,info@apolloaq.com.sg,https://www.agri-biz.com/company-details/apollo-aquarium-pte-ltd/
AQUA FAUNA INTERNATIONAL PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6581 0555,,https://www.agri-biz.com/company-details/aqua-fauna-international-pte-ltd/
AQUA FRESH PRODUCTS,Fish & Seafood Products - Importers & Exporters,,,(65) 6227 8002,,https://www.agri-biz.com/company-details/aqua-fresh-products/
AQUA-BIO TRADING,Aquarium Fish Shops,,,(65) 6446 2083,,https://www.agri-biz.com/company-details/aqua-bio-trading/
AQUA-NAUTIC SPECIALIST PTE LTD,Fish Ornamental - Farms,Member of SAFEA,,(65) 6481 3366,,https://www.agri-biz.com/company-details/aqua-nautic-specialist-pte-ltd/
AQUACULTURAL F.A.M.E (S) PTE LTD,Fish Ornamental - Importers & Exporters,,,(65) 6481 1266,,https://www.agri-biz.com/company-details/aquacultural-f-a-m-e-s-pte-ltd/
AQUACULTURE TECHNOLOGIES PTE LTD,Fish Ornamental - Importers & Exporters,,,(65) 6285 9961,,https://www.agri-biz.com/company-details/aquaculture-technologies-pte-ltd/
AQUAMARIN AQUATIC PETS,Aquarium Fish Shops,,,(65) 6383 7277,,https://www.agri-biz.com/company-details/aquamarin-aquatic-pets/
AQUAPET CENTRE,Pet Shops,,,(65) 6466 7175,,https://www.agri-biz.com/company-details/aquapet-centre/
AQUAPET THOMSON,Pet Shop Supplies,,,(65) 6456 2521,,https://www.agri-biz.com/company-details/aquapet-thomson/
AQUARIA EXOTICA,Aquarium Fish Shops,,,(65) 6362 8608,,https://www.agri-biz.com/company-details/aquaria-exotica/
AQUARIUM ARTIST SPECIALIST,Aquarium Supplies,,,(65) 9695 9086,,https://www.agri-biz.com/company-details/aquarium-artist-specialist/
AQUARIUM IWARNA PTE LTD,Fish Ornamental - Importers & Exporters,Member of SAFEA,,(65) 6583 3536,,https://www.agri-biz.com/company-details/aquarium-iwarna-pte-ltd/
AQUARIUM LIBERTY PTE LTD,Fish Ornamental - Importers & Exporters,Member of SAFEA,,(65) 6481 8421,aliberty@singnet.com.sg,https://www.agri-biz.com/company-details/aquarium-liberty-pte-ltd/
AQUARIUM UNIVERSAL,Fish Ornamental - Importers & Exporters,,,(65) 6481 5000,,https://www.agri-biz.com/company-details/aquarium-universal/
AQUATIC CONNECTION AQUARIUM,Aquarium Fish Shops,,,(65) 6842 8164,,https://www.agri-biz.com/company-details/aquatic-connection-aquarium/
AQUAWORLD TROPICAL FISH PTE LTD,Fish - Farms,,,(65) 6793 2665,,https://www.agri-biz.com/company-details/aquaworld-tropical-fish-pte-ltd/
ARAMIDTH INTERNATIONAL PTE LTD,Snacks,,,(65) 6266 6201,,https://www.agri-biz.com/company-details/aramidth-international-pte-ltd/
ARANN FOODS IMPEX TRADING PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6873 0065,,https://www.agri-biz.com/company-details/arann-foods-impex-trading-pte-ltd/
ARBORCULTURE PTE LTD,Landscaping - Contract & Maintenance,,,(65) 6792 0261,,https://www.agri-biz.com/company-details/arborculture-pte-ltd/
ARCADE FLORIST & TRADING CO,Florists,Member of FAS,,(65) 6220 3550,,https://www.agri-biz.com/company-details/arcade-florist-trading-co/
ARCO MARKETING PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6262 2322,arco3@singnet.com.sg,https://www.agri-biz.com/company-details/arco-marketing-pte-ltd/
ARCTIC COLDWATER SEAFOOD PTE LTD,Fish & Seafood Products - Importers & Exporters,,https://arcticseafood.sg,(65) 9100 4590,sales@arcticseafood.sg,https://www.agri-biz.com/company-details/arctic-coldwater-seafood-pte-ltd/
ARIKI SEAFOOD,Fish & Seafood Products - Importers & Exporters,Member of SIAS,,(65) 6291 6655,,https://www.agri-biz.com/company-details/ariki-seafood/
AROMAZ PTE LTD,Beverages,,,(65) 6275 5677,,https://www.agri-biz.com/company-details/aromaz-pte-ltd/
ARTISAN FINE FOODS PTE LTD,Fruits & Vegetables - Importers & Exporters,,,(65) 6274 7747,,https://www.agri-biz.com/company-details/artisan-fine-foods-pte-ltd/
AS-SUFI ISLAMIC FOOD INDUSTRIES,Dian Xin,,,(65) 6242 7059,,https://www.agri-biz.com/company-details/as-sufi-islamic-food-industries/
ASBY SINGAPORE PTE LTD,Agricultural Machinery/Equipment,,,(65) 6251 1858,,https://www.agri-biz.com/company-details/asby-singapore-pte-ltd/
ASIA CANNING MANUFACTURERS (S) PTE LTD,Jams,,,(65) 6748 1520,sales@leekaya.com.sg,https://www.agri-biz.com/company-details/asia-canning-manufacturers-s-pte-ltd/
ASIA DESSERT PTE LTD,Desserts,,,(65) 6245 1171,,https://www.agri-biz.com/company-details/asia-dessert-pte-ltd/
ASIA DRAGON FISH FARM PTE LTD,Fish Ornamental - Importers & Exporters,,,(65) 6793 3722,,https://www.agri-biz.com/company-details/asia-dragon-fish-farm-pte-ltd/
ASIA EVOLUTION (S) PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6224 3163,,https://www.agri-biz.com/company-details/asia-evolution-s-pte-ltd/
ASIA FARM F&B PTE LTD,Juices & Syrups,,,(65) 6852 1535,,https://www.agri-biz.com/company-details/asia-farm-fb-pte-ltd/
ASIA FOOD PRODUCTS INTERNATIONAL PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6337 9396,,https://www.agri-biz.com/company-details/asia-food-products-international-pte-ltd/
ASIA HOMER PTE LTD,Agricultural Commodities - Others,,,(65) 6220 9520,,https://www.agri-biz.com/company-details/asia-homer-pte-ltd/
ASIA OCEAN PACIFIC (S) PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6267 3088,,https://www.agri-biz.com/company-details/asia-ocean-pacific-s-pte-ltd/
ASIA ORCHIDS PTE LTD,Flowers - Importers & Exporters,,,(65) 6769 2377,aorchids@singnet.com.sg,https://www.agri-biz.com/company-details/asia-orchids-pte-ltd/
ASIA PACIFIC BREWERIES (SINGAPORE) PTE LTD,Breweries,,https://apb.com.sg,(65) 6861 6200,enquiry@apb.com.sg,https://www.agri-biz.com/company-details/asia-pacific-breweries-singapore-pte-ltd/
ASIA PACIFIC CONVEYORS PTE LTD,Conveyors,,,(65) 6861 3613,,https://www.agri-biz.com/company-details/asia-pacific-conveyors-pte-ltd/
ASIA PACIFIC OCEAN FROZEN FOOD PRODUCTS,Fish & Seafood Products - Importers & Exporters,Member of SIAS,,(65) 6744 8020,,https://www.agri-biz.com/company-details/asia-pacific-ocean-frozen-food-products/
ASIA PLASTIC MANUFACTURING COMPANY PRIVATE LIMITED,Packaging Materials,,,(65) 6744 7049,,https://www.agri-biz.com/company-details/asia-plastic-manufacturing-company-private-limited/
ASIA POLYFILM (S) PTE LTD,Packaging Materials,,,(65) 6546 7478,,https://www.agri-biz.com/company-details/asia-polyfilm-s-pte-ltd/
ASIA PRODUCE,Dried Foods,,,(65) 6443 0536,,https://www.agri-biz.com/company-details/asia-produce/
ASIA RATTAN TRADING CO PTE LTD,Agricultural Commodities - Others,,,(65) 6269 9855,,https://www.agri-biz.com/company-details/asia-rattan-trading-co-pte-ltd/
ASIA TECHNICAL GAS CO PTE LTD,Food Grade Gases,,https://atg.com.sg,(65) 6257 6531,asiatechgas@atg.com.sg,https://www.agri-biz.com/company-details/asia-technical-gas-co-pte-ltd/
ASIAN BLENDING PTE LTD,Food Ingredients,,,(65) 6660 4544,,https://www.agri-biz.com/company-details/asian-blending-pte-ltd/
ASIAN CATERING SERVICES,Foods - Ready to Serve,,,(65) 6441 1829,,https://www.agri-biz.com/company-details/asian-catering-services/
ASIAN FOOD NETWORK PTE LTD,Food Products,,,(65) 6873 0018,,https://www.agri-biz.com/company-details/asian-food-network-pte-ltd/
ASIAN PRODUCE TRADING CO,Agricultural Commodities - Rubber,,,(65) 6338 9155,,https://www.agri-biz.com/company-details/asian-produce-trading-co/
ASIAN SEA MARINE PRODUCTS PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6742 6237,,https://www.agri-biz.com/company-details/asian-sea-marine-products-pte-ltd/
ASIANSUN ENTERPRISES PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6293 9533,asiansun@singnet.com.sg,https://www.agri-biz.com/company-details/asiansun-enterprises-pte-ltd/
ASIATIC MART HOLDING PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6476 6447,,https://www.agri-biz.com/company-details/asiatic-mart-holding-pte-ltd/
ASIAWORLD DEVELOPMENTS,Fish & Seafood Products - Importers & Exporters,,,(65) 6297 1612,,https://www.agri-biz.com/company-details/asiaworld-developments/
ASM TRADING PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6339 5939,,https://www.agri-biz.com/company-details/asm-trading-pte-ltd/
ASPAC AIRCARGO SERVICES PTE LTD,Freight Forwarders,,https://aspac-aircargo.com.sg,(65) 6542 5266,info@aspac-aircargo.com.sg,https://www.agri-biz.com/company-details/aspac-aircargo-services-pte-ltd/
ASPAC F & B PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,https://carlsjr.com.sg,(65) 6743 7422,enquiry@carlsjr.com.sg,https://www.agri-biz.com/company-details/aspac-f-b-pte-ltd/
ASSOCIATE & UNITED DISTRIBUTORS PTE LTD,Confectionery & Pastry Products,,https://aud.com.sg,(65) 6289 4204,enquiry@aud.com.sg,https://www.agri-biz.com/company-details/associate-united-distributors-pte-ltd/
ASTON FOOD & BEVERAGE SPECIALITIES PTE LTD,Confectionery & Bakery Supplies,,,(65) 6744 7732,,https://www.agri-biz.com/company-details/aston-food-beverage-specialities-pte-ltd/
ASUREQUALITY SINGAPORE PTE LTD,Food & Beverage Safety Consultants,,,(65) 6742 2006,,https://www.agri-biz.com/company-details/asurequality-singapore-pte-ltd/
ASYURA PTE LTD,Spice Paste,,,(65) 6863 4852,,https://www.agri-biz.com/company-details/asyura-pte-ltd/
AT & BESQUIP (ASIA PACIFIC) PTE LTD,Landscaping Equipment & Supplies,,,(65) 6555 2512,,https://www.agri-biz.com/company-details/at-besquip-asia-pacific-pte-ltd/
AT FRESH PTE LTD,Fruits & Vegetables - Importers & Exporters,,https://atfresh.com.sg,(65) 6705 9871,enquiry@atfresh.com.sg,https://www.agri-biz.com/company-details/at-fresh-pte-ltd/
AT THOA VEGETABLE WHOLESALER,Fruits & Vegetables - Importers & Exporters,,,(65) 6778 8751,,https://www.agri-biz.com/company-details/at-thoa-vegetable-wholesaler/
ATLANTIS AQUARIC LIFESTYLE PTE LTD,Aquarium Fish Shops,,,(65) 6569 5828,,https://www.agri-biz.com/company-details/atlantis-aquaric-lifestyle-pte-ltd/
ATLAS AQUARIUM (S) PTE LTD,Fish Ornamental - Importers & Exporters,Member of SAFEA,,(65) 6481 8882,,https://www.agri-biz.com/company-details/atlas-aquarium-s-pte-ltd/
ATLAS FOOD,Fish & Seafood Products - Importers & Exporters,,,(65) 6743 5096,,https://www.agri-biz.com/company-details/atlas-food/
ATS LANDSCAPING & CONSTRUCTION PTE LTD,Landscaping - Contract & Maintenance,,,(65) 6862 0128,,https://www.agri-biz.com/company-details/ats-landscaping-construction-pte-ltd/
AUGUST FLORIST & GARDEN,Florists,,,(65) 6367 2096,,https://www.agri-biz.com/company-details/august-florist-garden/
AUNG CHAN MYAE TRADING,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6338 7167,,https://www.agri-biz.com/company-details/aung-chan-myae-trading/
AURIC PACIFIC FOOD INDUSTRIES PTE LTD,Confectionery & Bakery Supplies,,,(65) 6867 9100,,https://www.agri-biz.com/company-details/auric-pacific-food-industries-pte-ltd/
AURIC PACIFIC MARKETING PTE LTD,Cold Stores,,https://auric.com.sg,(65) 6867 9100,,https://www.agri-biz.com/company-details/auric-pacific-marketing-pte-ltd/
AUSTASIA FOOD PTE LTD,Dairy Products,,,(65) 6396 3323,,https://www.agri-biz.com/company-details/austasia-food-pte-ltd/
AUSTRALIAN FRUIT JUICE (S) PTE LTD,Food Products,,https://ripe-afj.com.sg,(65) 6262 0220,info@ripe-afj.com,https://www.agri-biz.com/company-details/australian-fruit-juice-s-pte-ltd/
AVANTI FOOD INDUSTRIES PTE LTD,Coffee,,https://espresso.com.sg,(65) 6547 4891,ewifood@singnet.com.sg,https://www.agri-biz.com/company-details/avanti-food-industries-pte-ltd/
AVENTIS ANIMAL NUTRITION ASIA PACIFIC PTE LTD,Animal Health Products,,,(65) 6543 1121,,https://www.agri-biz.com/company-details/aventis-animal-nutrition-asia-pacific-pte-ltd/
AVIFAUNA BREEDING & RESEARCH PTE LTD,Birds - Farms,,,(65) 6793 7461,,https://www.agri-biz.com/company-details/avifauna-breeding-research-pte-ltd/
AVOCADO GLOBAL PTE LTD,Fruits & Vegetables - Importers & Exporters,,,(65) 6763 5903,,https://www.agri-biz.com/company-details/avocado-global-pte-ltd/
AVON SERVICES PTE LTD,Cleaning Solutions & Services,,https://avongroup.com.sg,(65) 6748 1447,,https://www.agri-biz.com/company-details/avon-services-pte-ltd/
AW GUAN HONG VEGETABLE WHOLESALER,Fruits & Vegetables - Wholesalers & Traders,,,(65) 6775 6026,,https://www.agri-biz.com/company-details/aw-guan-hong-vegetable-wholesaler/
AWANO FOOD GROUP PTE LTD,Food Products,Member of MTA,,(65) 6221 0729,,https://www.agri-biz.com/company-details/awano-food-group-pte-ltd/
AWE AND TANG AQUARIUM LLP,Fish - Farms,,,(65) 6878 0888,,https://www.agri-biz.com/company-details/awe-and-tang-aquarium-llp/
AXCELLENT POWER SYSTEMS PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6564 3373,,https://www.agri-biz.com/company-details/axcellent-power-systems-pte-ltd/
AYM CONSTRUCTION PTE LTD,Landscape Designers,,,(65) 6334 2700,,https://www.agri-biz.com/company-details/aym-construction-pte-ltd/
B T TAN ENTERPRISE,Plastic Packaging,,,(65) 6455 2053,,https://www.agri-biz.com/company-details/b-t-tan-enterprise/
B. S. ARUMUGAM PTE LTD,Leather Goods - Manufacturers & Retailers,,,(65) 6280 6553,,https://www.agri-biz.com/company-details/b-s-arumugam-pte-ltd/
B2K PET PRODUCTS PTE LTD,Pet Shop Supplies,,,(65) 6455 3696,,https://www.agri-biz.com/company-details/b2k-pet-products-pte-ltd/
BACCARAT INTERNATIONAL PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6235 4028,,https://www.agri-biz.com/company-details/baccarat-international-pte-ltd/
BACHMANN JAPANESE RESTAURANT PTE LTD,Central Kitchens,,,(65) 6288 3780,,https://www.agri-biz.com/company-details/bachmann-japanese-restaurant-pte-ltd/
BACHUN FOOD INDUSTRIES (PTE) LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6861 0518,,https://www.agri-biz.com/company-details/bachun-food-industries-pte-ltd/
BAK KEE YONG CHUAN FOOD SERVICES,Sauces,,,(65) 6382 6429,,https://www.agri-biz.com/company-details/bak-kee-yong-chuan-food-services/
BAKE INC PTE LTD,Confectionery & Pastry Products,,,(65) 6794 9589,,https://www.agri-biz.com/company-details/bake-inc-pte-ltd/
BAKE INC. CORPORATION PTE LTD,Confectionery & Pastry Products,,,(65) 6483 4866,,https://www.agri-biz.com/company-details/bake-inc-corporation-pte-ltd/
BAKE INC. HOLDINGS PTE LTD,Confectionery & Bakery Supplies,,,(65) 6483 1905,,https://www.agri-biz.com/company-details/bake-inc-holdings-pte-ltd/
BAKE MISSION PTE LTD,Confectionery & Pastry Products,,,(65) 6758 8955,,https://www.agri-biz.com/company-details/bake-mission-pte-ltd/
BAKER TALENT,Confectionery & Bakery Supplies,,,(65) 6246 1826,,https://www.agri-biz.com/company-details/baker-talent/
BAKER'S HEAVEN,Confectionery & Bakery Supplies,,,(65) 6316 7173,,https://www.agri-biz.com/company-details/bakers-heaven/
BAKER'S OVEN PATTISIERIES,Confectionery & Bakery Supplies,,,(65) 6752 0311,,https://www.agri-biz.com/company-details/bakers-oven-pattisieries/
BAKERI PTE LTD,Confectionery & Bakery Supplies,,,(65) 6339 0168,,https://www.agri-biz.com/company-details/bakeri-pte-ltd/
BAKERS WORLD,Bakeries,,,(65) 6100 7107,,https://www.agri-biz.com/company-details/bakers-world/
BAKERY LABORATORY PTE LTD,Confectionery & Bakery Supplies,,,(65) 6558 7585,,https://www.agri-biz.com/company-details/bakery-laboratory-pte-ltd/
BAKERZIN HOLDINGS PTE LTD,Central Kitchens,,https://bakerzin.com,(65) 6455 8885,enquiry@bakerzin.com,https://www.agri-biz.com/company-details/bakerzin-holdings-pte-ltd/
BAMBOO VEGETABLE TRADER PTE LTD,Fruits & Vegetables - Importers & Exporters,,,(65) 6779 1124,,https://www.agri-biz.com/company-details/bamboo-vegetable-trader-pte-ltd/
BAN HENG AQUATIC SUPPLIES PTE LTD,Fish & Seafood Processing Establishments,,,(65) 6779 7011,banheng9598@hotmail.com,https://www.agri-biz.com/company-details/ban-heng-aquatic-supplies-pte-ltd/
BAN HO TROPICAL FISH FARM,Fish - Farms,,,(65) 6769 8073,,https://www.agri-biz.com/company-details/ban-ho-tropical-fish-farm/
BAN HOCK FOOD PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6754 6177,,https://www.agri-biz.com/company-details/ban-hock-food-pte-ltd/
BAN HONG HUP SENG,Fish & Seafood Products - Importers & Exporters,,,(65) 6386 4606,,https://www.agri-biz.com/company-details/ban-hong-hup-seng/
BAN HUAT SENG,Fish & Seafood Products - Importers & Exporters,,,(65) 6777 2349,,https://www.agri-biz.com/company-details/ban-huat-seng/
BAN IMPORTS,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6467 7204,,https://www.agri-biz.com/company-details/ban-imports/
BAN KAH FOOK FOODSTUFF MANUFACTURER & TRADING,Sauces,,,(65) 6749 2558,,https://www.agri-biz.com/company-details/ban-kah-fook-foodstuff-manufacturer-trading/
BAN LEE HENG KWAY TEOW & MEE MANUFACTURER,Noodles,,,(65) 6298 3958,,https://www.agri-biz.com/company-details/ban-lee-heng-kway-teow-mee-manufacturer/
BAN LEONG WAH HOE SEA-FOOD RESTAURANT,Fish & Seafood - Merchants,,,(65) 6452 2824,,https://www.agri-biz.com/company-details/ban-leong-wah-hoe-sea-food-restaurant/
BAN NEE CHEN PTE LTD,Nurseries,,,(65) 6345 5515,,https://www.agri-biz.com/company-details/ban-nee-chen-pte-ltd/
BAN SENG ROASTED MEAT SUPPLIER,Roast Meat,,,(65) 6755 4328,,https://www.agri-biz.com/company-details/ban-seng-roasted-meat-supplier/
BAN TECK HAN ENTERPRISE CO PTE LTD,Packaging Materials,,https://banteckhan.com.sg,(65) 6482 8888,enquiry@banteckhan.com.sg,https://www.agri-biz.com/company-details/ban-teck-han-enterprise-co-pte-ltd/
"BANK OF EAST ASIA LIMITED, THE",Financial Services,,https://hkbea.com.sg,(65) 6602 7702,angbl@hkbea.com.sg,https://www.agri-biz.com/company-details/bank-of-east-asia-limited-the/
BANU'S FOODS PTE LTD,Fruits & Vegetables - Wholesalers & Traders,,,(65) 6570 3539,,https://www.agri-biz.com/company-details/banus-foods-pte-ltd/
BAO SHENG TRADING,Fish & Seafood Products - Importers & Exporters,,,(65) 6226 0518,,https://www.agri-biz.com/company-details/bao-sheng-trading/
BARKATH STORES PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6278 7122,,https://www.agri-biz.com/company-details/barkath-stores-pte-ltd/
BARRAMUNDI ASIA PTE LTD,Fish - Farms,,,(65) 6261 0010,,https://www.agri-biz.com/company-details/barramundi-asia-pte-ltd/
BARRY CALLEBAUT CHOCOLATE ASIA PACIFIC PTE LTD,Cocoa & Cocoa Products,,https://barry-callebaut.com,(65) 6486 7118,,https://www.agri-biz.com/company-details/barry-callebaut-chocolate-asia-pacific-pte-ltd/
BASF SOUTH EAST ASIA PTE LTD,Agricultural Chemicals,,https://asiapacific.basf.com,(65) 6337 0330,,https://www.agri-biz.com/company-details/basf-south-east-asia-pte-ltd/
BASIL ENTERPRISE,Fish & Seafood Products - Importers & Exporters,,,(65) 6274 9184,,https://www.agri-biz.com/company-details/basil-enterprise/
BATAVIA EXIMP & CONTRACTING (S) PTE LTD,Agricultural Commodities - Timber,,,(65) 6225 5633,,https://www.agri-biz.com/company-details/batavia-eximp-contracting-s-pte-ltd/
BBQ HOUSE,Food Products,,,(65) 6842 1112,,https://www.agri-biz.com/company-details/bbq-house/
BEAN CITY FOODSTUFF PTE LTD,Food Ingredients,,,(65) 6752 0792,,https://www.agri-biz.com/company-details/bean-city-foodstuff-pte-ltd/
BEAN CULTIVATION PTE LTD,Vegetables - Bean Sprouts - Farms,,,(65) 6793 7233,,https://www.agri-biz.com/company-details/bean-cultivation-pte-ltd/
BEDOK 88 NONYA FOOD TRADING,Kueh,,,(65) 6449 7216,,https://www.agri-biz.com/company-details/bedok-88-nonya-food-trading/
BEE CHENG HIANG HUP CHONG FOODSTUFF PTE LTD,Meat & Meat Products - Importers & Exporters,,https://beechenghiang.com.sg,(65) 6500 0888,bch@bch.com.sg,https://www.agri-biz.com/company-details/bee-cheng-hiang-hup-chong-foodstuff-pte-ltd/
BEE CHOO FOODSTUFFS INDUSTRY,Kueh,,,(65) 6284 4544,,https://www.agri-biz.com/company-details/bee-choo-foodstuffs-industry/
BEE CHUN HENG (I&E) PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6533 4720,,https://www.agri-biz.com/company-details/bee-chun-heng-ie-pte-ltd/
BEE CHUN HENG LAU PO,Meat Processing Establishments,,,(65) 6241 5052,,https://www.agri-biz.com/company-details/bee-chun-heng-lau-po/
BEE HIANG FOOD INDUSTRIES,Food Ingredients,,,(65) 6448 9566,,https://www.agri-biz.com/company-details/bee-hiang-food-industries/
BEE NATURAL PTE LTD,Health Food,,,(65) 6251 0311,,https://www.agri-biz.com/company-details/bee-natural-pte-ltd/
BEE SENG CENTRAL DISTRIBUTION PTE LTD,Fruits & Vegetables - Importers & Exporters,,,(65) 6773 0725,,https://www.agri-biz.com/company-details/bee-seng-central-distribution-pte-ltd/
BEE SENG FRUIT SUPPLY PTE LTD,Fruits & Vegetables - Importers & Exporters,,,(65) 6774 8108,,https://www.agri-biz.com/company-details/bee-seng-fruit-supply-pte-ltd/
BEEVILLE INTERNATIONAL (S) PTE LTD,Agricultural Commodities - Coffee,,,(65) 6533 2092,,https://www.agri-biz.com/company-details/beeville-international-s-pte-ltd/
BEGA INDUSTRIES PTE LTD,Nuts - Edible,,,(65) 6448 5612,,https://www.agri-biz.com/company-details/bega-industries-pte-ltd/
BEHN MEYER AGRICARE (S) PTE LTD,Agricultural Chemicals,,,(65) 6511 6611,,https://www.agri-biz.com/company-details/behn-meyer-agricare-s-pte-ltd/
BEIFANG HERBS SUPPLIER PTE LTD,Chinese Herbs & Herbal Products,,https://beifangherbs.com,(65) 6846 1925,sales@beifangherbs.com,https://www.agri-biz.com/company-details/beifang-herbs-supplier-pte-ltd/
BELMONTE LATIN FOODS,Confectionery & Bakery Supplies,,,(65) 6245 1413,,https://www.agri-biz.com/company-details/belmonte-latin-foods/
BEN - OCEAN SHIPPING & TRADING PTE LTD,Veterinary Equipment & Supplies,,,(65) 6324 4988,,https://www.agri-biz.com/company-details/ben-ocean-shipping-trading-pte-ltd/
BEN FOODS (S) PTE LTD,Meat & Meat Products - Importers & Exporters,Member of MTA,https://benfoods.com,(65) 6778 6655,info@benfoods.com,https://www.agri-biz.com/company-details/ben-foods-s-pte-ltd/
BENCOLDEN FOODSTUFF PTE LTD,Ice Cream & Gelato,,,(65) 6846 9555,,https://www.agri-biz.com/company-details/bencolden-foodstuff-pte-ltd/
BENELUX FLOWERS & FOOD PTE LTD,Fruits & Vegetables - Importers & Exporters,Member of SFVA,,(65) 6779 6890,,https://www.agri-biz.com/company-details/benelux-flowers-food-pte-ltd/
BENEO ASIA PACIFIC PTE LTD,Food Ingredients,,,(65) 6778 8300,,https://www.agri-biz.com/company-details/beneo-asia-pacific-pte-ltd/
BENG HUP SENG,Food Processing  Equipment & Supplies,,,(65) 6555 7625,,https://www.agri-biz.com/company-details/beng-hup-seng/
