"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"Project Creator Logistics","We give the logistics industry the tools to build effective operational applications, and provide a centralized console and ecosystem of services to automate and oversee their business.","Import and Export","2-10 employees","Partnership","Singapore","Singapore","theprojectcreator.com","https://www.linkedin.com/company/projectcreatorlogistics"
,"Global Hi-Technologies","Global Hi-Technologies Pte. Ltd. is the modern benchmark in Fire Suppression, Life Safety, Security Systems, and Clean Room Technologies.

The products are tailored for industrial and commercial applications worldwide. With our state-of-the-art factories in South Korea, Taiwan and Europe, we serve a global clientele with strict operational standards, ensuring that their requirements are met with precision and reliability.

As testament to our unwavering commitment to excellence, numerous international clients entrust GHT with their equipment needs, reinforcing our reputation for upholding global standards across APAC and EMEA.

Furthermore, as a pivotal player in the import-export domain, we leverage a vast network of partners and affiliates. Together, we bring centuries of combined expertise in Fire Suppression, Life Safety, Security Systems & Clean-Room Technologies for the industrial and commercial sectors. Join us in our journey towards setting new paradigms in safety and innovation.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore River, Central Singapore Community Development Council","Singapore","globalhi-tech.sg","https://www.linkedin.com/company/globalhi-tech"
,"Worldwide Trading & Management Pte Ltd",,"Wholesale Import and Export","11-50 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/worldwide-trading-management"
,"Prime Net (S) Pte Ltd","Prime Net S Pte Ltd is a company based out of Singapore, Singapore.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","primenet.com.sg","https://www.linkedin.com/company/prime-net-s-pte-ltd"
,"SG Global Ventures Pte Ltd","SG Global Ventures Pte Ltd, incorporated in Singapore, is actively involved in the import and export of various high-quality commodities, delivering them worldwide.

Since our establishment, we have experienced organic growth by engaging with our customers, understanding their needs, and supplying superior quality commodities.

We procure a diverse array of essential goods, ranging from agricultural produce and mining resources to specialized products such as urea fertilizer, refined white crystal sugar, RBD Palm Olein, wood-free photocopy paper, denim, and jeans trousers.

Our mission is to ensure that businesses and consumers globally can access the necessary resources, thus promoting international trade and contributing to economic prosperity.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","sg-globalventures.com","https://www.linkedin.com/company/sg-global-ventures-pte-ltd"
,"Alpha Bizcom Pte Ltd","Our History 

Founded in 2019, Alpha Bizcom Pte Ltd has been providing high-quality grocery products to businesses across the country for over 6 years. We started as a small family-owned business and have grown into one of the largest wholesale grocers in the industry.

Our Products

We offer a wide variety of products to meet the needs of our customers, including dairy, and dry goods. Our products come from the best suppliers in the industry and are always of the highest quality.

Our Services

In addition to our high-quality products, we also offer a range of services to help our customers grow their businesses. From marketing support to logistics and distribution, we are here to help you succeed.

Our Competitive Pricing

We understand that our customers need to stay competitive in the market. That's why we offer competitive pricing on all of our products, without sacrificing quality. We also offer volume discounts to help our customers save even more.

Our Customer Service

We believe that great customer service is the key to our success. Our knowledgeable and friendly staff are available to answer questions, provide guidance, and help our customers find the products they need. We also offer online ordering and fast, reliable shipping.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","alphabizcom.com","https://www.linkedin.com/company/alphabizcom"
,"Famo.co","We are a Singapore-based importer of quality food products, dedicated to bringing fresh and trusted goods from around the world to local businesses and consumers. As a new company, our focus is on reliability, value, and building strong partnerships in the food industry.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore",,"https://www.linkedin.com/company/famoco-imports"
,"Top Green Organics","At Top Green Organics, we take pride in being a trusted exporter of premium organic food products, delivering pure, chemical-free, and responsibly sourced ingredients to markets worldwide.

With a strong foundation built on sustainable farming and ethical sourcing, we work closely with over 200 organic farmers and farming groups to bring the finest organic produce to the global stage. Our diverse product portfolio includes:

 Organic Flours – Wheat, Rice, Multigrain, and more
 Millets & Grains – Ragi, Foxtail Millet, Quinoa, Brown Rice
 Seeds & Pulses – Chia Seeds, Flaxseeds, Moong Dal, Masoor Dal
 Spices & Superfoods – Turmeric, Black Pepper, Cumin, Moringa

We currently export hundreds of tons of organic produce annually, supplying major markets such as Singapore, Malaysia, Tanzania, Ghana, and the Philippines, with a vision to expand further.

At Top Green Organics, we are more than just exporters—we are enablers of a healthier, more sustainable future. By making high-quality organic food accessible and affordable, we empower communities to embrace better nutrition while supporting responsible agriculture","Wholesale Import and Export","2-10 employees","Self Owned","#01-35","Singapore","topgreenorganic.com","https://www.linkedin.com/company/top-green-organics"
,"Global Golden Bridge Pte Ltd",,"Wholesale Import and Export","11-50 employees","Partnership","Singapore, Singapore","Singapore","globalgoldenbridge.com","https://www.linkedin.com/company/global-golden-bridge-pte-ltd"
,"3S Brands Pte Ltd","3S Brands, was founded in Singapore with distribution channels through Singapore, Malaysia, Indonesia, Vietnam, Hong Kong, Thailand, Australia and New Zealand. Based in Singapore, we have an excellent hub for import/export business, this creates a strategic pathway for companies seeking to expand globally.  

3S Brands is a dynamic, agile and small multi-cultural team of individuals, who share their strengths and expertise. 

Core to our business is establishing personal relationships with everyone we partner with.  

We are passionate about the brands we represent","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","3sbrands.asia","https://www.linkedin.com/company/3s-brands-pte-ltd"
,"Prestige Productions International","Prestige Productions was based in Singapore producing customized models and decals for consumers and corporate like AirAsia and Singapore Airlines.

Besides developing and retailing its own products, Scale Nutz sells its eCommerce solution. It is the pioneer of eCommerce and online Marketing in Asia. Its founder, Wei Kok, traveled around Asia to encourage and provide technical know-how to various companies in Asia, including AirAsia.

Prestige Productions International traveled around the region to exhibit annually. Most high profile exhibitions would be Singapore Airshow 2008 and Singapore Airshow 2010.","Wholesale Import and Export","11-50 employees","Partnership","SG","Singapore",,"https://www.linkedin.com/company/prestigeproductions"
,"Equipments and Logistics Private Limited","Official suppliers of Caterpillar parts to Indian oil and gas companies.","Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/equipmentsandlogisticsprivatelimited"
,"INRI International Pte Ltd","INRI International Pte Ltd is a Singapore-based company that has been managing the logistical complexities of procuring products for some of the world’s largest organisations. Our company has a firm market presence in Asia for last 20 years with our import-export business for corporate gifts. 

INRI services extends to the importation and exportation of vehicles internationally.  With year of experience, we have sufficient knowledge of the market viability, condition and demand for vehicles in this region.

We are a trusted supplier of Singapore’s leading organisations, having secured an exclusive supply to notable companies such as Singapore Power, People’s Association, Institute of Technological Education (ITE), Defence Science and Technology Agency (DSTA), and is the sole supplier of bags, workout attires and referral items of international fitness empire, Fitness First (Asia and UK).

Contact Us: enquiry@inri-international.com","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","inri-international.com","https://www.linkedin.com/company/inri-international"
,"TOTAL ESTATE MANAGEMENT SERVICES PTE LTD","TOTAL ESTATE MANAGEMENT SERVICES PTE LTD is an import and export company based out of 865 Mountbatten Road #06-33 Katong Shopping Centre, Singapore, Singapore.","Wholesale Import and Export","2-10 employees",,"Singapore","Singapore",,"https://www.linkedin.com/company/total-estate-management-services-pte-ltd"
,"Acme Distribution Company PTE. LTD","Acme Distribution Company was created by five people with over 100 years of specialist experience in their fields - from wine-making and  business development to product development, and operational excellence.

Acme Distribution Company is an expression of what we feel are products that are the best, and in our view achieve perfection or come close.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","acme-distribution.com","https://www.linkedin.com/company/acme-distribution-company-pte-ltd"
,"World Options Singapore","WHAT WE PROVIDE - SHIPPING MADE SIMPLE

World Options can help solve your business logistics and shipping needs with a simple-to-use, affordable online shipping portal that will improve your bottom line and meet the demands of your customers in just a few clicks.

We provide businesses instant access to the World's leading parcel carriers in one place, at substantial discounts regardless of your parcel delivery volume.

Shipping locally in Singapore and international locations to bring you the best courier service on offer.

• Get multiple quotes in seconds
• Compare costs and transit times at a glance
• Manage both export and import distribution
• Flexible tracking options
• Maintain your customer address book across all carriers
• Get one consolidated invoice
• Single point of contact
• Choose the worlds best courier service.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","worldoptions.com","https://www.linkedin.com/company/rheeus"
,"ShareCart","ShareCart is a Social Buying Platform that facilitates Community Sharing!","Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore","jotform.com","https://www.linkedin.com/company/sharecart"
,"NAFAY INTERNATIONAL (PRIVATE) LTD","NAFAY INTERNATIONAL is a Singapore-based company dealing in the Agri-Food Business.","Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore","nafay.co","https://www.linkedin.com/company/nafay-international-private-ltd"
,"FILTEC PRIVATE LIMITED","Filtec specialize in Fuel Water Separator Filters, Filters For Automotive Applications, Filters For Heavy Duty Applications, Filters For European Applications, Genuine Filters, Diesel Engine Parts, Lubricants, Batteries.","Wholesale Import and Export","2-10 employees",,"SINGAPORE","Singapore",,"https://www.linkedin.com/company/filtec-private-limited"
,"Orcharts Trading Pte. Ltd.","We started our journey in the supply of fresh fruits and vegetables with a focus on the Asia-Pacific market in 2017. From the beginning to today, we have managed the entire process from sourcing sensitive products such as cherries, strawberries, figs, apricots, to delivering them to our customers with great care, and have thus become one of the leading players in the industry.

Starting from 2022, we have begun positioning our brand in online and offline channels with our global solution partners in Singapore. You can see the Orcharts brand in supermarket chains in Singapore, Malaysia, and Hong Kong, and you may come across us while shopping online. We can develop this part a little further...","Wholesale Import and Export","2-10 employees","Privately Held","SINGAPORE","Singapore","orchartstrading.com","https://www.linkedin.com/company/orchartstrading"
,"Ezcook",,"Wholesale Import and Export","11-50 employees","Partnership","Singapore, Singapore region","Singapore",,"https://www.linkedin.com/company/ezcook"
,"Al Mashhor Investments & Consultancy","We are Al Mashhor Investments & Consultancy a company that focuses on commercial brokerage and business consultation services in the field of construction materials such as steel rebar and steel railway, IT solutions and Fintech. We work with multinational businesses to provide solutions that fits and work.","Wholesale Import and Export","2-10 employees","Partnership","Singapore","Singapore","almashhor.com","https://www.linkedin.com/company/al-mashhor-investments-and-consultancy"
,"SV Metalloys Pte Ltd","We are an international trading house, focused on delivering the best metal products from all over the world. We work directly with manufacturers to really understand their needs in the field, before venturing out with our marketing efforts. 

We aim to connect, facilitate, and bridge the gap between sourcing and production of industrial products that require metallic components, raw materials, and finished goods. 

We are a one stop solution for all things metal, and we hope to be of service to you anywhere in the world, just like our reach and presence.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","svmetalloys.com","https://www.linkedin.com/company/agreco-ventures-pte-ltd"
,"NETBIZZ OFFICE SUPPLIES",,"Wholesale Import and Export","11-50 employees",,"Singapore","Singapore",,"https://www.linkedin.com/company/netbizz-office-supplies"
,"PineMax Singapore Pte. Ltd.","PineMax Singapore Pte. Ltd. is incorporated in Singapore. Our vision is to meet  customers’ requirement by providing competitive prices with quality product lnes. We are headquartered in Singapore. PineMax works across the value chain – Paper, Chemical and Ice Making Machine sales in B2B and B2C sector. We have vast experience in Import-Export of Paper, Paper Products, Note books, Ball pens and many other stationery products.","Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/pinemax-singapore-pte-ltd"
,"Murrays Empire","Murray's Empire excels in wholesale import/export, commercialization, supply chain management, ensuring food safety and regulatory compliance. Distinguished by exceptional customer service, we prioritize a seamless experience for our clients.

Key Services:

Wholesale Import and Export: Our global network ensures efficient sourcing and distribution of premium food and beverage products, supported by personalized customer service.

Commercialization: Leveraging deep market insights, we assist partners in successful product launches, exceeding industry standards with a focus on customer satisfaction. 

Supply Chain Management: Employing advanced logistics, our commitment to preserving freshness is backed by a responsive customer service team. 

Food Safety and Regulatory Compliance: Our dedicated market team ensures clients' products surpass the highest standards, with customer account managers guiding them through compliance intricacies.

Our Commitment:

At Murray's Empire, we prioritize customer service, fostering enduring relationships built on trust, reliability, and transparency. We empower clients to focus on their core business while experiencing excellence in service.

Join us on a journey where quality, efficiency, safety, and outstanding customer service converge within Murray's Empire, setting new benchmarks for global food and beverage excellence.","Wholesale Import and Export","2-10 employees","Partnership","Singapore, Paya Lebar Square","Singapore",,"https://www.linkedin.com/company/murrays-empire"
,"ValMarq","At ValMarq, we specialise in global metal trade, sourcing, and supply chain management, offering tailored solutions that empower businesses to navigate complex markets with confidence. With a strong presence in Singapore, United Arab Emirates, and Malaysia, we are committed to delivering exceptional value through expertise, innovation, and strategic partnerships.

Our services include metals trading, logistics, market entry strategies, and consultancy, designed to optimise efficiency and maximise profitability for our clients worldwide. At ValMarq, reliability and strength are at the core of what we do, making us a trusted partner in the metals industry.

Join us as we shape the future of global trade, driving success and building enduring relationships across industries. #GlobalTrade #InternationalBusiness #TradeSolutions #BusinessGrowth #ValMarq","Wholesale Import and Export","2-10 employees","Privately Held","Downtown Core, Central Singapore Community Development Council","Singapore","valmarq.org","https://www.linkedin.com/company/valmarq"
,"Asia Vet World","Singapore-based wholesale import/export pet and vet supply company offers quality pet and vet products to vet clinics and online shops with fulfillment and direct delivery to consumers worldwide. The company also offers 3PL/4PL services to the world's popular brands.

Asia Vet World helps Vet clinics to succeed by providing high-quality and trusted brands of vet supplies.

We also offer fulfillment services and direct delivery to consumers too.","Import and Export","51-200 employees","Public Company","Woodlands Sector, Singapore","Singapore","asiavetworld.com","https://www.linkedin.com/company/asia-vet-world"
,"Foresta Venture Pte Ltd.","Your Asean partner in Asia. Nurturing brands into a Foresta is our passion. Ensuring your brand's image, while expanding your market share is our responsibility. From E-commerce, Mass Channels, and to the Individual Independent Shops; nothing is too small nor too big with our 20+ years of experience & knowledge.  Our expertise is in management, as we ensure the flow of your products and services throughout all of Asean is seamless. Together with your brand and our expertise we will grow your business together for decades to come.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","forestaventures.com","https://www.linkedin.com/company/foresta-venture"
,"ZeninGamingCo","ZeninGamingco is an ecommerce business that focus on the import and export of goods from Japan , to the rest of the world.

◘ Trading Card Games
◘ Vintage Collectibles
◘ Digital Goods
◘ Toys

Website:
https://www.zenintcg.com","Wholesale Import and Export","2-10 employees","Self Owned","Singapore, Singapore","Singapore","zenintcg.com","https://www.linkedin.com/company/zeningamingco"
,"Stoper Industries Pte Ltd",,"Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore",,"https://www.linkedin.com/company/sgstoper"
,"Tri-Gate by Siberie Pte. Ltd.","Tri-Gate is a brand under Siberia Pte. Ltd., Singapore based company.
Our main goal is to establish strong and long lasting relations between businesses all over the world. We open gates to new geographical opportunities for entrepreneurs from different countries.
We have been on the market since 2015 and now have wide connections in Indonesia, Malaysia, Singapore, Thailand, China, Russia and Kazakhstan.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore","tri-gate.com","https://www.linkedin.com/company/tri-gate-by-siberia-pte-ltd"
,"RS AG Trader","Founded in 2003, RS AG Trader has been actively diversifying and expanding its businesses and client base, building on its key corporate philosophy of delivering utmost value to clients with sincerity and commitment.

The result was a stronger client relationship and the rapid development achieved over the years, giving RS AG Trader further competitive advantages to deliver even greater value to its clients.

The Group's three core businesses are:

1. Design and Print.

2. Product Distribution on a variety of health and beauty products, household products, publications and consumer science and technological products.

3. Rendering a range of services such as business development and support services, corporate education and corporate sports services.

Do visit RSAGTrader.tk for more information about our products and services.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore, Singapore","Singapore","rsagtrader.tk","https://www.linkedin.com/company/rs-ag-trader"
,"Glamour Salon System","We are a Professional Scalp & Hair Care distribution company founded in 1993. Over the years, Glamour Salon System has established a name as one of the leading Scalp Care and Hair Care specialists in the professional hairdressing industry in Singapore.

We strongly believe in providing top-quality products, and choose to work with brands that create products that are healthier and safer for the users.

Partnership Brands:
Follizin | Skin Care For The Scalp
Keune Haircosmetics Singapore 

Distribution Brands:
Revlon Professional
Eksperience
Be Hair 
Nutrilux
Nanokeratin System
Qiqi Professional
GAMA Professional","Wholesale Import and Export","11-50 employees","Self Owned","Singapore","Singapore","glamoursalonsystem.com.sg","https://www.linkedin.com/company/glamour-salon-system"
,"Yoel Trading Pte Ltd","Distribution of Parts for Comsumer Electronics.
Cameras / Broadcast / Audio HIFI etc","Wholesale Import and Export","2-10 employees","Partnership",,"Singapore","yoeltpl.com.sg","https://www.linkedin.com/company/yoel-trading-pte-ltd"
,"MV Works Pte Ltd / MV Works Co.Limited","MV Import specializes in sourcing for the right manufacturer for you. We organize for your goods to be manufactured, packed and delivered to your location.

We are an experienced sourcing establishment working with manufacturers worldwide. With our vast experience, we align you with key suppliers, improve supplier capabilities of innovation, quality, reliability, costs reductions and agility to reduce risk factors.
We believe that greater value can be achieved for both businesses, something that would be difficult to achieve if operating independently. We provide solutions for businesses of all sizes.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore","mvimport.com","https://www.linkedin.com/company/mv-works"
,"Yew Aik Hung Hardware Pte Ltd","Established 80 years ago and formerly known as YEW AIK AND COMPANY LTD, we have now re-branded to YEW AIK HUNG HARDWARE PTE LTD. We specialize in distributing mechanic and workshop hand-tools, widely used by professionals and technicians. We specialize in the distribution of high-quality mechanic and workshop hand-tools, widely trusted by professionals and technicians across various industries.
We offer an extensive range of renowned brands, including ELORA tools from Germany, where we hold one of the largest inventories globally. Additionally, we distribute FORCE tools from Taiwan, SATA tools from the Apex Tool Group (USA), BRITOOL torque wrenches from the UK, and NEXUS pullers from Germany. Our premium products are ideal for the automotive, shipbuilding, manufacturing, and aviation industries, catering to all repair and maintenance needs. Our offerings are known for their exceptional value and customer satisfaction.

Our inventory includes a wide variety of tools such as Assortment & Storage Units, Spanners & Wrenches, Sockets, Impact Tools, Screwdrivers, Torque Wrenches, Electrician & Fine Mechanics Tools, Pneumatic Tools, Measuring & Checking Tools, Automotive & Special Tools, and more.

We also provide specialized services such as Foam Cutting & Fitting, where we customize foam templates to secure your tools in place within Tool Trolleys or Tool Cabinets. Additionally, our Torque Wrench Calibration services ensure precise torque measurements, ensuring fasteners are tightened to the correct tension to prevent connection failures.

We are a trusted supplier to several ST Groups and institutions, backed by strong support from our manufacturers and principals.

For more information and to discuss how we can meet your requirements, please feel free to reach out to us.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore","yewaikhunghardware.com","https://www.linkedin.com/company/yew-aik-hung-hardware-pte-ltd"
,"Uni-Stat Technology Pte Ltd","Uni-Stat Technology Pte Ltd is a retail company based out of 18 Tannery Ln, 347780, Singapore.","Wholesale Import and Export","11-50 employees","Privately Held","347780","Singapore","unistat.com.sg","https://www.linkedin.com/company/uni-stat-technology-pte-ltd"
,"Niche Market Exchange Pte Ltd","Niche Market Exchange was incorporated in Singapore in 2018. We are constantly looking to introduce new and exclusive products and brands into countries by working closely with our foreign associates.

Mission
Find the highest quality products from around the world and bring it to thriving new markets efficiently and without difficulties whilst maintain a professional relationship with our Clients and Suppliers.

Vision
Create a borderless world where you are able to find products with ease wherever you are.

Our Approach
Everything starts with empathy and a service-first approach. Our ability to thoroughly understand your needs and the consumers decision journey enable us to provide the seamless support you need to cut through the noise and accelerate your growth in a fast-changing world. This is why we take the time to understand the Clients’ and Suppliers’ business and their objectives first before approaching them with our service. 

Most importantly, we measure our success in terms of your own success and strongly believe in building long-term relationships based on continuous collaboration and trust by being upfront with our thoughts with our Clients and Suppliers.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore","nichemarketexchange.com","https://www.linkedin.com/company/niche-market-exchange"
,"U-Court Wood Products","U-Court Wood Products – Singapore’s Timber, Nyatoh Plywood & Doors Supplier 

U-Court Wood Products is Singapore’s leading quality timber, nyatoh, veneer plywood and doors supplier. With a wide range of design reconstituted veneer, solid timber, quality Nyatoh, Melunak, Kapur, Meranti & Balau wood, manufacturers and merchants are only assured with high quality and reasonably priced products from UCW.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","ucourtwood.com","https://www.linkedin.com/company/u-court-wood-products"
,"ZYA Holdings","ZYA Holdings is a specialty chemical consulting & trading company based in Singapore. 

We consult local EPC projects including the following services ;
- price quotations collection 
- technical specification qualification
- regional price negotiation & bidding
- government lobbying & bridging into the local association
- paralegal & notarization of the contract documents
- logistics & storaging

We have partners and consultants who have regional experience of over 10 years .

Logistics and Distribution Centres are located in Malaysia and Singapore","Wholesale Import and Export","2-10 employees","Partnership","Singapore (SIN), Singapore (SIN)","Singapore","zyaholdings.com","https://www.linkedin.com/company/zyaholdings"
,"Gafoor Trading Company","Launched in 1979, Gafoor Trading Co started off as a cosmetics & toiletries accessories distribution primarily serving the Singaporean & Malaysian market.","Wholesale Import and Export","2-10 employees","Partnership","Singapore, Singapore","Singapore","gafoortrading.com","https://www.linkedin.com/company/gafoor-trading-company"
,"Silk Path Trading Pte. Ltd.","Specialising in global trade, brand development, and strategic import-export solutions from Singapore.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","silkpathtrading.com","https://www.linkedin.com/company/silk-path-trading-pte-ltd"
,"SNI Trading Pte Ltd","SNI heavily emphasises conserving and protecting the limited resources we have through recycling and reusing. We are your trusted partner in Singapore for High Quality Second Hand Clothing & Electronics.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","snitrading.com.sg","https://www.linkedin.com/company/sni-trading-pte-ltd"
,"Anthomi Beauzone","For all Singapore, Malaysia, Indonesia inquiries, kindly contact us at +65 6242 2131 or email us at anthomi@singnet.com.sg

For all overseas inquiries, kindly email us at anthomi@singnet.com.sg","Wholesale Import and Export","11-50 employees","Privately Held","Bedok North, Singapore","Singapore","anthomi.com.sg","https://www.linkedin.com/company/anthomi-beauzone"
,"Authentique Groupe","Authentique Groupe, founded in 2024, specializing in sourcing and omni-channel supply chain management solutions for beauty and lifestyle products. With a team of over 10 diverse professionals (and growing) at its Singapore headquarters, we oversees a comprehensive portfolio across various categories, including skincare, personal care, fragrances, cosmetics, household and fashion products. We predominately focus on both international reknown, FMCG and luxury brands.

Our expertise lies in sourcing, distribution logistics and product management, we have built a robust global network and local capabilities, allowing us to navigate markets effectively. Currently, we are serving customers across regions including China, Taiwan, Hong Kong, Japan, Dubai (UAE), Thailand, Australia, USA, Indonesia, Phillipines, Cambodia, Vietnam, Singapore and Malaysia.

Brands of distribution are:

L'Oréal Brands: L'Oréal Paris, Garnier, Maybelline, Lancôme, Kérastase, Vichy, La Roche-Posay, Biotherm & many more.

Unilever Brands: Dove, Sunsilk, Tresemmé, Rexona, Lux, Pond’s, Vaseline, St. Ives, Clear, Simple, Lifebuoy & many more.

Korean Beauty Brands: Innisfree, Etude House, Missha, Laneige, Skin 1004, Skinfood, Holika Holika, The Face Shop, COSRX, A'PIEU & many more.

International Brands: The Ordinary, Tom Ford, Estee Lauder, Dior, SK-II, Kose, Sulwhasoo, Shiseido, Clarins, Givenchy, Burberry & many more.

Lastly, we also deal in high quality OEM products. Contact us for more information.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore, Not Specified","Singapore",,"https://www.linkedin.com/company/authentique-groupe"
,"Glorify Solutions LLP","At Glorify Solutions LLP, we take pride in offering a comprehensive range of top-quality printing machines, inks and materials to cater to all your printing needs. Our extensive selection includes screen, pad/tampo, digital inkjet, DTF (Direct-to-Film), UV dry offset, flexographic printing. Whether you seek precision in screen printing or the versatility of digital printing, we have the ideal solution for any scale of operation.

As an authorized distributor of Nanolumi, a Singapore-based company in advanced luminescent materials, we bring you the revolutionary Reyal technology. This cutting-edge solution provides unmatched product authentication and counterfeit protection, utilizing advanced luminescent materials and high-definition optical tools. With Reyal, you can confidently secure your products and brand, ensuring authenticity and integrity in every transaction.

At Glorify Solutions LLP, we stand by our motto: ""Sourcing Simplified, Solutions Unlimited, Empowering You."" Choose us for all your printing and technology needs, and experience the perfect blend of innovation, quality, and reliability.","Wholesale Import and Export","2-10 employees","Partnership","Singapore","Singapore","glorifysolutions.com","https://www.linkedin.com/company/glorify-solutions-llp"
,"BuddhaHome Pte. Ltd.","BuddhaHome visions to bring the exclusive treasures from the land of Buddha into the global arena and bring back smiles in the lives of local farmers and artisans who are struggling to survive in the blessed land that once prospered.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","buddhahome.asia","https://www.linkedin.com/company/buddhahome.asia"
,"Fortune Favours PTE LTD","Global Distributor of 
 Chennai Kulfi 
 King Global Coffee
 Royal X
 Blackstone Ai","Wholesale Import and Export","11-50 employees","Privately Held","Geylang, Central Region","Singapore","fortunefavours.biz","https://www.linkedin.com/company/fortune-favours-private-limited"
,"Wildwoods Trading Pte Ltd","We hold ourselves up to the highest standards and have been in the Timber manufacturing industry since 2000. 
Together with our reliable partners from Malaysia, whom have amassed immense amount of knowledge from years of experience as loggers and in the logistic field, we continue to expand our practices each and every day. 
Currently we are supplying to local and global companies with a variety of innovative products, created with the greatest degree of precision and care.","Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore","wildwoodstrading.com","https://www.linkedin.com/company/www.wildwoodstrading.com"
,"IntradeSG","IntradeSG in an international trading company headquartered in Singapore. IntradeSG offers Management consultancy services and wholesale trade of a variety of goods. We can keep the pulse of the market as a result of our strong business cooperation with reputable overseas companies and we are able to supply the best quality products and services at affordable prices.","Wholesale Import and Export","2-10 employees","Partnership","Singapore , Singapore","Singapore","intradesg.com","https://www.linkedin.com/company/intradesg"
,"G-Infinity : Singapore & India","G-Infinity is the Trading Division of Gencom Asia having its offices in Singapore and India.
We intend to offer only Innovative Products and Solutions in the Category of Home, Office, Personal, Health and Gifts.","Import and Export","2-10 employees","Privately Held","SINGAPORE","Singapore","gencom-asia.com","https://www.linkedin.com/company/ginfinity"
,"ECOTAG PTE LTD","Specialized in Green Cleaning Solutions. 
ODOUR CONTROL, ORGANIC DRAIN CLEANER, NO RINSE FLOOR CLEANER- MOP & GO, and MOULD & MILDEW","Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/ecotag-pte-ltd"
,"Directions Management Private Limited","Import and export of food, beverages and toiletries","Wholesale Import and Export","2-10 employees","Privately Held",,"Singapore","dm-pl.com","https://www.linkedin.com/company/directions-management-private-limited"
,"Cluster-Cluster","CLUSTER–CLUSTER is a delightful home & living space that specialises in consultation services and sourcing expertise for home owners, interior designers, F&B, retail or hospitality groups worldwide. We also have a wonderful selection of homeware offered at wholesale prices for members at a minimum spend. 

Having established in Singapore as an e-commerce business in the home & living space in 2014, we offered the island a range of beautiful homeware hand-picked from all over the world, including designing and manufacturing unique in-house products produced in India, China, and Indonesia under the ClusterHOME brand.

We’ve since pivoted into a project-based interior studio, and work with multiple businesses and home owners, offering a large range of curated homeware for members wholesale, as well as e-decorating and sourcing services around the world.","Wholesale Import and Export","2-10 employees","Partnership","Singapore , Singapore","Singapore","cluster-cluster.com","https://www.linkedin.com/company/clustercluster"
,"DePharm Pharmaceutical (Singapore) Pte Ltd","DePharm Pharmaceutical is a Singapore-based wholesaler committed to sourcing and delivering novel pharmaceutical products to Singapore and global markets. Focused on addressing urgent and unmet medical needs, our mission is to accelerate access to life-saving solutions by creating global pathways for newly approved products to reach those in urgent need.
We help people access the medicine they need, even before it’s available in their countries. By managing sourcing, shipping, and customs while ensuring regulatory compliance, patients can focus solely on their treatment.","Wholesale Import and Export","2-10 employees","Privately Held","Bedok, East Region","Singapore","depharmppl.com","https://www.linkedin.com/company/depharm-pharmaceutical-singapore-pte-ltd"
