company_name,category,website,phone,email,description,letter,source,source_url
FLEXON PTE LTD,Ovens - Reflow Ovens,,(65) 6861 3188,,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FLEXSPEED TECHNOLOGY PTE LTD,Precision Machinery,https://flexspeed.com.sg,(65) 6853 3933,admin@flexspeed.com.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FLEXTRONICS MANUFACTURING (S) PTE LTD,Contract Manufacturing,,(65) 6299 8888,,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FLEXTRONICS PLASTICS (S) PTE LTD,Contract Manufacturing,https://flextronics.com,(65) 6299 8888,,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FLOMATIC INDUSTRIES PTE LTD,Stainless Steel Fabricators,https://flomaticasia.com,(65) 6268 8898,flomatic@smgnet.com.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FME PRECISION (PTE) LTD,Engineering Services,,(65) 6293 8193,,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FOAMTEC (SINGAPORE) PTE LTD,Precision Die-Cutting,https://foamexasia.com.sg,(65) 3157 3898,enquiry@foamtec.com.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FONG LIM TRADING PTE LTD,Electronic Components,https://fonglim.com,(65) 6293 8155,fltrade@singnet.com.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FONG SHEN MOULD & PRECISION ENGINEERING PTE LTD,Plastic Injection Moulding,https://fongshen.com,(65) 6545 2228,fongshen@singnet.com.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FONG TAT MOTOR CO PTE LTD,Automotive Component Parts,https://fongtat.com,(65) 6298 5333,sales@fongtat.com,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FONG'S ENGINEERING & MANUFACTURING PTE LTD,Precision Machinery,https://fongspl.com.sg,(65) 6785 6465,fongspl@pacific.net.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FORCS SINGAPORE PTE LTD,Internet of Things (IoT),,(65) 6100 2007,singapore@forcs.com,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FORMACH ASIA PTE LTD,Equipment Contract Manufacturing,https://formachasia.com,(65) 6448 1980,sales@formachasia.com,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
GETRONICS (S) PTE LTD,Coils,https://getronics-s.com.sg,(65) 6741 7388,csfoo@getronics-s.com.sg,"Manufacturer & specialist in wire harnesses, coils, jumper wire etc. Total Staff Strength: 305 Year Established: 1986 Export Markets: Asia Quality Systems/Standards: ISO 9001:2015, ISO...",G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GLOBALINK ELECTRONICS (S) PTE LTD,Electronic Components,https://globalink-e.com,(65) 6377 3046,audrey@globalink-e.com,"Globalink Electronics specialises in distributing and supplying quality electronics components for any businesses. With our more than a decade of experiences, we are ready to...",G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GRANTECH PTE LTD,Contract Manufacturing,https://grantech.com.sg,(65) 6848 5131,enquiry@grantech.com.sg,"Our core businesses are turnkey PCBA and box-build manufacturer. We have grown over the years and have done industrial products, consumer products, biometric products and...",G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
G P MANUFACTURING (S) PTE LTD,Metal Stamping & Fineblanking,,(65) 6542 9233,sales@gp-mfg.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GAGNER PRODUCTS PTE LTD,Electronic Equipment & Supplies,https://gagnerproducts.com,(65) 6342 9012,daniel@gagnerproducts.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GANGA JAMUNA ELECTRONICS PTE LTD,Electronic Equipment & Supplies,https://gangajamuna.com,(65) 6339 1631,info@gangajamuna.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GBS (SINGAPORE) PTE LTD,Semiconductors,,(65) 6759 2237,gbspl@singnet.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GEMALTO PTE LTD,"Smart Cards, RFID & Readers",https://gemalto.com,(65) 6317 3333,,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GENERAL ELECTRONICS & INSTRUMENTATION CORPORATION (PTE) LTD,Electronic Components,,(65) 6298 7633,,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GENERAL MAGNETICS LIMITED,CD-ROM/CD-R/CD-RW,https://genmag.com.sg,(65) 6361 9712,julie@genmag.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GENESIS NETWORKS PTE LTD,Networking Products,https://gen-net.com.sg,(65) 6848 2166,info@gen-net.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GENETRON ENGINEERING CORPORATION (PTE) LTD,Electronic Instruments - Measuring,https://genetron.com.sg,(65) 6295 2938,genetron@singnet.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GENPLUS PTE LTD,Uninterruptible Power Supplies,https://genplus.sg,(65) 6425 6436,sales@genplus.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GENSEMI (S) PTE LTD,Electronic Components,https://gensem.com,(65) 6744 1311,enquiry@gensem.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GES (SINGAPORE) PTE LTD,Computer Systems,https://ges.com.sg,(65) 6482 1788,contact-us@venture.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GETECH AUTOMATION PTE LTD,Customised Automation Equipment Builders,https://getecha.com,(65) 6756 0777,david_siew@getecha.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GETIT PTE LTD,Communication Equipment & Parts,,(65) 6225 2115,,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GETRONICS SOLUTIONS (S) PTE LTD,Computer Systems,https://getronics.com,(65) 6890 2828,sales-singapore@getronics.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GETS ASIA PTE LTD,E-Commerce Service Providers,,(65) 6887 7333,sales@crimsonlogic-etrade.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GETS MEDS PTE LTD,Mould Bases,https://gets-asia.com,(65) 8809 3165,enquiry@gets.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GEYER ELECTRONIC (ASIA) PTE LTD,Telecommunication Equipment & Products,https://geyer-electronic.com,(65) 6766 6938,sales@geyer-electronic.net,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GF MACHINING SOLUTIONS PTE LTD,Precision Machinery,https://gfms.com,(65) 6380 4100,service.sg@gfms.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GFS FILTRATION PTE LTD,Filters,https://gfsfilter.com,(65) 6846 4689,enquiry@gfsfilter.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GIKEN SAKATA (S) LIMITED,Disk Drives,,(65) 6354 6661,,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GKG ASIA PTE LTD,Printers,https://gkgasia.com,(65) 6547 8065,websales@gkgasia.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GLEE TREES PTE LTD,Internet of Things (IoT),,(65) 9186 6195,,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GLENDALE ELECTRONIC COMPONENTS PTE LTD,Contract Manufacturing,,(65) 6747 4651,info@glendale.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GLOBAL EWASTE SOLUTIONS PTE LTD,Recycling - Electronics/Computer Scrap,,(65) 6922 7291,,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GLOBAL HARVEST PRECISION PTE LTD,Metal Stamping & Fineblanking,,(65) 6268 1911,globalhp@singnet.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GLOBAL INVACOM GROUP LIMITED,Contract Manufacturing,https://globalinvacom.com,(65) 6678 6777,secretary@globalinvacom.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GLOBAL POWER SOURCE PTE LTD,Batteries,https://globalpower.com.sg,(65) 6338 6879,girish@globalpower.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GLOBALFOUNDRIES SINGAPORE PTE LTD,Wafer Foundries,https://globalfoundries.com,(65) 6362 2838,global.press@globalfoundries.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GLOBALTRONIC PRECISION PTE LTD,Jigs & Fixtures,https://globaltronic.com.sg,(65) 6264 1121,general@globaltronic.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GLOBECAST ASIA PTE LTD,Broadcasting Equipment & Supplies,https://globecastasia.com,(65) 6325 4222,easia.bookings@globecast.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GLOBSTAT TECHNOLOGIES PTE LTD,Clean Rooms - Installation & Equipment,https://globstat-tech.com,(65) 6246 0392,globstat@singnet.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GLOCOM MARKETING PTE LTD,Electromagnetic Interference Shielding Materials,https://glocom.com,(65) 6873 0933,enquiries@glocom.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GM NAMEPLATE ASIA PTE LTD,Membrane Switches/Flexible Laminated Circuits,https://gmnameplate.com,(65) 6863 3886,davidt@gmnameplate.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GME CHEMICALS (S) PTE LTD,Chemicals - Electronic,https://gme-chemicals.com,(65) 6749 5355,richard@gme-chemicals.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GMET INTERNATIONAL PTE LTD,Logistics Support Companies &/or Facilities,https://gmet.com.sg,(65) 6453 7152,georgepng@gmet.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GOLD LITE ENGINEERING PTE LTD,Electronic Instruments - Measuring,,(65) 6273 0487,sales@goldlite.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GOLDEN SWAN INDUSTRIES & TRADING (S) PTE LTD,Packing Products,,(65) 6897 7338,info@goldenswan.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GP BATTERIES INTERNATIONAL LIMITED,Batteries,https://gpbatteries.com.sg,(65) 6559 9800,gpbi@gpbatteries.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GP BATTERY MARKETING (SINGAPORE) PTE LTD,Batteries,https://gpbatteries.com.sg,(65) 6559 9800,gpbi@gpbatteries.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GP SYSTEM (SINGAPORE) PTE LTD,Precision Tools,https://gpsystem.com,(65) 6861 2663,enquiry@gpsystem.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GR ELECTRONICS (S) PTE LTD,Contract Manufacturing,https://GRelec.com.sg,(65) 6665 2128,enquiry@sg-electronics.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GRAND TEAM TECHNOLOGIES LIMITED,Engineering Services,,(65) 6256 6009,,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GREENLAND PLASTICS INDUSTRIES (S) PTE LTD,Plastic - Engineering,https://plastics.com.sg,(65) 6265 5777,greenland@plastics.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GROUND & SHARP PRECISION ENGRG PTE LTD,Jigs & Fixtures,,(65) 6561 5555,,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GS TECHNOLOGY PTE LTD,Electronic Components,https://gstec.com.sg,(65) 6483 2920,andysoh@gstec.com.sg,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
GSI ELECTRONICS PTE LTD,Capacitors - Film,https://gsielect.com,(65) 6515 7082,violet@gsielect.com,,G,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=G
HAIXIAN IMPEX PTE LTD,Semiconductor Equipment,https://gtx.com.sg,(65) 6298 2880,admin@haixian.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HAKKO PRODUCTS PTE LTD,Soldering Equipment,https://hakko.com.sg,(65) 6748 2277,sales@hakko.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HAKURUMA TECHNOLOGY PTE LTD,Precision Machining,https://hakuruma.com,(65) 6547 8542,enquiry@hakuruma.com,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HAKUTO SINGAPORE PTE LTD,Printed Circuit Board Sub-Assemblies & Contract Manufacturing,https://hakuto.com.sg,(65) 6745 8910,sales@hakuto.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HALESON PCB (S) PTE LTD,Printed Circuit Boards (PCBs),https://haleson-pcb.com,(65) 6260 0288,sales@hls-pcb.com,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HARADA CORPORATION SINGAPORE,Clean Room Supplies & Equipment,https://haradacorp.com,(65) 6324 1101,enquiry@haradacorp.co.jp,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HARRIMOSA MATERIALS PTE LTD,Printed Circuit Board Laminates,,(65) 6261 3625,accounts@harrimosa.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HARWIN ASIA PTE LTD,"Connectors, Sockets & Pins",https://harwin.com.sg,(65) 6779 4909,support@harwin.com,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HASCO SINGAPORE (PTE) LTD,Mould Making,https://hasco.net,(65) 6861 1585,info@hasco.com,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HAUPPAUGE DIGITAL ASIA PTE LTD,Computer Multimedia,https://hauppauge.com.sg,(65) 6276 9163,sales@hauppauge.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HCL SINGAPORE PTE LTD,Research & Development Centres/Institutes,https://hcl.in,(65) 6273 8288,webmaster@hcl.in,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HEIDENHAIN PACIFIC PTE LTD,Precision Measurement Components & Parts,https://heidenhain.com.sg,(65) 6749 3238,info@heidenhain.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HEILIND ASIA PACIFIC (SG) PTE LTD,Network Products,https://heilindasia.com,(65) 6260 6134,sales@heilind.com,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HEMSCO (S) PTE LTD,Clean Rooms - Installation & Equipment,,(65) 6745 7933,hemsco@singnet.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HENG WAH MANUFACTURING WORKS,Plastic - Engineering,,(65) 6742 8007,hengwah@mbox4.singnet.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HENKEL SINGAPORE PTE LTD,Adhesives & Encapsulants,,(65) 6266 0100,vee-hau.chu@henkel.com,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HENKO MACHINE TOOLS PTE LTD,Precision Machinery,https://henko.com,(65) 6846 4666,info@henko.com,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HERMES-EPITEK CORPORATION PTE LTD,Semiconductor Equipment,,(65) 6349 8868,,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HEWLETT-PACKARD SINGAPORE (PTE) LTD,Computer Systems,https://hp.com.sg,(65) 6275 3888,,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HEXAGON MANUFACTURING INTELLIGENCE,Metrology Instruments,,(65) 6463 6242,,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HEXON TECHNOLOGY PTE LTD,Computer Memory Modules & Memory Upgrade,https://hexon.com.sg,(65) 6743 3492,sales@hexon.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HGST SINGAPORE PTE LTD,Disk Drives,https://hgst.com,(65) 6841 2500,recepsg@hgst.com,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HI-FEED AUTOMATION PTE LTD,Robotics & Automation Equipment,https://hi-feed.com.sg,(65) 6256 6333,sales@hi-feed.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HI-P INTERNATIONAL LIMITED,Precision Injection Moulding,https://hi-p.com,(65) 6268 5459,,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HI-POWER INDUSTRIES PTE LTD,Batteries,,(65) 6276 7335,hpower@singnet.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HIBEX SINGAPORE PTE LTD,Robotics & Automation Equipment,https://hibex.com.sg,(65) 6274 8011,sales@hibex.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HILLIER INDUSTRIES PTE LTD,Silk Screen & Tampo Printing,,(65) 6786 1633,sales@hillier.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HIOKI SINGAPORE PTE LTD,Testing & Measuring Instruments,https://hioki.com,(65) 6634 7677,estore@hioki.com.sg?,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HIRATA FA ENGINEERING (S) PTE LTD,Robotics & Automation Equipment,,(65) 6862 1178,sales@hirata.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HISAKA (SINGAPORE) PTE LTD,Factory Automation Components,https://hisaka.com.sg,(65) 6455 1311,info@hisaka.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HITACHI ASIA LTD,Electronic Components,,(65) 6535 2100,,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HITACHI CHEMICAL (SINGAPORE) PTE LTD,Printed Circuit Boards (PCBs),https://hitachihcs.com.sg,(65) 6542 8511,,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HITACHI CHEMICAL ASIA-PACIFIC PTE LTD,Semiconductor Materials,,(65) 6836 6988,,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HITACHI HIGH-TECH (SINGAPORE) PTE. LTD.,Robotics & Automation Equipment,https://hitachi-hightech.com,(65) 6733 2754,,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HITACHI POWDERED METALS (S) PTE LTD,Powder Metallurgy,https://hitachi-pm.com.sg,(65) 6861 5633,sales@hitachipowder.com,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HITECH HEAT TREATMENT SERVICES PTE LTD,Heat Treatment Services,https://hitech.sg,(65) 6863 2530,info@hitech.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HIWIN SINGAPORE PTE LTD,Motion Controls,https://hiwin.sg,(65) 6257 0656,info@hiwin.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HKK INDUSTRIAL SERVICES,Plastic Extrusions,,(65) 6448 1246,hkkhq@pacific.net.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HLN RUBBER PRODUCTS PTE LTD,Precision Machining,https://hlnrubber.net,(65) 6746 1366,sales@hlnrubber.net,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HOCK HENG ELECTRONICS TRADING,Semiconductors,,(65) 6294 4192,hh.electronics@yahoo.com,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HOFFMAN SCHROFF PTE LTD,Electronic Enclosures - Rack & Console,,(65) 6768 5800,,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HOFFMANN QUALITY TOOLS ASIA PACIFIC PTE LTD,Machine Tools,https://hoffmann-group.com,(65) 6768 5800,hoffmansc@pacific.net.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HOHIN INDUSTRIAL TRADING PTE LTD,Carbide Tools & Products,,(65) 6848 4566,hohin@singnet.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HOIHO PCB (S) PTE LTD,Printed Circuit Boards (PCBs),,(65) 6297 4426,,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HOIIO PTE LTD,Communication Systems,https://hoiio.com,(65) 6591 8887,sales@teliwave.com,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HOKURIKU (SINGAPORE) PTE LTD,Hybrid Circuits,,(65) 6861 1677,cpsales@hdkhsp.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HOMAN INDUSTRIES PTE LTD,Electronic Enclosures - Rack & Console,https://homan.com.sg,(65) 6267 4432,jessica@homan.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HONAMI ELECTRONICS (S) PTE LTD,Ferrite Cores,https://honami.com.sg,(65) 6841 9411,honami@honami-ele.com,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HONEYWELL PTE LTD,International Procurement Offices - IPO,https://honeywell.com,(65) 6714 6800,,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
HONFOONG PLASTIC INDUSTRIES PTE LTD,Plastic Injection Moulding,,(65) 6481 8149,ml.toh@honfoong.com.sg,,H,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=H
INTERFLUX SINGAPORE PTE LTD,Adhesives & Encapsulants,https://interflux.com,(65) 6848 7818,ask@interflux.com.sg,"Products & Services: Our expertise is No-residue Technology fluxes, absolutely halide-free chemistry, VOC-free fluxes, rosin- and resin- free formulations, Solder Pastes, Solder Wires, 100% Selective...",I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
ICONNEXION ASIA PTE LTD,Antennas - Satellite,https://iconnexion.com.sg,(65) 6569 7645,info@iconnexion.com.sg,"iConnexion is a distributor of passive and electromechanical electronic components as well as a supplier of value-added cable assembly services, Flexible and Rigid PCBs Solutions...",I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
ISLAND OPTICAL SYSTEMS (S) PTE LTD,Cameras,https://islandos.com.sg,(65) 6515 9110,lief@islandos.com.sg,"Optical filters, bandpass, longpass, shortpass, color Precision lenses, prisms, mirrors, windows, dichroic filters Reticles and targets Board lenses Laser protective goggles and shield window Telecentric...",I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
ISO-DYNAMIQUE MICROSYSTEMS PTE LTD,Metrology Instruments,https://isodynamique.com,(65) 6908 1878,sales@isodynamique.com.sg,XYZTEC Condor Sigma and W12 Bondtesters YXLON 2D/3D Microfocus X-Ray Systems TRESKY Automated Die Bonders F & S Bondtec Wire Bonders LEICA Microscopy Solutions BUDATEC...,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
"IBM GLOBAL PROCUREMENT SUPPORT GROUP, ASIA",International Procurement Offices - IPO,,(65) 1800 418 1000,,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
ICHI SEIKI PTE LTD,Grinding Services,https://ichiseiki.com,(65) 6744 7600,is@ichiseiki.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
ICON RESOURCES AND TECHNOLOGIES PTE LTD,Networking Products,https://iconresources.com.sg,(65) 6844 7100,singapore@iconresources.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
ICONZ-WEBVISIONS PTE LTD,Networking Products,https://webvisions.com,(65) 6868 1199,marketing@iwv.works,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
ICS CARGO SERVICES PTE LTD,Freight Forwarding,,(65) 6542 9222,icscargo@pacific.net.sg,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
ID LABELS PTE LTD,Precision Die-Cutting,,(65) 6280 1681,sales@idlabels-sg.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
IDEAL TECHNOLOGY (S) PTE LTD,Computer Systems,,(65) 6899 5110,sales@idealtech.com.sg,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
IDEC IZUMI ASIA PTE LTD,Relays,https://idec.com,(65) 6746 1155,info@sg.idec.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
IDI LASER SERVICES PTE LTD,"Laser Cutting, Marking & Engraving Machinery",https://idilaser.com,(65) 6445 0771,admin@idi.com.sg,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
IDT SINGAPORE PTE LTD,Electronic Components,https://idt.com,(65) 6744 3356,,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
IGT TESTING SYSTEMS PTE LTD,Testing Services,https://igt.com.sg,(65) 6742 8993,singapore@igt.nl,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
IGUS SINGAPORE PTE LTD,Plastic - Engineering,,(65) 6487 1411,info@igus.com.sg,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
IHRMS PTE LTD,Computer Software,https://i-hrms.asia,(65) 6100 0168,info@i-hrms.asia,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
ILLUMINATE PRECISION ENGINEERING PTE LTD,Jigs & Fixtures,,(65) 6744 8958,illumin@singnet.com.sg,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
IMAGE ENGRG & TRADING PTE LTD,Tools & Dies,,(65) 6742 3937,,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
IMAGE TRANSFORMS SINGAPORE PTE LTD,Semiconductor Equipment,https://imagetransforms.com,(65) 6552 7211,info@imagetransforms.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
IMAO MACHINE COMPONENTS PTE LTD,Jigs & Fixtures,https://imao-ind.com,(65) 6894 1617,info@imao-ind.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
IMPEX COMPONENTS PTE LTD,Tools & Dies,,(65) 6747 0308,info@impex.com.sg,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INCHONE PTE LTD,Computer Systems,https://inchone.com,(65) 6441 4478,enquiries@inchone.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INDIUM CORPORATION OF AMERICA (SINGAPORE BRANCH),Solder Paste,,(65) 6268 8678,,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INDUSTRIAL ELECTRONICS PTE LTD,Electronic Signs,https://ie-pl.com,(65) 6744 6873,indselec@pacific.net.sg,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INECOM PTE LTD,Consultants,https://inecomworld.com,(65) 6225 9255,enquiries@inecom.com.sg,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INFICON PTE LTD,Gas Detection Systems,https://inficon.com,(65) 91169630,reach.singapore@inficon.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INFINEON TECHNOLOGIES ASIA PACIFIC PTE LTD,Integrated Circuit Assembly & Test,https://infineon.com,(65) 6876 2888,support@infineon.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INFONET SYSTEMS & SERVICES PTE LTD,Communication Systems,https://infonet.com.sg,(65) 6603 9877,sales@infonet.com.sg,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INGRAM MICRO ASIA LTD,Electronic Components,https://sg.ingrammicro.com,(65) 6298 0888,salesenquiries.sg@ingrammicro-asia.com,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
INGUN SOUTH EAST ASIA PTE LTD,Test Jigs & Fixtures,,(65) 6968 1720,,,I,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=I
