company_name,address,postal_code,tel,fax,email,website,description,source_url
Dragon Brand Bird's Nest Pte Ltd,23 Senoko South Road #01-02 TrioFood Annex BuildingSingapore 758080,758080,+65 6538 2288,-,kenneth@dbbn.com.sg,https://www.dragonbrand.com.sg,"Since 1957, Dragon Brand has been a pioneer in delivering high-quality and great-value bird's nest, traditional Chinese health products, and delicacies. Our innovative spirit led us to develop the World’s first glass-bottled bird's nest in 1986. This product has since won the trust of many customers with its hygiene, top quality, and good flavours and has become a household brand for premium bird's nest in Singapore. Dragon brand adopted advanced processing equipment and manufacturing processes ",https://www.sfma.org.sg/member/info.php?cid=dragon-brand-birds-nest-pte-ltd
Dragonfly Pte Ltd,33 Kim Chuan Dr #06-01 Citrine Foodland FactorySingapore 537087,537087,+65 9738 9333,-,gillian@loongfeigroup.com,-,Dragonfly Pte Ltd does manufacturing and F&B servicing. Manufacturing of Mala sauces and other sauces. Operator of mala hotpot chain.,https://www.sfma.org.sg/member/info.php?cid=dragonfly-pte-ltd
Eastern Harvest Foods (Singapore) Pte Ltd,5 Jalan TepongSingapore 619325,619325,+65 6779 1748,+65 6777 4596,derek@easternharvest.com.sg,https://www.easternharvest.com.sg/,"Eastern Harvest Foods (Singapore) Pte Ltd is a frozen seafood and Japanese food importers, distributor and exporter. We supply varieties of frozen food and Japanese food to Singapore market and export to neighborhood countries like Malaysia, Indonesia, etc. Our products include shrimp, fist fillet, scallop, crab meat, oyster, squid, octopus, salmon, mackerel, etc. We are specialized in supplying Japanese frozen food like unagi, nobashi, edi fry, chuka items, tobiko, ebikko and dry foods, sauces,",https://www.sfma.org.sg/member/info.php?cid=eastern-harvest-foods-singapore-pte-ltd
Eatnuf Pte Ltd,22 Cross StreetSingapore 048421,048421,+65 9742 0563,-,sales@eatnuf.com,https://www.eatnuf.com/,"EATNUF is Singapore's Nut and Seed Butter Brand. Our founders were two local guys looking to bring healthier plant-based alternatives to you at affordable prices. We launched in Dec 2020 with two products: Almond & Cashew Nut Butters. We want to see wholesome natural foods in the hands of everyone; the best foods that you and your family can enjoy anywhere anytime. Enjoy nut butter products that contain minimal sugar or salt, in smoothies, sandwiches, bakes, ice cream or on its own. We are not y",https://www.sfma.org.sg/member/info.php?cid=eatnuf-pte-ltd
Ebenezer Coffee Manufacturer Pte Ltd,3017 Bedok North St 5 #06-27 Gourment East KitchenSingapore 486121,486121,+65 6243 9797,+65 6457 6961,enquiries@ebenezercoffee.sg,http://www.ebenezercoffee.sg/,"Founded in 1978, Ebenezer Coffee has been a significant part of Singapore's Nanyang coffee culture, offering authentic, traditional brews that resonate with the rich flavours of the region. Over the years, Ebenezer has evolved, expanding its product range to include Western-style coffee, catering to both local and international tastes. Known for its dedication to quality and innovation, Ebenezer blends tradition with modern trends to deliver a unique coffee experience. With the tagline ""Waking S",https://www.sfma.org.sg/member/info.php?cid=ebenezer-coffee-manufacturer-pte-ltd
Ee Hui Food Manufacture Pte Ltd,58 Senoko DriveSingapore 758237,758237,+65 6758 5885,+65 6758 8833,admin@eehuifood.com,http://www.eehuifood.com/,"From a wet market stall to a full-fledged production factory, Ee Hui has evolved since our early days selling handmade fishballs and fishcakes during the 1980s. While some things have changed, our original values still remain. We stay rooted in preserving the quality, taste and goodness of our products, exactly the way it has been since day one – handmade, quality, chemical-free products with absolutely no flours or fillers. Today, we manufacture a wide range of seafood products from fresh and h",https://www.sfma.org.sg/member/info.php?cid=ee-hui-food-manufacture-pte-ltd
Elevate Foods Enterprises Pte Ltd,1 Nanson Road #03-00Singapore 238909,238909,+65 9388 5444,-,info@elevatefoods.org,https://www.elevatefoods.org,"At Elevate Foods, we believe that the best foods start at the source. That's why we go straight to the farms, building lasting partnerships with farmers to ensure only the highest quality ingredients make it to your table. Every product we create is rooted in authenticity and care—from carefully selected crops to thorough quality checks along each step of our journey. Our commitment to transparency means you’ll always know where your food comes from, how it’s made, and who’s behind it. We priori",https://www.sfma.org.sg/member/info.php?cid=elevate-foods-enterprises-pte-ltd
Eng Bee Foodstuffs Manufacturing Pte Ltd,10 Woodlands TerraceSingapore 738435,738435,+65 6284 1982 / +65 6285 3532,+65 6487 6353,sales@engbeefood.com,https://www.engbeefood.com/,"As one of the leading manufacturers for rice vermicelli (locally known as bee hoon), our products are manufacturered under strict supervision and constantly monitored to ensure consistency in product quality and safe for consumption. All of our products are HACCP and Halal-Certified.",https://www.sfma.org.sg/member/info.php?cid=eng-bee-foodstuffs-manufacturing-pte-ltd
Eng Heng Food Manufactory Pte Ltd,1 Yunnan Drive 1Singapore 638271,638271,+65 6265 5283,+65 6265 3250,-,-,"Manufacture and retail trade in noodles, e.g. Hokkien mee, kuay teow, bitaimak, wantan mee and wantan (meat dumpling) skin.",https://www.sfma.org.sg/member/info.php?cid=eng-heng-food-manufactory-pte-ltd
Eng Huat Food Industries Pte Ltd,15 Woodlands Loop #01-41/42Singapore 738322,738322,+65 6758 5811,+65 6758 5523,-,-,Manufacturers of beancurd.,https://www.sfma.org.sg/member/info.php?cid=eng-huat-food-industries-pte-ltd
Eng Soon Dry Bean Curd Manufacturing Pte Ltd,10 Tuas Bay WalkSingapore 637780,637780,+65 6863 3668,+65 6863 0838,engsoonasia@engsoonmfg.com.sg,http://www.tofupuffs.com/,"A dry bean curd factory in Singapore since 1977, has adopted advance production technology. Its production line was specially designed with the help of food engineers in Japan. The company now produces 4 metric tons of deep fried beancurd daily with 11 varieties, both for sale in local and international market.",https://www.sfma.org.sg/member/info.php?cid=eng-soon-dry-bean-curd-manufacturing-pte-ltd
Eureka Snacks SG Pte Ltd,2 Jurong East Street 21 #04-12A IMM BuildingSingapore 609601,609601,+65 6261 0821,-,sales@eurekasnacksg.com,https://sg.eurekasnack.com/,"Founded in 2017, myEureka is the go-to snack brand for gourmet popcorn. Available in major supermarkets and convenience stores, you can find myEureka in leading shopping mall. Nobody does popcorn like us!",https://www.sfma.org.sg/member/info.php?cid=eureka-snacks-sg-pte-ltd
Everich Market Place Pte Ltd,6A Senoko South RoadSingapore 758092,758092,+65 6757 8858,+65 6758 5335,-,http://www.everrich.com.sg/,"Everich Market Place Pte Ltd is one of the biggest importer in Singapore and our main focus is on fruits and vegetables, agriculture products, raw condiment, frozen meat for local food factories, HORECA, supermarket, food stalls, wet markets, ship chandler and etc. We have over 24,000 sqf of cold rooms and freezer that can accommodate 2850 tons of products and 14,000 sqf of warehousing for bulk storage of products. With a different range of temperatures for the cold rooms and freezer, we can cat",https://www.sfma.org.sg/member/info.php?cid=everich-market-place-pte-ltd
Everyday Drinks Global Pte Ltd,80 Genting Lane #04-01B Ruby Industrial ComplexSingapore 349565,349565,+65 8856 7378,-,cheers@everydaydrinks.global,https://www.everydaydrinks.global,"Everyday Drinks Global is a boutique beverage distributor based in Singapore, specialised in curating and delivering exciting, globally-sourced beverages. We are committed to bringing unique flavours from around the world to our discerning customers.",https://www.sfma.org.sg/member/info.php?cid=everyday-drinks-global-pte-ltd
Everything Good Pte Ltd,5 Ang Mo Kio Industrial Park 2A #02-31 AMK Tech IISingapore 567760,567760,+65 9117 9599,-,contact@everythinggood.com.sg,https://www.everythinggood.com.sg,"At Everything Good Singapore, we believe in turning ordinary moments into extraordinary memories. As a premier brand of confectionery products, we specialize in crafting delectable treats that serve as the perfect mementos for tourists and delightful gifts for every occasion. Our mission is to sweeten your journeys and celebrations with the finest confectionaries, adding a touch of magic to every bite.",https://www.sfma.org.sg/member/info.php?cid=everything-good-pte-ltd
F & G Food Pte Ltd,52 Woodlands TerraceSingapore 738462,738462,+65 6754 1857,+65 6754 1805,support@fgfood.com.sg,http://www.fgfood.com.sg/,"F & G Food Pte Ltd, an established company in 1995, is a leading manufacturer and distributor of Premium Chinese & Western Sausages, Canned Foods, RTE Food, Snacks, and Waxed Meats. In 2011, Mr. Patrick Tay acquired the company after nearly 20 years of experience in the F&B industry. The company efficiently supplies supermarkets and their existing suppliers by using semi-automated production methods. Mr. Patrick Tay's commitment to food safety and quality has set the company's products apart, ea",https://www.sfma.org.sg/member/info.php?cid=f-n-g-food-pte-ltd
F&N Foods Pte Ltd,2 Tuas Link 3Singapore 639468,639468,+65 6210 8223,+65 6210 8181,leeyy@fnnfoods.com,https://www.fnnfoods.com/,"F&N FOODS prides itself on its development of champion brands that enjoy strong consumer loyalty and always responding to consumer trends and demands. It has on its stellar portfolio of well-trusted and loved household brand names including F&N MAGNOLIA, F&N DAISY, F&N FARMHOUSE, F&N NUTRISOY, F&N NUTRITEA, F&N FRUIT TREE FRESH, F&N and F&N MEADOW GOLD.",https://www.sfma.org.sg/member/info.php?cid=fnn-foods-pte-ltd
Faesol Pte Ltd,15 Jalan Tepong #05-03 Jurong Food HubSingapore 619336,619336,+65 6898 3698,+65 6841 0508,jonathan@faesol.com,http://www.faesol.com/,"Faesol is a Singapore-based lifestyle food technology company that provides simple and effective food innovation solutions, which tackle the dual epidemics of obesity and diabetes in the Asia Pacific region. We specialise in developing and supplying formulated ingredients for users to make tasty ""Healthier Sweet Products"" and ""Healthier Beverages"". These simple, ready-to-use ingredients are marketed under the iLite brand.",https://www.sfma.org.sg/member/info.php?cid=faesol-pte-ltd
Fairteck Holding Pte Ltd,271 Bukit Timah Road #05-01 Balmoral PlazaSingapore 259708,259708,+65 6732 8189,+65 6732 5830,info@fairteck.com.sg,https://www.smooze.fun/,"Fairteck Holding Pte Ltd is a coconut specialist and innovator of Coconut Food and Beverage products. Established in 1995, the company started as commodities trading company. It is the first Company to start promoting and export UHT coconut cream. For the last 25 years, the company has exported to more than 100 destinations around the world; crossing industry, food service and retail sectors. Over the years the company continues to evolve and develop innovative products that cater to the growing",https://www.sfma.org.sg/member/info.php?cid=fairteck-holding-pte-ltd
Farrel Distribution Pte Ltd,1 Tampines North Drive 3 #02-02 BHCC SpaceSingapore 528499,528499,+65 9068 8061,-,admin@kkcheesesg.com,https://www.kkcheesesg.com,"Incorporated in Singapore, Farrel Distribution Pte Ltd is a dynamic distribution and brand development company dedicated to introducing unique and high-potential products to the Singapore and regional markets. As both a trusted distributor of local snack labels such as KK Cheese Singapore and brand owner of yamo+, Farrel Distribution focuses on bringing originality, flavour innovation, and local pride to every shelf and online platform. Our core mission is to bridge the gap between global innova",https://www.sfma.org.sg/member/info.php?cid=farrel-distribution-pte-ltd
Fassler Gourmet Pte Ltd,46 Woodlands TerraceSingapore 738459,738459,+65 6257 5257,+65 6257 7257,orderdept@fasslergourmet.com,https://www.fasslergourmet.com/,"Fassler Gourmet is dedicated to the sustainability and health of our seafood industry. Our mission is to contribute to and support safe and healthy food from world's oceans by sourcing from certified sustainable sources for responsible fishing and farming. We are committed to educating the community by providing and influencing consumer choices through marketing sustainable seafood. In 2015, we attained MSC (Marine Stewardship Council) and ASC (Aquacultural Stewardship Council) Chain-of-Custody ",https://www.sfma.org.sg/member/info.php?cid=fassler-gourmet-pte-ltd
Fenixx Pte Ltd,21 Woodlands Close #09-36 Primz BizHubSingapore 737854,737854,+65 9190 8128,-,bytee@fenixx.com.sg,http://www.fenixx.com.sg/,"Trading company. Products include Instant Noodles, Cooking Paste, Canned Food, Nuts & Snacks and Instant Coffee & Tea.",https://www.sfma.org.sg/member/info.php?cid=fenixx-pte-ltd
Fish International Sourcing House Pte Ltd,320 Jalan Boon LaySingapore 619525,619525,+65 9772 6046,-,contactus@fishsingapore.com,https://www.fishsingapore.com/,"FISH is a future-driven seafood company dedicated to the pursuit of Better. We create exceptional quality seafood products that's tastier, fresher and better for the world. A global Singapore company, FISH is at the forefront of seafood processing technology and R&D to cater to the tastes of the modern consumer. We serve over 90 countries and more, boldly venturing into under-served markets. We staunchly believe that everyone deserves access to ethically sourced, delicious seafood. Sustainabilit",https://www.sfma.org.sg/member/info.php?cid=fish-international-sourcing-house-pte-ltd
Fish Soup Paradise Pte Ltd,20 Mactaggart Rd #05-01 Mactaggart FoodlinkSingapore 368079,368079,+65 9232 9219,-,sales@fishsoupparadise.com,https://www.fishsoupparadise.com/,"Mr. Wu Sin Min (Jerry), the brainchild of Fish Soup Paradise. His eldest daughter (age 9) in love of Fish Soup made by him inspired him to venture into his first F&B Business offering Fish Soup varieties at online store and 2 outlets in the Central Business District in Singapore since year 2020. This Fish Soup is a family recipe from Mr. Wu great grandpa and had been all time favourite to neighboring folks that tasted Mr. Wu family Fish Soup. Today Fish Soup Paradise Own 2 outlets and have its F",https://www.sfma.org.sg/member/info.php?cid=fish-soup-paradise-pte-ltd
Fong Yit Kaya Pte Ltd,1 Senoko Ave #03-08 FoodAxis @ SenokoSingapore 758297,758297,+65 6334 4067,+65 6334 4361,gtwace@hotmail.com,http://www.kayamila.com/,Kaya manufacturer since 1945.,https://www.sfma.org.sg/member/info.php?cid=fong-yit-kaya-pte-ltd
Foo Seng Medical Trading,3020 Ubi Ave 2 #03-129 Kampong Ubi Industrial EstateSingapore 408896,408896,+65 6543 2088,+65 6546 3088,foosengmedical@yahoo.com.sg,-,TMC Wholesales,https://www.sfma.org.sg/member/info.php?cid=foo-seng-medical-trading
Food Corporation (S) Pte Ltd,9 Jurong Town Hall Road #04-13Singapore 609431,609431,+65 6221 2438,-,effie.jiang@maplegree.com,-,Wholesale of Food & Beverage.,https://www.sfma.org.sg/member/info.php?cid=food-corporation-s-pte-ltd
Food Corporation Marketing Pte Ltd,9 Jurong Town Hall Road #04-13 TA HubSingapore 609431,609431,+65 6221 2438,+65 6223 7235,-,-,,https://www.sfma.org.sg/member/info.php?cid=food-corporation-marketing-pte-ltd
Food Empire Holdings Limited,Future Enterprises Pte Ltd 7 Tampines Grande #03-01 Asia GreenSingapore 528736,528736,+65 6622 6900,+65 6744 8977,corporate@foodempire.com,http://www.foodempire.com/,"SGX Mainboard-listed Food Empire Holdings (""Food Empire"" or together with its subsidiaries, the ""Group"") is a multinational food and beverage manufacturing and distribution group headquartered in Singapore. With a portfolio spanning instant beverages, snack foods, and a growing presence in food ingredients, Food Empire's products are sold in over 60 countries across North Asia, Eastern Europe, Southeast Asia, South Asia, Central Asia, Middle East, and North America. Supported by 8 manufacturing ",https://www.sfma.org.sg/member/info.php?cid=food-empire-holdings-limited
Foodedge Gourmet Pte Ltd,26 Woodlands TerraceSingapore 738449,738449,+65 6339 4953,+65 6245 6975,jsk@foodedgegourmet.com,http://www.foodedgegourmet.com/,"Foodedge Gourmet is a premier food manufacturing company that produces and wholesales quality pre-finished food products to F&B establishments like Airlines, Hotels, Restaurants and Cafe Chains. Our products can be divided into 3 categories namely Sweet, Savory and Complete Meals. Our core business is manufacturing, market development and logistics. Product range includes Ice Creams, Cakes, Breads, Cookies, Soups, Sauces, Condiments, Cooked Meats and lots more. Our key strengths are that we offe",https://www.sfma.org.sg/member/info.php?cid=foodedge-gourmet-pte-ltd
Foodgnostic Pte Ltd,171 Kampong Ampat #05-01 KA FoodlinkSingapore 368330,368330,+65 6287 0709,+65 6287 5508,sales@foodgnostic.com,https://www.foodgnostic.com/,"Recognizing a market opportunity for food innovation, Foodgnostic was formed in 2013 with a mission of building a centralized bakery and food production facility. Adhering to their ethos of ""Quality + Value"", Foodgnostic provides full contract and private label manufacturing solutions to help companies improve operational efficiency and cost control. Through the use of sophisticated technology, Foodgnostic is able to reap the economy of scales; to free up the manpower and heavy capital investmen",https://www.sfma.org.sg/member/info.php?cid=foodgnostic-pte-ltd
FoodWonders Pte Ltd,3017 Beodk North St 5 #04-31 Gourmet East KitchenSingapore 486121,486121,+65 8975 7929,-,foodwdl@gmail.com,https://www.foodwonders.company.site,"Believing that food could be the heart and soul of every memorable gathering, Food Wonders' had embarked on a quest to gather a collection of fun and versatile seasonings designed to ignite taste buds and create unforgettable moments, a flavor at a time. We introduce new and seasonal flavor at least once a year, such as the popular Super Ring Cheese and unique Spicy Grilled Squid powder seasoning. Do check in with us if you're looking for customize or exotic flavors to go with your snacks.",https://www.sfma.org.sg/member/info.php?cid=foodwonders-pte-ltd
Foodxervices Inc Pte Ltd,218 Pandan Loop #01-01 XPACESingapore 128408,128408,1800 933 3333 / +65 6744 6455,1800 933 3339 / +65 6744 6477,xervices@foodxervices.com,http://www.foodxervices.com/,"People have often asked who we are and what we do. Are we a distributor, wholesaler, trader, or a logistics company? Well, FoodXervices Inc is essentially a foodservice distributor. To our network of foodservice customers, we are like a hypermart where they can select and purchase products in bulk. In fact, we rank among Singapore's top foodservice companies, serving a wide range of clientele - from top hotels and restaurants to culinary schools and institutions. FoodXervices Inc was restructure",https://www.sfma.org.sg/member/info.php?cid=foodxervices-inc-pte-ltd
Fook Sang Tong Trading Pte Ltd,3017 Bedok North St 5 #04-15/16 Gourmet East KitchenSingapore 486121,486121,+65 6744 1868,+65 6743 5267,sales@fooksangtong.com.sg,http://www.qianjin.com.sg/,"For over 30 years, Fook Sang Tong Trading Pte Ltd has grown from being a leading manufacturer of baby food brown rice powder to also a manufacturer of herbal health food. Our founder formulated and launched Moon Rabbit Si Sen Brown Rice Powder, it became a household hit throughout Singapore, leading Fook Sang Tong to develop an entire range of Moon Rabbit baby and adult food products made entire from natural raw materials. No sugar, salt, colourings, flavourings or preservatives added. Till this",https://www.sfma.org.sg/member/info.php?cid=fook-sang-tong-trading-pte-ltd
Fort Sanctuary Pte Ltd,8 Raffles Ave #02-04 Esplanade MallSingapore 039802,039802,+65 6254 8048,+65 6401 7903,daphnelau@fortsanctuary.com,https://www.fortsanctuary.com/,"Our facility in Singapore, Fort Sanctuary @ Tuas, specializes in precise firings designed to work perfectly with resting of tea leaves. These techniques are groundbreaking innovations built on refining traditional tea processing skills.",https://www.sfma.org.sg/member/info.php?cid=fort-sanctuary-pte-ltd
Fortun Ate Restaurant Pte Ltd,181 Lorong 4 Toa Payoh #02-602Singapore 310181,310181,+65 6363 1717,+65 6252 2342,-,http://www.fortun-ate.com/,Cantonese Dim Sum Restaurant.,https://www.sfma.org.sg/member/info.php?cid=fortun-ate-restaurant-pte-ltd
Fortune Food Manufacturing Pte Ltd,348 Jalan Boon LaySingapore 619529,619529,+65 6577 3130,+65 6261 1326,alexng@fortunefood.com.sg,http://www.fortunefood.com.sg/,"The Fortune Food Group, a subsidiary of Hanwell Holdings Limited, has two established business arms—Fortune Food Manufacturing and Fortune Food Marketing. Fortune Food Manufacturing began life as a manufacturing entity in the early 80's, it has since then grown into a leading player in innovative food manufacturing in Singapore. Besides specialising in soya bean-based products such as tofu and tau kwa, Fortune Food is also the pioneer in introducing the first fresh, pasteurised soya milk, Sobe, ",https://www.sfma.org.sg/member/info.php?cid=fortune-food-manufacturing-pte-ltd
Four Leaves Pte Ltd,37 Chin Bee CrescentSingapore 619903,619903,+65 6268 6516,+65 6266 5470,jimmytan@fourleaves.com.sg,http://www.fourleaves.com.sg/,"We are a full bakery business. We have variety of cakes, buns, breads, croissant, baguette.",https://www.sfma.org.sg/member/info.php?cid=four-leaves-pte-ltd
Fragrance Foodstuff Pte Ltd,60 Woodlands TerraceSingapore 738466,738466,+65 6257 8608,+65 6758 8968,sales@fragrance.com.sg,http://www.fragrance.com.sg/,"Inspired by the fervour and optimism of the newly independent Singapore, Madam Ong set up her first bak kwa stall in 1969. Through hard work, she developed winning formula, and the heavenly scent of her barbecued meat attracted Singaporeans from all walks of life to share in this tradition. The brand was named in Chinese, meaning ""Fragrance"", after the natural aroma of the barbecued meat. Madam Ong's descendants, the Tan family, has continued championing the indomitable spirit of a post-independ",https://www.sfma.org.sg/member/info.php?cid=fragrance-foodstuff-pte-ltd
French Food Factory Pte Ltd,20 Bukit Batok Crescent #11-21Singapore 658080,658080,+65 9151 3132,-,enquiries@saybons.com,https://www.saybons.com/,"Established in 2007, the company primarily retails under brand name SAYBONS. Inspired by the French word c’est bon which means “it is good”, Founder and Executive Chef Daphane Loke opened SAYBONS with the objective of making French food accessible to everyone. Known as Singapore’s first French casual dining chain, the restaurant serves up a delectable spread of crêpes, soups, breakfasts, and pastas; all made from scratch using the freshest ingredients and classical French culinary techniques. To",https://www.sfma.org.sg/member/info.php?cid=french-food-factory-pte-ltd
Frezfruta Jam Manufacturing Pte Ltd,60 Paya Lebar Road #06-28 Paya Lebar SquareSingapore 409051,409051,+65 6282 6752,+65 6285 0351,khiengsin@frezfruta.com,http://www.frezfruta.com,"Frezfruta Jam Manufacturing Pte Ltd (formally known as Sinsin Jam Manufacturing Pte Ltd), Singapore's very own jam brand and only local jam maker, has unveiled its new look for its range of fruit jams. As an integral part of Singapore’s history and culture, many Singaporeans grew up with fond memories of Sinsin Jam. In addition to its strong presence in Singapore, Frezfruta (Sinsin) Jam has also established a foothold in Australia and various parts of the Middle East.",https://www.sfma.org.sg/member/info.php?cid=frezfruta-jam-manufacturing-pte-ltd
FT Global Pte Ltd,27 Tuas Bay Walk #01-07 Westview Food FactorySingapore 637127,637127,+65 6339 1187,+65 6339 1295,ftglobalaccs@gmail.com,-,"FT Global is one of Singapore's leading distributors of fresh egg, soft drink, snacks and drinking water trading. The company has established the business organization both locally and internationally.",https://www.sfma.org.sg/member/info.php?cid=ft-global-pte-ltd
Fujairah International Private Limited,28 Senang Crescent #02-05 BizHub 28Singapore 416601,416601,+65 6467 8322,+65 6467 9015,-,-,Trader,https://www.sfma.org.sg/member/info.php?cid=fujairah-international-private-limited
G.K. International Pte Ltd,33 Ubi Ave 3 #06-51 VertexSingapore 408868,408868,+65 6372 1188,+65 6372 1788,info@gki.com.sg,http://www.gki.com.sg/,"Bringing you quality dairy from around the world. That’s what we do best at GK international. We specialize in the supply, storage, marketing and distribution of a wide range of world-class dairy products and ingredients to all sectors, from wholesalers to food service operators and manufacturers.",https://www.sfma.org.sg/member/info.php?cid=gk-international-pte-ltd
Garden Picks Food Manufacturing LLP,8B Admiralty Street #03-17Singapore 757440,757440,+65 6659 4859,+65 6853 4859,francistan@gardenpicks.com.sg,https://www.gardenpicks.com.sg/,"Garden Picks is a major importer and OEM manufacturer and packer of dried fruits, nuts, grains, seeds, cereal, snacks and Nut Butters.",https://www.sfma.org.sg/member/info.php?cid=garden-picks-food-manufacturing-llp
Gardenia Foods (S) Pte Ltd,224 Pandan LoopSingapore 128411,128411,+65 6778 5666,+65 6777 8010,order@gardenia.com.sg,http://www.gardenia.com.sg/,"The secret to Gardenia's success lies in its traditional American recipe that has been tried for generations. Over time, further improvements have been made to the range of recipes and the method of processing, especially in the area of automation. All these ensure that the aroma, taste and keeping qualities of the bread are consistently being maintained.",https://www.sfma.org.sg/member/info.php?cid=gardenia-foods-s-pte-ltd
Gashubunited Utility Private Limited,39 Kaki Bukit Place #04-00 Eunos TechparkSingapore 416217,416217,+65 6483 2777,-,info@gashub.com.sg,https://www.gashub.com.sg/,Sale of Natural Gas / LNG. Engrg. design and consultancy services in energy management and clean energy systems serving the C & I customers in the F&B processing industry.,https://www.sfma.org.sg/member/info.php?cid=gashubunited-utility-private-limited
Gemchamp Trading Pte Ltd,763 Woodlands Ave 6 #01-70Singapore 730763,730763,-,-,gemchamp.trading@gmail.com,https://www.gemchamptrading.com/,"We are the Sales Company of China's Fujian Zhangzhou Changshan, Mantianxiang Foods Co.,Ltd and BaiLiLong Frozen Food Co. Ltd. The company was founded in 2011, which is a professional enterprise engaged in deep processing of seafood products. Changshan Development Zone located in the southern part of Fujian Province. Fujian fisheries resource center adjacent to the western Taiwan Strait between Xiamen and Shantou, two special economic zones---the Yunxiao. The company has advanced production equip",https://www.sfma.org.sg/member/info.php?cid=gemchamp-trading-pte-ltd
Global Food Enterprise LLP,106 Clementi Street 12 #01-54 Sunset Way EstateSingapore 120106,120106,+65 8623 8623,-,globalfood668@gmail.com,https://www.legacy-sauce.com,"Import, Export, Trading",https://www.sfma.org.sg/member/info.php?cid=global-food-enterprise-llp
Global-Tek Machinery Pte Ltd,5 Yishun Industrial St 1 #04-04 North Spring BizHubSingapore 768161,768161,+65 8127 6268,+65 6481 7123,wilson@global-tek.sg,http://www.global-tek.sg/,"Global-Tek is a company which dedicated to produce reliable & heavy duty dishwashing & crate washing machines for all types of hospitality & food processing / meat producing industries. Through years of experiences and improvement in every aspects which resulted our machines have gained fully certified by ISO 90001:2000, HACCP, CE & CSA. The after sales support enable user trouble free & avoid any machine downtime.",https://www.sfma.org.sg/member/info.php?cid=global-tek-machinery-pte-ltd
Goh Yeow Seng Pte Ltd,94D Jalan SenangSingapore 418471,418471,+65 6442 1442,+65 6443 1779,khengwah@gohyeowseng.com.sg,http://www.gohyeowseng.com.sg/,"We specialise in food supply, imports, exports, storage, processing and distribution. We offer comprehensive foodstuff varieties, from instant noodles, pasta, sauces, rice vermicelli, flour vermicelli to coffee, beverages and confectionery. We serve various markets of wholesaler, retailers and caterers.",https://www.sfma.org.sg/member/info.php?cid=goh-yeow-seng-pte-ltd
Gold Kili Trading Enterprise (S) Pte Ltd,9 Woodlands LinkSingapore 738723,738723,+65 6854 2775,+65 6854 2558,des@goldkili.com,http://www.goldkili.com/,"Gold Kili began in 1985 as a manufacturer and distributor for local coffee powder. Over the years, the company has been tirelessly developing an extensive range of innovative instant beverages that are not only of the utmost quality, but also novel and enticing to consumers. Apart from its traditional instant coffee and teas, it has progressively developed a great selection of premium coffee in filter bags, teas, cereals, and its ever-popular Instant Honey Ginger Drinks and other Asian herbal be",https://www.sfma.org.sg/member/info.php?cid=gold-kili-trading-enterprise-s-pte-ltd
Gold Roast Food Industry Pte Ltd,14 Woodlands LinkSingapore 738739,738739,+65 6756 6033,+65 6756 2547,grsales@vizbranz.com,https://www.vizbranz.com,Manufacturing instant beverage.,https://www.sfma.org.sg/member/info.php?cid=gold-roast-food-industry-pte-ltd
Goldbell Engineering Pte Ltd,8 Tuas Ave 18Singapore 638892,638892,+65 6861 0007,+65 6862 4012,danielkokcw@gbl.com.sg,https://www.goldbellgroup.com/,"Having gone through decades of development since its inception in 1980, Goldbell is now at the forefront of distribution for industrial vehicles. As the market leader, we want to give you peace of mind by being there for you every step of the way. Serving over 20,000 clients, our experience is your advantage. Irrespective of the organisational need for any transportation, load-carrying or specialised applications, we offer you a wide range of quality products coupled with complementary aftersale",https://www.sfma.org.sg/member/info.php?cid=goldbell-engineering-pte-ltd
Golden Bridge Foods Manufacturing Pte Ltd,30 Senoko South RoadSingapore 758088,758088,+65 6572 9200,+65 6758 8580,enquiry@otsi.sg,https://www.golden-bridge.com/,"Golden Bridge Foods Manufacturing Pte Ltd is a well-established food manufacturer based in Singapore, specializing in the production of a wide variety of quality processed food products, including processed meats. The company has gained a strong reputation in the industry for producing safe, convenient, and flavourful food products that meet the demands of both consumers and food service operators. Golden Bridge Foods supplies processed meat products to both the retail and food service sectors, ",https://www.sfma.org.sg/member/info.php?cid=golden-bridge-foods-manufacturing-pte-ltd
Goodcrop Pte Ltd,57 Quality RoadSingapore 618816,618816,+65 6265 1611,+65 6265 3512,enquiry@goodcrop.sg,http://www.goodcrop.sg/,"Goodcrop Pte Ltd was established in year 2001 as an importer and distributor of frozen meat products. The company serves a wide audience including chefs, caterers, wholesalers, ship chandelers and food manufacturers. We partner with accredited meat processing establishments in Brazil, USA, Canada, Oceanic and Europe, to provide our clients with reliable products and quality assurance.",https://www.sfma.org.sg/member/info.php?cid=goodcrop-pte-ltd
Gourmet Food Gate Trading Pte Ltd,15 Woodlands Loop #01-51/52Singapore 738322,738322,+65 6756 6588,+65 6756 6005,-,-,Manufacturing and trading of processed seafood and meat products.,https://www.sfma.org.sg/member/info.php?cid=gourmet-food-gate-trading-pte-ltd
Gourmet Supplies Pte Ltd,16 Senoko CrescentSingapore 758270,758270,+65 6752 5888,-,gordon@gourmetsupplies.com.sg,https://www.gourmetsupplies.com.sg/,"Manufacturing of Beverages, distribution of FMCG Products.",https://www.sfma.org.sg/member/info.php?cid=gourmet-supplies-pte-ltd
