"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"Herb & Tea Futurology","We are a platform that helps wellness brands bring their blends into PFAS-free, home-compostable capsules — making wellness beverages more convenient and sustainable.

Through our co-creation model, we enable private-label and B2B partners, while also growing our own range of wellness tea capsules for offices, hospitality, and retail.","Food and Beverage Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","herbfuturology.com","https://www.linkedin.com/company/herbxtea"
,"Singapore Forklifts","Singapore Forklifts  is one of the leading suppliers of forklifts in Singapore. We have a wide variety of brands available so you can definitely find whatever you need.

Some of the services we provide include:
1) Forklift Rentals
2) Forklift For Sale
3) Forklift Repair Services

We have been in the industry for many years and we have grown to become a trusted and reliable brand. Contact us today and find out more about how we can assist you.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Self Owned","Singapore, Singapore","Singapore","singaporeforklifts.com","https://www.linkedin.com/company/singaporeforklifts"
,"Rampage Electronics (S) Pte Ltd","Franchised Lines:
- InnoDisk Corporation
  Flash Memory, DRAM Modules, Embedded Peripherals and Software Solutions 
  for Industrial and Enterprise Application.
- Zentel Electronics Corporation
   DRAM IC (SDRAM, DDR1, DDR2, DDR3, DDR4)
- JEJU Semiconductor
  SLC Nand Flash, Low Pow SRAM, pSRAM, MCP Solutions
- Phison Electronics Corporation
  A leader on NAND Flash Controller & Flash Storage Solution Provider
- Netsol
   Asynchronous Fast SRAM & Low Power SRAM
- JMicron
- Trio Technology 
   Power Inductors, Chip Inductor, Radial, EMI Chokes","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Privately Held","Singapore","Singapore",,"https://www.linkedin.com/company/rampage-electronics-s-pte-ltd"
,"Charslton Technologies Pte Ltd","Founded in 1991, Charslton started off specializing in distribution of High-Performance Liquid Chromatography (HPLC) instrumentations, supplies and accessories to local market as well as the Asia Pacific Region. Over the course of time, Charslton has further expanded its scope of products into Spectroscopy’s consumables, Gas Chromatography (GC) consumables, Certified Reference Materials, Environmental Monitoring equipment, Automated Sample Preparation equipment, and general lab equipment and supplies.","Chemical Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","charslton.com","https://www.linkedin.com/company/charslton-technologies-pte-ltd"
,"Advanced Engineering Tech Pte Ltd","Advanced Engineering Tech strives to be a one-stop solution provider for fire fighting and fire protection equipment for residential, commercial, and industrial buildings, and for the marine and offshore industries. We also provide professional consultancy services for fire safety compliance.","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/adv-et"
,"Nidec Component Technology Co., Ltd.",,"Machinery Manufacturing","2-10 employees",,"Singapore","Singapore",,"https://www.linkedin.com/company/nidec-component-technology-co-ltd-"
,"EYO Singapore","EYO's nutritional beverages are where taste and nutrition meets. Ensuring the future health of adults worldwide ","Food and Beverage Manufacturing","2-10 employees","Privately Held","Singapore, 619860","Singapore","eyo.sg","https://www.linkedin.com/company/eyo-singapore"
,"Really Food","Plant-based Asian Cuisine.","Food and Beverage Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","reallyfood.co","https://www.linkedin.com/company/really-food"
,"CAC Gas Asia","In 2008, CAC Gas & Instrumentation was established in Australian and New Zealand to provide customers with exceptional customer support when sourcing specialty gas mixtures, calibration gas and associated gas control systems. CAC GAS Asia, based in Singapore, opened in 2019. 

With locations in both Sydney and Singapore, CAC GAS has the logistic expertise to provide our products and services globally.

Specialising in specialty gas products for gas detection, process gas analysis, environmental monitoring and laboratory gas analysis applications, CAC GAS brings years of practical knowledge and skills in understanding customer requirements and providing solutions that exceed customer expectations.

CAC GAS provides specialty calibration gas mixtures in multiple cylinder sizes focusing on the application to ensure customer requirements are maximised. We source specialty gas mixtures globally to provide reference, certified, EPA and ISO 17025 gas mixtures for all your technical requirements. Our products can be used in every application where calibration gas mixtures are required.

We stock a large number of gas standards and enter into supply agreements with organizations where immediate delivery is required.

A total solution provider, CAC GAS supplies gas generators, mixers, calibrators along with a complete gas control product range including regulators, outlet panel, manifolds and gas distribution systems.

Leaders in providing unique solutions, CAC GAS takes the time necessary to properly evaluate and understand customer applications and objectives in order to provide the most efficient and cost effective solution possible.

Improving efficiency -------- Improving productivity -------- Lowering total cost","Chemical Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","cacgas.com.sg","https://www.linkedin.com/company/cac-gas-asia"
,"Unicontrols Singapore Pte Ltd","Unicontrols Singapore is a subsidiary of our headquarters, Company Co., Ltd, located in Japan.
Since our establishment in 1976, we have been the leading manufacturer of small to medium size stainless steels pressure tanks, and air resevoir tanks. We provide an extensive range of our standard sizes of pressure tanks from 300cc to 100litres. Furthermore, we go the extra mile with custom made pressure tanks to meet the different requirements of our customers. Coupling with the ever-changing demand of the customers, we have included an extensive range of tank accessories such as level sensors, level gauges, teflon tubes, different o-ring materials, tube fittings jacket heaters, float switches, weighing machine, pressure regulators, tank stirrers to provide a complete pressure tank system solutions for our customers. 

Besides our expertise and know-how in pressurised tanks, Unicontrols has also manufactured and provided fluid dispenser systems to service the industrial markets including but not limited to electronics, automotive, pharmaceutical, semiconductors, cosmetics, food and chemicals.

Unicontrols Singapore is the exclusive distributor to sell Hibar precision dispensing pumps and fillers in South East Asia including Singapore, Taiwan and Vietnam.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","unicontrols-asia.com","https://www.linkedin.com/company/unicontrols-singapore-pte-ltd"
,"MOHIBR Engineering Consultancy","MOHIBR provides high quality Engineering Services, and have engineering experts more then 20 years experienced. The key services includes Engineering Consultation and Procurement Services.","Industrial Machinery Manufacturing","2-10 employees","Self Employed","Singapore","Singapore","mohibr.com","https://www.linkedin.com/company/mohibr-engineering-consultancy"
,"I.C.E Aluminium Pte Ltd","I.C.E Aluminium Pte Ltd is dedicated to delivering exceptional quality in all aspects of our business. As evidence of our commitment, we hold the prestigious ISO9001 certification, the international standard for quality management. This certification serves as a testament to our ability to manufacture excellent products that meet our clients' precise specifications.

To support our commitment to quality, we have invested in advanced machinery and specialized tooling. Our state-of-the-art facilities include 600t to 1250t aluminium extrusion machines, CNC machining centers, automated electrophoresis equipment, grinding machines, dust-free automatic spraying, oxidation, and various types of tooling equipment. These advanced technologies enable us to ensure precision and efficiency in our manufacturing processes.

But it's not just about the equipment; our dedicated team of highly experienced and skilled professionals plays a crucial role in delivering superior products. Their expertise and attention to detail enable us to meet and exceed the expectations of our valued clients.

At I.C.E Aluminium, we understand the importance of trust in client relationships. That's why we work closely with our clients to develop an effective schedule for reviewing prototypes before commencing production. This collaborative approach ensures that our clients have full confidence in the final product, knowing that it meets their specific requirements.

When you choose I.C.E Aluminium, you can trust in our unwavering commitment to quality, our advanced capabilities, and our experienced team. We are here to deliver excellence every step of the way.","Machinery Manufacturing","2-10 employees","Privately Held","singapore","Singapore","icealum.com","https://www.linkedin.com/company/icealum"
,"Unishots Pte Ltd","Unishots Pte Ltd is a producer of performance blasting abrasive media serving the needs of surface preparation industry. Unishots has its HQ in Singapore. 

With over a decade of robust in-house research efforts, UniCastTM an advanced proprietary manufacturing know-how was developed. This knowhow enables the control of the range of grades and the quantity of abrasive media to be produced per cycle. This competitive advantage translates into highly reliable quality and timely shipments to fulfil the orders of our customers. 

Our main products are cast steel shots, cast steel grits, stainless steel shots, low carbon shots, chilled iron grits; bearing steel grits, copper, aluminium and zinc abrasive media. 

“Quality in everything we do!"" is our commitment and mission to our global customers creating beneficial values to both our customers and our organization! 

Unishots Pte Ltd is committed to the advancement of abrasive blasting industry.","Industrial Machinery Manufacturing","2-10 employees","Partnership","singapore, singapore","Singapore",,"https://www.linkedin.com/company/unishots-pte-ltd"
,"Loominous Group","Design and produce any products with us using our proprietary all in one integrated platform

Connect with us today to learn more about how we can help you bring your vision to life.","Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","loominous.com","https://www.linkedin.com/company/loominous-group"
,"Tech Products Pte. Ltd., Singapore","Tech Products Pte. Ltd., Singapore is a Technical Solutions provider to Cement, Iron, Hydro Plants over the Globe.

Our Major Products : 
01. Belt Cleaners & Ceramic Produccts
       a). A New & Patent Design Belt Cleaner
       b).  Belle Banne, Japan - Special Design Belt Cleaners
       c). Ceramic  Lining Pipe & Ceramic Hose
       d). Customized Ceramic Products

02.  Conveyor Chains, Bucket Elevator Chains and its Segment
      a). Senqcia (Formerly Known Hitachi), Japan
      b). HCC, South Korea

03.  Seals and Sealing Products for Cement & Iron Industries
      Cement
       a). VRM Seals
       b). 'DF' Seals (HDDF Seals / Metal Face Seals)
       C). Patent Design Large Diameter Seals (PTFE Sealing Lip Seals)
       d). Split Design Seals

       Iron (Steel / Aluminium)  
        a). Roll-Chock Seals
        b). Neck Seals and Coolant Seals
        c). Patent Design Large Diameter Seals (PTFE Sealing Lip Seals)","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Singapore, Email : sales@techpro.sg","Singapore",,"https://www.linkedin.com/company/techpro.sg"
,"Xtec Systems - ISO Tank Cleaning Systems","Xtec Systems brings greater improvements in developing ISO tank cleaning systems that combine a fully integrated waste management system, using lower energy, and highly improved cleaning for the cleaning and servicing of ISO tank containers.

Our services and products,

ISO Tank Depot Tank Cleaning Systems 
Integrating the waste stream management, pollution control systems
ISO Tank Serving Terminal design, development and construction (applying BIM systems).
ISO Tank depot training, (technical, administration, marketing and QHSSE) 
Depot management optimization training.
Compliance in Quality,  Health & Safety, Environmental systems, training and implementation. 
Applying United Nations Dangerous Good Code awareness compliance and training.
Training in Emergency Response management systems.","Machinery Manufacturing","2-10 employees","Privately Held","Macpherson, Singapore","Singapore","xtec-systems.com","https://www.linkedin.com/company/xtecsystemscom"
,"Quettil Solutions","Quettil Solutions specializes in seeking out innovative products and solutions that are both fossil & synthetically chemical-free, that offer both sustainability & enhanced performance.

Quettil Solutions continually look to expand not only our products and solutions, but also partners & clients we can share our contribution towards creating a better environment for everyone, whether that be smart textiles, waterproof consumer bags, or our waste 2 energy solutions that can run on animal waste, we are here to listen and offer our help.","Chemical Manufacturing","2-10 employees","Privately Held","Singapore, singapore","Singapore","quettil.com","https://www.linkedin.com/company/quettil-services"
,"KROODI","Award-winning Artisan Cashew Cheese.
Made with only natural ingredients and passion.
Crafted in Singapore since 2017.","Food and Beverage Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","kroodi.com","https://www.linkedin.com/company/unomonosg"
,"Anibene Pte Ltd","Import of German pet supplies to Asia - food and non-food, e.g. holding the distribution rights for ""Trixie"" pet accessories. 
Export of premium freeze dried pet food to Europe.
Supplying Asian retailers with premium private label food from Germany.","Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","anibene.com","https://www.linkedin.com/company/anibene"
,"Chitonous","CHITONOUS PTE. LTD. is a startup focused on the development of large-scale manufacture with biological materials, enabling circular and sustainable economic models while providing a manufacture advantage to its adopters.
Our flagship FLAM 3D process is the first fully sustainable biological additive manufacturing process, capable of producing large-scale products at low-cost with unmatched environmental characteristics. 
We offer the world the missing link towards a sustainable society and circular economy through the integration of biological materials and manufacturing. Our process uses natural materials available in every ecosystem, including highly urbanized environments. Linking the most ubiquitous natural resources with a freeform manufacture, this technology has been dubbed ""the missing piece in circular economy"" (engineering.com), enabling the production, fabrication, and degradation of materials and products in closed urban environments.","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Central Business District, Singapore","Singapore","chitonous.com","https://www.linkedin.com/company/chitonous"
,"FasRaP Pte Ltd","Jointly developed at the NTU-JTC Industrial Infrastructure Innovation Centre (I3C) and Prostruct Consulting, FasRaP is a proprietary glass-fibre reinforced polymer (GFRP) roll that has been pre-saturated with a resin system and can be easily applied onto structural elements like a “double-sided tape"".

FasRaP can be used for highly cost effective blast hardening and structural strengthening of new and old buildings or infrastructure.","Chemical Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","fasrap.com","https://www.linkedin.com/company/fasrapindustries"
,"marketing agencies","marketing global, marketing international, couponglobal.com
https://www.facebook.com/couponglobal","Manufacturing","2-10 employees","Self Owned","Singapore","Singapore",,"https://www.linkedin.com/company/marketingagencies"
,"Airefusion Pte Ltd","AireFusion is a distributor of air sanitizing products and materials.  We represent several established European brands. Our customers are our number one priority, and we’re committed to helping them successfully implement their Indoor Air Quality (IAQ) strategies and solutions. 

Our product range includes IAQ solutions for homes, commercial buildings, offices, food processing plants and hospitals.

Our solutions are green and sustainable. Contact us to see how our products and assistance can help!","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","airefusion.com","https://www.linkedin.com/company/airefusion-pte-ltd"
,"Monster Builder","Monster Builder is a precision manufacturing company specialising in CNC machining, 3D printing, and sheet metal fabrication. Our state-of-the-art equipment and experienced team of machinists and engineers work closely with clients to deliver high-quality, custom parts and components for a wide range of industries. 

Whether it's a one-off prototype or high-volume production runs, we have the capability to produce parts with tight tolerances and consistent quality. With our flexible services and commitment to customer satisfaction, we make it easy to turn your ideas into reality.","Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","themonsterbuilder.com","https://www.linkedin.com/company/monster-builder"
,"CADWorks","CADWorks aims to provide simple solutions to complex engineering problems faced by many start-up entrepreneurs. Many start-up founders seek a product design with comprehensive computer-aided modelling and simulations performed on them before they are ready to be manufactured. These tests and simulations may be necessary in order to ensure the manufactured product passes regulatory checks.

With few individuals out there who are equipped with the advanced skills in modelling and analytical software such as SolidWorks,AutoCAD and ANSYS, our team at CADWorks aims to provide a consult-based service for our start-up clients. We provide a comprehensive assessment of the product design with a detailed engineering report outlining important numbers and figures for the successful implementation of your product.

Our organisation is still currently in its early stages and hope to connect with the ever-growing base of start-up product designers.","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/cadworks-pte-ltd"
,"iSing Infotech Singapore","Introducing a Contactless Temperature Monitoring System (CTMI) paired with Internet of Things (IoT) made for workplaces in Singapore.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","isinginfotech.sg","https://www.linkedin.com/company/ising-infotech-pte-ltd"
,"Optimum Water Technologies","Optimum Water Technologies is a new Singapore based company providing innovative electrochlorination solutions for the power, oil & gas, and water treatment industries worldwide. Electrochlorination is the safe and efficient method of producing chlorine (as sodium hypochlorite) using mainly seawater or salt.","Machinery Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","optimumwater.com.sg","https://www.linkedin.com/company/optimum-water-technologies"
,"International Offshore Equipment","International Offshore Equipments Pte Ltd, established in 2011 by a group of Marine / Offshore Engineers.

Our broad range of services includes:
• Design and supply of Offshore & Marine Cranes
• Design and supply of deck machineries – winches, windlass, spoolers, steering gears
• Contract manufacturing & Fabrication of Steel Structures for offshore applications
• Customized Electrical & Hydraulic Controls Solutions
• Modification/Upgrade/Repair for Marine and Offshore Equipment
• Servicing of Electrical and Hydraulic Systems","Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","internationaloffshore.com.sg","https://www.linkedin.com/company/international-offshore-equipment"
,"EndoPil Pte Ltd","Endopill is designed to be the world’s first ingestible, catheter-free weight-management capsule.","Medical Equipment Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","endopil.com","https://www.linkedin.com/company/endopil"
,"Triangle Engineering & Supplies Pte Ltd","Triangle Engineering & Supplies Pte Ltd is a precision engineering manufacturer founded in 1990 on Singapore's shores. 

For over 30 years, we have served the aerospace and manufacturing industries by bringing trust and satisfaction to our customers through our engaging service and competitive pricing.

We provide a diverse range of services from engineering and design support to fabrication and milling to support our customer's operational needs. Specialising in the production of jigs, fixtures, support pads and bespoke components, please head to our website for a quick view of the products and services we offer.

Triangle Engineering is an ISO9001 and BizSafe level 3 certified company.","Machinery Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","trianglesingapore.com","https://www.linkedin.com/company/triangle-engineering-supplies-pte-ltd"
,"Beyond Illumination Singapore","At Beyond Illumination, 
we provide the highest performance and most reliable control solutions. 
We want you to experience the beauty of natural dimming like no other.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Partnership","Singapore","Singapore","beyondillum.com","https://www.linkedin.com/company/beyond-illumination-singapore"
,"Energy Smart Solutions","Energy Smart Solutions is a Start-up Spin-Off of Nanyang Technological University Singapore. The company core business is related to the energy optimisation for achieving significant greenhouse emissions reduction, large primary energy, capital and operating costs savings. In the energy sector, consumers are becoming prosumers, and traditional centralized power plants are being replaced more and more by distributed smart multi-energy systems in which electricity, cooling and heating are concurrently demanded and generated. The E-OPT software developed by the Energy Smart Solutions allows for solving Master-Planning, Optimal Dispatch and asset management problems, by adopting advanced mathematics and artificial intelligence.","Industrial Machinery Manufacturing","2-10 employees","Partnership","Singapore, Singapore","Singapore","es-solutions.eu","https://www.linkedin.com/company/energy-smart-solutions"
,"AquaViolet","AquaViolet is a deep-tech startup revolutionising water, air, and surface disinfection solutions. Our proprietary disinfection technology ensures high-efficiency pathogen control with significantly lower maintenance, providing operators with a cost-effective and sustainable alternative to conventional methods.

Spun off from the NUS GRIP programme, AquaViolet is backed by pre-seed funding and leverages cutting-edge research from the National University of Singapore. Our innovation enhances biosecurity, environmental safety, and operational efficiency, delivering long-term economic savings for our clients.

Read more about our works here:
https://cde.nus.edu.sg/cee/news-detail/aquaviolet/

https://cde.nus.edu.sg/cee/news-detail/a-novel-disinfection-technology-for-antimicrobial-resistance-control-in-water/","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","aquaviolet.sg","https://www.linkedin.com/company/aquaviolet"
,"Marine Teak International Pte Ltd","Marine Teak International Sa is specializing in quarter saw teak decking,from old-growth Burmese Teak for the marine industry, on high quality teak outdoor decking and high quality teak flooring.
Our teak is the highest quality available. Our teak lumber and quarter saw decking is selected for golden color, straight tight grain formation and absence of black mineral marking.","Paper and Forest Product Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","marineteakwood.com","https://www.linkedin.com/company/marine-teak-international"
,"Times Chemicals Pte Ltd","A regional stockist for raw food materials, food seasonings, additives & ingredients, flavours & fragrances, industrial, laboratory & maintenance chemicals.","Chemical Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","timeschemicals.com.sg","https://www.linkedin.com/company/times-chemicals-pte-ltd"
,"Abyss Processing","Abyss Processing provides 3D AI Solutions to streamline Glaucoma diagnosis and prognosis.","Medical Equipment Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","abyssprocessing.com","https://www.linkedin.com/company/abyss-processing-sg"
,"Smart Silicon Technology","Smart Silicon Technology is specialized in Semiconductor and Smart Cards services and equipment, Robotics, Vision and Clean room.

Smart Silicon Technology has been created and registered as a private Limited company at ACRA in Singapore in February 2008 under the Number 200802402Z with the aim of being the Asia Pacific subcontractor of various American and European companies in the Semiconductor and Smart Card field.

The main mission of the company is to perform upgrades, maintenance, personals training (user, maintenance and process) but also before-sale advises, equipment sales, installation and hookup.

The recently created division Smart Business Solutions, is offering Engineering consulting and Business solutions, to any kind of Industrial Businesses outside of the semiconductor activity.","Semiconductor Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","smart-silicon-technology.com","https://www.linkedin.com/company/smart-silicon-technology"
,"ALL INDUSTRIAL MANUFACTURING PTE LTD",,"Pharmaceutical Manufacturing","2-10 employees",,"Singapore","Singapore","aimfr.com","https://www.linkedin.com/company/all-industrial-manufacturing-pte-ltd"
,"Four Wings Cranes","Four Wings Equipment is a machinery company based out of 66 Toh Tuck Road Singapore, Singapore 596730","Machinery Manufacturing","2-10 employees","Privately Held","596730","Singapore","fourwingscranes.com","https://www.linkedin.com/company/four-wings-cranes"
,"Point Precision Engineering Pte Ltd","Specialising in delivering precision goods with our 4 & 5-axis CNC machines, including jigs and fixture solutions.","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Bukit Batok, West Region","Singapore",,"https://www.linkedin.com/company/point-precision-engineering-pte-ltd"
,"PAN SEAS ENTERPRISES PTE LTD",,"Food and Beverage Manufacturing","2-10 employees",,"Singapore","Singapore","panseas.com","https://www.linkedin.com/company/pan-seas-enterprises-pte-ltd"
,"Neuphonix Technology Pte Ltd","At Neuphonix Technology Pte Ltd, we specialize in providing customized factory automation solutions that drive efficiency and precision across industries. Our expertise includes cutting-edge vision systems, artificial intelligence (AI), robotics, and advanced material handling solutions. We are committed to helping businesses enhance their manufacturing processes through innovative, tailored automation technologies that meet the unique needs of each client.","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","neuphonix.com.sg","https://www.linkedin.com/company/neuphonix-technology"
,"KYOWA SINGAPORE PTE. LTD.","We provide mold design, injection molding and chrome electro-plating, it has developed new advance plastic plating processes for various finishes.","Industrial Machinery Manufacturing","2-10 employees",,"SINGAPORE","Singapore","wix.com","https://www.linkedin.com/company/kyowa-singapore-pte-ltd-"
,"KOEI TOOL SINGAPORE PTE LTD",,"Machinery Manufacturing","2-10 employees",,"Singapore","Singapore",,"https://www.linkedin.com/company/koei-tool-singapore-pte-ltd"
,"Specialist Compounding Pharmacy","Personalised Care Beyond the Conventional. We are Singapore's 1st compounding pharmacy. We work with you to tailor-make your medications.","Pharmaceutical Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","scp.com.sg","https://www.linkedin.com/company/specialist-compounding-pharmacy"
,"ALL TORQUE CONTROL PTE. LTD.","WE DESIGN FOR QUALITY, WE BUILD TO PERFORM

All Torque Control provide the following:
*Pneumatic actuator 
Design(ODM) & manufacture(OEM) Since1998
-Rack&Pinion AL actuator, quarter turn, CE,ATEX,SIL3 certified
-Scotch Yoke WCB actuator, quarter turn, heavy duty, CE,ATEX,SIL3 certified
-4X4 pneumatic actuator, 4-piston&4-rack, AL actuator, quarter turn, CE,ATEX,SIL3 certified
*Electric Actuator Design(ODM)&manufacture(OEM),CE,CSA,REACH,SIL,NEMA,ATEX,UL certified
*Manual override gear operator(declutchable), WCB body, high efficient drive and strength.
*Ball valve / Gate valve / Globe valve / Check valve / Butterfly valve
*Strainer
*Sight Glass / Flow Meter / Level Gauge / Orifice Plate
*Steam Trap
*Air Eliminator","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","alltorque-control.com","https://www.linkedin.com/company/all-torque-control-pte-ltd"
,"Reliance Metalcenter Asia Pacific Pte. Ltd.",,"Semiconductor Manufacturing","2-10 employees",,"Singapore","Singapore","rmap.com.sg","https://www.linkedin.com/company/reliance-metalcenter-asia-pacific-pte-ltd-"
,"Omnicam Technologies","As early as 2003, Omnicam was involved in the manufacturing and supply of camera modules to first-tier mobile phone customers. It was among the early participants building Mini-cam modules using Omnivision cmos sensors exclusively for large scale mass production. 


Today, Omnicam also develops an expert energy monitoring system and other technologies such as high quality versatile test jigs and audio solutions. These products have found their space in their respective industries and are constantly undergoing enhancements that will bring the product to its next level.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Privately Held","569880","Singapore","omnicam.com.sg","https://www.linkedin.com/company/omnicam-technologies"
,"GearboxBuddy","Gearbox Buddy brand belong to WAK Industry Pte Ltd, was founded in 2018 in Singapore. Specializing in drive technology solutions, we provide the most suitable products for our global clients, backed by high-quality suppliers. Our experienced team offers a one-stop shop for all drive system-related needs, catering to both individuals and medium-sized businesses. Over the years, we've expanded our trading business with organizations worldwide and enhanced our sourcing operations to better serve our clients.","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/gearboxbuddy"
,"FIBRO ASIA PTE LTD","FIBRO ASIA PTE LTD is our ASEAN sales office for high class precision FIBRO products. We are serving customers based in Singapore, Malaysia, Thailand, Indonesia, Vietnam and the Philippines with a first class service and fast delivery.
We offer a wide range of Standard Parts for tool and mold making as well as Rotary Tables engineered in Germany.

Our well stocked warehouse in Singapore and Germany guarantees you a fast lead time together with a first-class local service.","Machinery Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","fibro-asia.com","https://www.linkedin.com/company/fibro-asia-pte-ltd"
,"Converge Spot","Products - Seafood, dry foods, coffee and tea 

Services - CoWorking Space","Food and Beverage Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","convergespot.com","https://www.linkedin.com/company/converge-spot"
,"Liftech Solutions Private Limited","Liftech Solutions Private Limited is established with the aim to be the best elevator components and engineering supplier and service provider in the industry by providing enhanced services, offering not only quality products but legendary services that exceeds the expectations of our esteemed customers as well.  We believe in building long term relationships with our customers and clients and provide exceptional customer services by pursuing business through innovation and advanced technology while maintaining the following core values:
•	Treating our customers with respect and faith.
•	Growing through creativity, invention and innovation.
•	Integrating honesty, integrity and business ethics into all aspects of our business functioning","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Public Company",,"Singapore","liftechsolutions.com","https://www.linkedin.com/company/liftech-solutions-private-limited"
,"EDWARDS TECHNOLOGIES SINGAPORE PTE. LTD.",,"Appliances, Electrical, and Electronics Manufacturing","2-10 employees",,"Singapore","Singapore",,"https://www.linkedin.com/company/edwards-technologies-singapore-pte-ltd-"
,"DRV Engineering & Services","DRV Engineering & Services is Singapore based company, previously known as CY Global Engineering & Trading which was first established in 2004. DRV is the short form of Drive; with the meaning of Durable, Reliable and Valuable.

With more than 30 years of personal experience in different sectors, the company serves a large cross section of customers from varying industries, which include aerospace, automotive, deference, electronics, plastic mould manufacturers, semi-conductor, stamping, tool & die, marine, oil & gas industries.

DRV has manufacturing facilities in Ang Mo Kio Industrial Park 2, adds value to customer’s product development process by taking projects from Proto-typing to mass production. Production facility is organized for maximum flexibility and fast turnaround time which adds immense value to the customer.

The company is specializing in Engineering Works, Steel Fabrications, Marine Repair, Machinery Fabrication, Reconditioning of Marine Components, Alignment, Chocking, Mounting Solutions and General Trades etc.","Industrial Machinery Manufacturing","2-10 employees","Partnership","Singapore","Singapore",,"https://www.linkedin.com/company/drv-engineering-&-services"
,"Artdeshine Pte Ltd","ADS is the world’s vision of advanced detailing innovation.
What started out as a bespoke atelier for mobile detailing
and paint correction in the year 2000 grew into an
experiential detailing brand known to many discerning
automotive aficionados across the globe.
With our pioneer status in detailing R&D, ADS is now
recognised for its world-class standard in quality coatings,
particularly in the area of nano graphene coatings. Being
the first mover to utilise nano graphene in automotive
detailing, ADS has carved a path of infinite possibilities in
the detailing industry.
Today, ADS boasts a strong portfolio of in-house formulated
detailing products that are highly sought after in 6
continents, through more than 40 distributors and presence in over 80 countries.","Chemical Manufacturing","2-10 employees","Privately Held","Woodlands, Singapore","Singapore","artdeshine.co","https://www.linkedin.com/company/artdeshine"
,"CutAnything","CutAnything aims to be the Materials Processing Platform of the future, providing a cheap, easy and transparent way of procuring pre-processed materials for fabricators and other creators, reducing uncertainty and reducing the frictions of manual processing present in the industry today. 

We are developing a one-stop online service where fabricators can upload their files, choose what material to cut, and pay, with immediate visibility of how much it costs and when they can expect their order to be completed. We believe that ordering customized parts should be quick easy and accessible. 

CutAnything is an early-stage startup backed by Enterprise Singapore and NUS Enterprise.","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","cutanything.co","https://www.linkedin.com/company/cutanything"
,"Nucleus Dynamics Pte Ltd","Nucleus Dynamics is a medical technology company providing monitoring solutions to both clinical institutions such as hospitals, and home patients. Our mission is to provide affordable and intuitive solutions to enable a disruptive model for patient monitoring.","Medical Equipment Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","nucleusdynamics.com","https://www.linkedin.com/company/nucleus-dynamics-pte-ltd"
